endpoint,keylen,test_id,operation,time
client,1,0,rsa_verify_with_sha256,686
server,1,0,dhm_make_params,46926
server,1,0,rsa_sign_with_sha512,22669
client,1,0,parse_server_dh_params,9
server,1,0,rsa_verify_with_sha512,667
server,1,0,ecdsa_verify_with_sha256,23152
client,1,0,dhm_make_public,51813
client,1,0,dhm_calc_secret,47044
server,1,0,parse_client_dh_public,3
client,1,0,ecdsa_sign_with_sha256,11032
server,1,0,dhm_calc_secret,48965
server,1,0,ecdsa_verify_with_sha256,19840
server,1,1,dhm_set_group,3
client,1,1,rsa_verify_with_sha256,440
server,1,1,dhm_make_params,46581
server,1,1,rsa_sign_with_sha512,15521
client,1,1,parse_server_dh_params,9
server,1,1,rsa_verify_with_sha512,551
server,1,1,ecdsa_verify_with_sha256,22342
client,1,1,dhm_make_public,45113
client,1,1,dhm_calc_secret,43828
server,1,1,parse_client_dh_public,3
client,1,1,ecdsa_sign_with_sha256,10259
server,1,1,dhm_calc_secret,44023
server,1,1,ecdsa_verify_with_sha256,21103
server,1,2,dhm_set_group,2
client,1,2,rsa_verify_with_sha256,654
server,1,2,dhm_make_params,45650
server,1,2,rsa_sign_with_sha512,16100
client,1,2,parse_server_dh_params,6
server,1,2,rsa_verify_with_sha512,764
server,1,2,ecdsa_verify_with_sha256,20418
client,1,2,dhm_make_public,44643
client,1,2,dhm_calc_secret,43954
server,1,2,parse_client_dh_public,3
client,1,2,ecdsa_sign_with_sha256,10321
server,1,2,dhm_calc_secret,44069
server,1,2,ecdsa_verify_with_sha256,19872
server,1,3,dhm_set_group,2
client,1,3,rsa_verify_with_sha256,449
server,1,3,dhm_make_params,44305
server,1,3,rsa_sign_with_sha512,15848
client,1,3,parse_server_dh_params,6
server,1,3,rsa_verify_with_sha512,609
server,1,3,ecdsa_verify_with_sha256,20276
client,1,3,dhm_make_public,44176
client,1,3,dhm_calc_secret,44277
server,1,3,parse_client_dh_public,2
client,1,3,ecdsa_sign_with_sha256,10599
server,1,3,dhm_calc_secret,43915
server,1,3,ecdsa_verify_with_sha256,19828
server,1,4,dhm_set_group,3
client,1,4,rsa_verify_with_sha256,443
server,1,4,dhm_make_params,44205
server,1,4,rsa_sign_with_sha512,15488
client,1,4,parse_server_dh_params,11
server,1,4,rsa_verify_with_sha512,603
server,1,4,ecdsa_verify_with_sha256,20074
client,1,4,dhm_make_public,43959
client,1,4,dhm_calc_secret,44165
server,1,4,parse_client_dh_public,3
client,1,4,ecdsa_sign_with_sha256,10287
server,1,4,dhm_calc_secret,44054
server,1,4,ecdsa_verify_with_sha256,19889
server,1,5,dhm_set_group,2
client,1,5,rsa_verify_with_sha256,443
server,1,5,dhm_make_params,44399
server,1,5,rsa_sign_with_sha512,15777
client,1,5,parse_server_dh_params,6
server,1,5,rsa_verify_with_sha512,551
server,1,5,ecdsa_verify_with_sha256,20329
client,1,5,dhm_make_public,44698
client,1,5,dhm_calc_secret,44263
server,1,5,parse_client_dh_public,3
client,1,5,ecdsa_sign_with_sha256,10519
server,1,5,dhm_calc_secret,44160
server,1,5,ecdsa_verify_with_sha256,19860
server,1,6,dhm_set_group,2
client,1,6,rsa_verify_with_sha256,446
server,1,6,dhm_make_params,44645
server,1,6,rsa_sign_with_sha512,15453
client,1,6,parse_server_dh_params,7
server,1,6,rsa_verify_with_sha512,591
server,1,6,ecdsa_verify_with_sha256,20640
client,1,6,dhm_make_public,44328
client,1,6,dhm_calc_secret,44192
server,1,6,parse_client_dh_public,3
client,1,6,ecdsa_sign_with_sha256,10460
server,1,6,dhm_calc_secret,43966
server,1,6,ecdsa_verify_with_sha256,19880
server,1,7,dhm_set_group,2
client,1,7,rsa_verify_with_sha256,440
server,1,7,dhm_make_params,46533
server,1,7,rsa_sign_with_sha512,15100
client,1,7,parse_server_dh_params,6
server,1,7,rsa_verify_with_sha512,636
server,1,7,ecdsa_verify_with_sha256,20071
client,1,7,dhm_make_public,44107
client,1,7,dhm_calc_secret,44815
server,1,7,parse_client_dh_public,3
