msglen,time
1024,223399
1024,213767
1024,208501
1024,214695
1024,214060
1024,213756
1024,220715
1024,213279
1024,222023
1024,211340
1024,216404
1024,207811
1024,207955
1024,205759
1024,205311
1024,209465
1024,207768
1024,215106
1024,209102
1024,212422
1024,208825
1024,207250
1024,205269
1024,204949
1024,207898
