endpoint,data_size,time
client,1048576,181994
server,1048576,181044
server,1048576,180169
client,1048576,184764
server,1048576,181338
client,1048576,182169
server,1048576,179503
client,1048576,180337
server,1048576,178875
client,1048576,179712
server,1048576,178987
client,1048576,179824
server,1048576,179042
client,1048576,179882
server,1048576,180461
client,1048576,181287
server,1048576,181803
client,1048576,182632
server,1048576,178806
client,1048576,179624
server,1048576,178542
client,1048576,179349
server,1048576,180261
client,1048576,181103
server,1048576,178005
client,1048576,178893
server,1048576,179238
client,1048576,180042
server,1048576,180748
client,1048576,181525
server,1048576,178677
client,1048576,179472
server,1048576,178577
client,1048576,179398
server,1048576,180591
client,1048576,181388
server,1048576,179167
client,1048576,179990
server,1048576,178930
client,1048576,179718
server,1048576,179530
client,1048576,180371
server,1048576,178789
client,1048576,179586
server,1048576,180512
client,1048576,181286
server,1048576,178507
client,1048576,179306
server,1048576,181285
client,1048576,182107
server,1048576,180840
client,1048576,181684
server,1048576,178659
client,1048576,179441
server,1048576,177984
client,1048576,178757
server,1048576,181174
client,1048576,181991
server,1048576,180559
client,1048576,181339
server,1048576,180325
client,1048576,181081
server,1048576,179814
client,1048576,180620
server,1048576,178611
client,1048576,179429
server,1048576,178657
client,1048576,179467
server,1048576,179854
client,1048576,180674
server,1048576,178055
client,1048576,178849
server,1048576,181303
client,1048576,182113
server,1048576,180840
client,1048576,181649
server,1048576,179385
client,1048576,180202
server,1048576,180147
client,1048576,180958
server,1048576,179309
client,1048576,180115
server,1048576,179147
client,1048576,179946
server,1048576,178200
client,1048576,179029
server,1048576,179349
client,1048576,180125
server,1048576,179427
client,1048576,180213
server,1048576,179588
client,1048576,180417
server,1048576,180443
client,1048576,181305
server,1048576,179519
client,1048576,180338
server,1048576,179089
client,1048576,179974
server,1048576,180508
client,1048576,181341
server,1048576,180751
client,1048576,181564
server,1048576,180727
client,1048576,181597
server,1048576,179289
client,1048576,180127
server,1048576,178527
client,1048576,179400
server,1048576,178649
client,1048576,179451
server,1048576,179992
client,1048576,180817
server,1048576,178200
client,1048576,179048
server,1048576,180740
client,1048576,181582
server,1048576,181726
client,1048576,182593
server,1048576,180304
client,1048576,181220
server,1048576,179367
client,1048576,180175
server,1048576,180553
client,1048576,181373
server,1048576,181201
client,1048576,182029
server,1048576,179365
client,1048576,180146
server,1048576,180240
client,1048576,181050
server,1048576,179195
client,1048576,180022
server,1048576,180732
client,1048576,181579
server,1048576,180288
client,1048576,181134
server,1048576,181044
client,1048576,181915
server,1048576,180784
client,1048576,181604
