sec_lvl,test_id,operation,cycles,time
1,0,get_ecdh_params_from_cert,10376,3
1,0,ecdh_make_public,62432392,24069
1,0,ecdh_calc_secret,50001944,19275
1,0,sha256_hash_master_secret,0,0
1,0,sha256_hash_key_expansion,0,0
1,0,rsa_sign_with_sha256,194705640,75060
1,1,get_ecdh_params_from_cert,7782,3
1,1,ecdh_make_public,56896796,21933
1,1,ecdh_calc_secret,56554388,21804
1,1,sha256_hash_master_secret,57068,21
1,1,sha256_hash_key_expansion,137482,53
1,1,rsa_sign_with_sha256,161375334,62211
1,2,get_ecdh_params_from_cert,7782,3
1,2,ecdh_make_public,59112072,22788
1,2,ecdh_calc_secret,54448060,20990
1,2,sha256_hash_master_secret,44098,18
1,2,sha256_hash_key_expansion,129700,50
1,2,rsa_sign_with_sha256,158091330,60945
1,3,get_ecdh_params_from_cert,5188,3
1,3,ecdh_make_public,56842322,21914
1,3,ecdh_calc_secret,55464908,21382
1,3,sha256_hash_master_secret,51880,21
1,3,sha256_hash_key_expansion,158234,61
1,3,rsa_sign_with_sha256,156869556,60475
1,4,get_ecdh_params_from_cert,5188,3
1,4,ecdh_make_public,54912386,21169
1,4,ecdh_calc_secret,55877354,21542
1,4,sha256_hash_master_secret,49286,18
1,4,sha256_hash_key_expansion,129700,50
1,4,rsa_sign_with_sha256,160944730,62046
1,5,get_ecdh_params_from_cert,5188,2
1,5,ecdh_make_public,56901984,21937
1,5,ecdh_calc_secret,55161410,21266
1,5,sha256_hash_master_secret,51880,19
1,5,sha256_hash_key_expansion,132294,51
1,5,rsa_sign_with_sha256,159715174,61571
1,6,get_ecdh_params_from_cert,5188,2
1,6,ecdh_make_public,56735968,21872
1,6,ecdh_calc_secret,54606294,21051
1,6,sha256_hash_master_secret,44098,18
1,6,sha256_hash_key_expansion,129700,50
1,6,rsa_sign_with_sha256,158633476,61153
1,7,get_ecdh_params_from_cert,5188,2
1,7,ecdh_make_public,52051204,20065
1,7,ecdh_calc_secret,60180800,23201
1,7,sha256_hash_master_secret,46692,18
1,7,sha256_hash_key_expansion,129700,49
1,7,rsa_sign_with_sha256,160412960,61841
1,8,get_ecdh_params_from_cert,5188,2
1,8,ecdh_make_public,55096560,21239
1,8,ecdh_calc_secret,55947392,21569
1,8,sha256_hash_master_secret,46692,18
1,8,sha256_hash_key_expansion,129700,50
1,8,rsa_sign_with_sha256,161541350,62275
1,9,get_ecdh_params_from_cert,7782,3
1,9,ecdh_make_public,56282018,21697
1,9,ecdh_calc_secret,54427308,20982
1,9,sha256_hash_master_secret,46692,18
1,9,sha256_hash_key_expansion,132294,51
1,9,rsa_sign_with_sha256,160420742,61844
1,10,get_ecdh_params_from_cert,5188,2
1,10,ecdh_make_public,56665930,21845
1,10,ecdh_calc_secret,54946108,21182
1,10,sha256_hash_master_secret,44098,18
1,10,sha256_hash_key_expansion,129700,50
1,10,rsa_sign_with_sha256,160672360,61942
1,11,get_ecdh_params_from_cert,5188,2
1,11,ecdh_make_public,57013526,21980
1,11,ecdh_calc_secret,55501224,21397
1,11,sha256_hash_master_secret,49286,20
1,11,sha256_hash_key_expansion,132294,52
1,11,rsa_sign_with_sha256,159528406,61500
1,12,get_ecdh_params_from_cert,5188,2
1,12,ecdh_make_public,56806006,21901
1,12,ecdh_calc_secret,55327426,21330
1,12,sha256_hash_master_secret,44098,18
1,12,sha256_hash_key_expansion,129700,50
1,12,rsa_sign_with_sha256,161357176,62204
1,13,get_ecdh_params_from_cert,7782,2
1,13,ecdh_make_public,55610172,21439
1,13,ecdh_calc_secret,55228854,21292
1,13,sha256_hash_master_secret,46692,17
1,13,sha256_hash_key_expansion,129700,50
1,13,rsa_sign_with_sha256,158262534,61011
1,14,get_ecdh_params_from_cert,5188,2
1,14,ecdh_make_public,56206792,21669
1,14,ecdh_calc_secret,53633544,20675
1,14,sha256_hash_master_secret,0,0
1,14,sha256_hash_key_expansion,0,0
1,14,rsa_sign_with_sha256,156869556,60474
1,15,get_ecdh_params_from_cert,5188,2
1,15,ecdh_make_public,56206792,21670
1,15,ecdh_calc_secret,54274262,20945
1,15,sha256_hash_master_secret,72632,29
1,15,sha256_hash_key_expansion,160828,62
1,15,rsa_sign_with_sha256,159300134,61411
1,16,get_ecdh_params_from_cert,5188,3
1,16,ecdh_make_public,55413028,21363
1,16,ecdh_calc_secret,54289826,20929
1,16,sha256_hash_master_secret,46692,17
1,16,sha256_hash_key_expansion,129700,50
1,16,rsa_sign_with_sha256,160965482,62054
1,17,get_ecdh_params_from_cert,5188,3
1,17,ecdh_make_public,55667240,21461
1,17,ecdh_calc_secret,55153628,21262
1,17,sha256_hash_master_secret,49286,19
1,17,sha256_hash_key_expansion,153046,60
1,17,rsa_sign_with_sha256,159813746,61609
1,18,get_ecdh_params_from_cert,5188,3
1,18,ecdh_make_public,56639990,21836
1,18,ecdh_calc_secret,55153628,21263
1,18,sha256_hash_master_secret,46692,18
1,18,sha256_hash_key_expansion,160828,63
1,18,rsa_sign_with_sha256,161035520,62080
1,19,get_ecdh_params_from_cert,5188,2
1,19,ecdh_make_public,56287206,21700
1,19,ecdh_calc_secret,54767122,21114
1,19,sha256_hash_master_secret,46692,17
1,19,sha256_hash_key_expansion,129700,49
1,19,rsa_sign_with_sha256,162397370,62606
1,20,get_ecdh_params_from_cert,7782,2
1,20,ecdh_make_public,56292394,21702
1,20,ecdh_calc_secret,55825474,21522
1,20,sha256_hash_master_secret,51880,19
1,20,sha256_hash_key_expansion,132294,51
1,20,rsa_sign_with_sha256,159165246,61360
1,21,get_ecdh_params_from_cert,7782,2
1,21,ecdh_make_public,55864384,21538
1,21,ecdh_calc_secret,54448060,20991
1,21,sha256_hash_master_secret,49286,18
1,21,sha256_hash_key_expansion,132294,51
1,21,rsa_sign_with_sha256,160734616,61966
1,22,get_ecdh_params_from_cert,31128,11
1,22,ecdh_make_public,56022618,21598
1,22,ecdh_calc_secret,55285922,21314
1,22,sha256_hash_master_secret,49286,19
