endpoint,data_size,time
client,1048576,187407
server,1048576,186733
server,1048576,187588
client,1048576,193415
server,1048576,186261
client,1048576,186846
server,1048576,189990
client,1048576,190603
server,1048576,185240
client,1048576,185804
server,1048576,186038
client,1048576,186575
server,1048576,185573
client,1048576,186321
server,1048576,185738
client,1048576,186326
server,1048576,187982
client,1048576,188522
server,1048576,185572
client,1048576,186161
server,1048576,185677
client,1048576,186223
server,1048576,187322
client,1048576,187903
server,1048576,187801
client,1048576,188322
server,1048576,186593
client,1048576,187201
server,1048576,186991
client,1048576,187618
server,1048576,187107
client,1048576,187654
server,1048576,186293
client,1048576,186853
server,1048576,186803
client,1048576,187376
server,1048576,188453
client,1048576,189007
server,1048576,186425
client,1048576,187159
server,1048576,186956
client,1048576,187485
server,1048576,186687
client,1048576,187254
server,1048576,187146
client,1048576,187666
server,1048576,188283
client,1048576,188802
server,1048576,187067
client,1048576,187589
server,1048576,188659
client,1048576,189202
server,1048576,186208
client,1048576,186731
server,1048576,187340
client,1048576,187931
server,1048576,187446
client,1048576,188009
server,1048576,186467
client,1048576,186992
server,1048576,185792
client,1048576,186377
server,1048576,186792
client,1048576,187354
server,1048576,188866
client,1048576,189502
server,1048576,184647
client,1048576,185166
server,1048576,186556
client,1048576,187126
server,1048576,185779
client,1048576,186328
server,1048576,186719
client,1048576,187288
server,1048576,186876
client,1048576,187432
server,1048576,189511
client,1048576,190035
server,1048576,187779
client,1048576,188300
server,1048576,186457
client,1048576,186990
server,1048576,187436
client,1048576,188078
server,1048576,186397
client,1048576,187075
server,1048576,186825
client,1048576,187425
server,1048576,187752
client,1048576,188288
server,1048576,186642
client,1048576,187301
server,1048576,188811
client,1048576,189367
server,1048576,187642
client,1048576,188153
server,1048576,188156
client,1048576,188714
server,1048576,185430
client,1048576,185933
server,1048576,185855
client,1048576,186459
server,1048576,186321
client,1048576,186913
server,1048576,186069
client,1048576,186719
server,1048576,187671
client,1048576,188228
server,1048576,188169
client,1048576,188797
server,1048576,186403
client,1048576,187026
server,1048576,186821
client,1048576,187411
server,1048576,185244
client,1048576,185812
server,1048576,186423
client,1048576,186981
server,1048576,186741
