sec_lvl,test_id,operation,time
1,0,rsa_encrypt,843
1,0,sha256_hash_master_secret,19
1,0,sha256_hash_key_expansion,55
1,0,rsa_sign_with_sha256,21575
1,1,rsa_encrypt,812
1,1,sha256_hash_master_secret,21
1,1,sha256_hash_key_expansion,55
1,1,rsa_sign_with_sha256,16044
1,2,rsa_encrypt,861
1,2,sha256_hash_master_secret,20
1,2,sha256_hash_key_expansion,55
1,2,rsa_sign_with_sha256,17475
1,3,rsa_encrypt,841
1,3,sha256_hash_master_secret,19
1,3,sha256_hash_key_expansion,55
1,3,rsa_sign_with_sha256,16229
1,4,rsa_encrypt,821
1,4,sha256_hash_master_secret,23
1,4,sha256_hash_key_expansion,54
1,4,rsa_sign_with_sha256,16313
1,5,rsa_encrypt,851
1,5,sha256_hash_master_secret,34
1,5,sha256_hash_key_expansion,63
1,5,rsa_sign_with_sha256,16445
1,6,rsa_encrypt,837
1,6,sha256_hash_master_secret,21
1,6,sha256_hash_key_expansion,56
1,6,rsa_sign_with_sha256,16159
1,7,rsa_encrypt,870
1,7,sha256_hash_master_secret,19
1,7,sha256_hash_key_expansion,56
1,7,rsa_sign_with_sha256,19678
1,8,rsa_encrypt,1038
1,8,sha256_hash_master_secret,21
1,8,sha256_hash_key_expansion,59
1,8,rsa_sign_with_sha256,23619
1,9,rsa_encrypt,1235
1,9,sha256_hash_master_secret,34
1,9,sha256_hash_key_expansion,99
1,9,rsa_sign_with_sha256,18995
1,10,rsa_encrypt,797
1,10,sha256_hash_master_secret,19
1,10,sha256_hash_key_expansion,55
1,10,rsa_sign_with_sha256,16890
1,11,rsa_encrypt,940
1,11,sha256_hash_master_secret,21
1,11,sha256_hash_key_expansion,57
1,11,rsa_sign_with_sha256,19239
1,12,rsa_encrypt,827
1,12,sha256_hash_master_secret,20
1,12,sha256_hash_key_expansion,55
1,12,rsa_sign_with_sha256,16158
1,13,rsa_encrypt,1260
1,13,sha256_hash_master_secret,35
1,13,sha256_hash_key_expansion,104
1,13,rsa_sign_with_sha256,20233
1,14,rsa_encrypt,832
1,14,sha256_hash_master_secret,20
1,14,sha256_hash_key_expansion,55
1,14,rsa_sign_with_sha256,15857
1,15,rsa_encrypt,970
1,15,sha256_hash_master_secret,19
1,15,sha256_hash_key_expansion,55
1,15,rsa_sign_with_sha256,21949
1,16,rsa_encrypt,1297
1,16,sha256_hash_master_secret,34
1,16,sha256_hash_key_expansion,105
1,16,rsa_sign_with_sha256,22119
1,17,rsa_encrypt,1043
1,17,sha256_hash_master_secret,21
1,17,sha256_hash_key_expansion,55
1,17,rsa_sign_with_sha256,20205
1,18,rsa_encrypt,938
1,18,sha256_hash_master_secret,21
1,18,sha256_hash_key_expansion,69
1,18,rsa_sign_with_sha256,16229
1,19,rsa_encrypt,821
1,19,sha256_hash_master_secret,20
1,19,sha256_hash_key_expansion,54
1,19,rsa_sign_with_sha256,16263
2,0,rsa_encrypt,1741
2,0,sha256_hash_master_secret,20
2,0,sha256_hash_key_expansion,56
2,0,rsa_sign_with_sha256,69284
2,1,rsa_encrypt,2355
2,1,sha256_hash_master_secret,35
2,1,sha256_hash_key_expansion,102
2,1,rsa_sign_with_sha256,57076
2,2,rsa_encrypt,1820
2,2,sha256_hash_master_secret,40
2,2,sha256_hash_key_expansion,91
2,2,rsa_sign_with_sha256,48446
2,3,rsa_encrypt,1936
2,3,sha256_hash_master_secret,35
2,3,sha256_hash_key_expansion,98
2,3,rsa_sign_with_sha256,63991
2,4,rsa_encrypt,2393
2,4,sha256_hash_master_secret,34
2,4,sha256_hash_key_expansion,99
2,4,rsa_sign_with_sha256,66670
2,5,rsa_encrypt,1562
2,5,sha256_hash_master_secret,20
2,5,sha256_hash_key_expansion,55
2,5,rsa_sign_with_sha256,57886
2,6,rsa_encrypt,1597
2,6,sha256_hash_master_secret,23
2,6,sha256_hash_key_expansion,55
2,6,rsa_sign_with_sha256,47714
2,7,rsa_encrypt,1571
2,7,sha256_hash_master_secret,24
2,7,sha256_hash_key_expansion,55
2,7,rsa_sign_with_sha256,50465
2,8,rsa_encrypt,2347
2,8,sha256_hash_master_secret,35
2,8,sha256_hash_key_expansion,99
2,8,rsa_sign_with_sha256,61651
2,9,rsa_encrypt,1567
2,9,sha256_hash_master_secret,20
2,9,sha256_hash_key_expansion,55
2,9,rsa_sign_with_sha256,46837
2,10,rsa_encrypt,1575
2,10,sha256_hash_master_secret,20
2,10,sha256_hash_key_expansion,63
2,10,rsa_sign_with_sha256,49750
2,11,rsa_encrypt,1764
2,11,sha256_hash_master_secret,31
2,11,sha256_hash_key_expansion,94
2,11,rsa_sign_with_sha256,53590
2,12,rsa_encrypt,1632
2,12,sha256_hash_master_secret,20
2,12,sha256_hash_key_expansion,55
2,12,rsa_sign_with_sha256,62351
2,13,rsa_encrypt,1651
2,13,sha256_hash_master_secret,20
2,13,sha256_hash_key_expansion,63
