endpoint,min_input,max_input,cycles,time
server,32,8192,295970206,114132
client,32,8192,1383565161,533577
server,32,8192,472439414,182199
client,32,8192,1105419237,426308
server,32,8192,237762542,91696
client,32,8192,977825486,377102
server,32,8192,257663817,99370
client,32,8192,936316742,361095
server,32,8192,317520629,122455
client,32,8192,931587110,359270
server,32,8192,234339782,90376
client,32,8192,944673981,364316
server,32,8192,269220818,103826
client,32,8192,933814497,360129
server,32,8192,305188321,117698
client,32,8192,990948659,382163
server,32,8192,128545382,49575
client,32,8192,953352752,367663
server,32,8192,297035929,114553
client,32,8192,1001668121,386297
server,32,8192,119265035,45996
client,32,8192,927544623,357711
server,32,8192,278101843,107251
client,32,8192,1097788038,423365
server,32,8192,515659538,198866
client,32,8192,1133701088,437216
server,32,8192,484818396,186973
client,32,8192,1116102397,430428
server,32,8192,482956622,186254
client,32,8192,575083319,221783
server,32,8192,299242572,115405
client,32,8192,543051990,209430
server,32,8192,283796071,109447
client,32,8192,921705187,355459
server,32,8192,277969600,107200
client,32,8192,539395860,208021
server,32,8192,269283050,103850
client,32,8192,897538427,346139
server,32,8192,257090764,99149
client,32,8192,933498151,360008
server,32,8192,274440527,105840
client,32,8192,916622907,353499
server,32,8192,278768244,107510
client,32,8192,891807897,343929
server,32,8192,319102359,123064
client,32,8192,542478937,209210
server,32,8192,293657250,113251
client,32,8192,537298123,207212
server,32,8192,293981375,113376
client,32,8192,908242331,350267
server,32,8192,316084107,121899
client,32,8192,545492003,210371
server,32,8192,284299113,109641
client,32,8192,598866315,230955
server,32,8192,282426967,108920
client,32,8192,913871734,352439
server,32,8192,283645677,109389
client,32,8192,567392481,218818
server,32,8192,261052868,100676
client,32,8192,897574729,346153
server,32,8192,265811023,102511
client,32,8192,937628800,361600
server,32,8192,275332519,106183
client,32,8192,544659650,210050
server,32,8192,268891507,103699
client,32,8192,907565558,350006
server,32,8192,260985450,100650
client,32,8192,921515898,355386
server,32,8192,266161078,102647
client,32,8192,911162049,351394
server,32,8192,329368046,127022
client,32,8192,1043392084,402388
server,32,8192,278070727,107239
client,32,8192,623536117,240469
server,32,8192,318827501,122958
client,32,8192,536795081,207026
server,32,8192,281589428,108596
client,32,8192,570724486,220102
server,32,8192,276411207,106599
client,32,8192,917953116,354012
server,32,8192,370723803,142971
client,32,8192,564267916,217612
server,32,8192,258335404,99628
client,32,8192,937055747,361379
server,32,8192,307057874,118410
client,32,8192,627500814,241998
server,32,8192,270138740,104180
client,32,8192,908027112,350184
server,32,8192,298970307,115299
client,32,8192,622094409,239913
server,32,8192,283645677,109390
client,32,8192,917123356,353693
server,32,8192,282019866,108763
client,32,8192,550893222,212455
server,32,8192,257510830,99312
client,32,8192,920942845,355165
server,32,8192,271896794,104858
client,32,8192,535820113,206641
server,32,8192,265212040,102280
client,32,8192,901798726,347782
server,32,8192,295939090,114131
client,32,8192,545201587,210259
server,32,8192,293550937,113209
client,32,8192,1078104575,415775
server,32,8192,479365317,184871
client,32,8192,1240514537,478409
server,32,8192,456279838,175966
client,32,8192,1156415768,445976
server,32,8192,487058748,187836
client,32,8192,1175697316,453412
server,32,8192,524732445,202366
client,32,8192,1185758156,457292
