endpoint,operation,data_size,time
client,encrypt,80,5
server,decrypt,80,5
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,5
server,decrypt,80,6
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,6
server,decrypt,80,8
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,5
server,decrypt,80,9
server,encrypt,80,5
client,decrypt,80,8
client,encrypt,80,5
server,decrypt,80,5
server,encrypt,80,8
client,decrypt,80,6
client,encrypt,80,6
server,decrypt,80,6
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,5
server,decrypt,80,6
server,encrypt,80,6
client,decrypt,80,6
client,encrypt,80,6
server,decrypt,80,7
server,encrypt,80,5
client,decrypt,80,6
client,encrypt,80,6
server,decrypt,80,5
server,encrypt,80,5
client,decrypt,80,5
client,encrypt,80,5
server,decrypt,80,17
server,encrypt,80,6
client,decrypt,80,6
client,encrypt,80,6
server,decrypt,80,5
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,6
server,decrypt,80,5
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,6
server,decrypt,80,6
server,encrypt,80,6
client,decrypt,80,6
client,encrypt,80,6
server,decrypt,80,6
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,6
server,decrypt,80,9
server,encrypt,80,6
client,decrypt,80,6
client,encrypt,80,7
server,decrypt,80,5
server,encrypt,80,6
client,decrypt,80,8
client,encrypt,80,10
server,decrypt,80,8
server,encrypt,80,9
client,decrypt,80,8
client,encrypt,80,15
server,decrypt,80,6
server,encrypt,80,5
client,decrypt,80,10
client,encrypt,80,8
server,decrypt,80,8
server,encrypt,80,9
client,decrypt,80,8
client,encrypt,80,9
server,decrypt,80,8
server,encrypt,80,7
client,decrypt,80,140
client,encrypt,80,9
server,decrypt,80,6
server,encrypt,80,6
client,decrypt,80,8
client,encrypt,80,6
server,decrypt,80,8
server,encrypt,80,6
client,decrypt,80,6
client,encrypt,80,5
server,decrypt,80,28
server,encrypt,80,17
client,decrypt,80,6
client,encrypt,80,18
server,decrypt,80,9
server,encrypt,80,6
client,decrypt,80,17
client,encrypt,80,13
server,decrypt,80,6
server,encrypt,80,7
client,decrypt,80,8
client,encrypt,80,5
server,decrypt,80,7
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,6
server,decrypt,80,6
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,6
server,decrypt,80,6
server,encrypt,80,5
client,decrypt,80,6
client,encrypt,80,6
server,decrypt,80,5
server,encrypt,80,5
client,decrypt,80,10
client,encrypt,80,5
server,decrypt,80,6
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,6
server,decrypt,80,5
server,encrypt,80,6
client,decrypt,80,6
client,encrypt,80,5
server,decrypt,80,5
server,encrypt,80,5
client,decrypt,80,6
client,encrypt,80,6
server,decrypt,80,5
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,5
server,decrypt,80,6
server,encrypt,80,6
client,decrypt,80,6
client,encrypt,80,6
server,decrypt,80,5
server,encrypt,80,6
client,decrypt,80,5
client,encrypt,80,6
server,decrypt,80,5
