endpoint,operation,msglen,time
client,encrypt,4096,166
server,decrypt,4096,124
server,encrypt,4096,112
client,decrypt,4096,147
client,encrypt,4096,110
server,decrypt,4096,110
server,encrypt,4096,112
client,decrypt,4096,109
client,encrypt,4096,119
server,decrypt,4096,119
server,encrypt,4096,110
client,decrypt,4096,112
client,encrypt,4096,110
server,decrypt,4096,110
server,encrypt,4096,139
client,decrypt,4096,147
client,encrypt,4096,111
server,decrypt,4096,129
server,encrypt,4096,112
client,decrypt,4096,110
client,encrypt,8192,235
server,decrypt,8192,216
server,encrypt,8192,245
client,decrypt,8192,262
client,encrypt,8192,217
server,decrypt,8192,218
server,encrypt,8192,241
client,decrypt,8192,213
client,encrypt,8192,221
server,decrypt,8192,283
server,encrypt,8192,218
client,decrypt,8192,308
client,encrypt,8192,254
server,decrypt,8192,215
server,encrypt,8192,245
client,decrypt,8192,326
client,encrypt,8192,256
server,decrypt,8192,315
server,encrypt,8192,258
client,decrypt,8192,213
client,encrypt,16384,563
server,decrypt,16384,590
server,encrypt,16384,458
client,decrypt,16384,444
client,encrypt,16384,455
server,decrypt,16384,531
server,encrypt,16384,454
client,decrypt,16384,440
client,encrypt,16384,500
server,decrypt,16384,457
server,encrypt,16384,431
client,decrypt,16384,427
client,encrypt,16384,433
server,decrypt,16384,433
server,encrypt,16384,464
client,decrypt,16384,426
client,encrypt,16384,424
server,decrypt,16384,436
server,encrypt,16384,439
client,decrypt,16384,502
