sec_lvl,test_id,cycles,time
1,0,20752,7
1,0,0,1
1,0,116730,44
1,0,2594,1
1,0,121235778,46738
1,0,5188,2
1,0,7782,2
1,0,113235882,43652
1,0,72722790,28035
1,0,5188,2
1,1,23346,8
1,1,2594,1
1,1,10376,3
1,1,0,1
1,1,110278722,42512
1,1,0,0
1,1,0,0
1,1,113427838,43727
1,1,59773542,23042
1,1,5188,1
1,2,20752,8
1,2,2594,1
1,2,7782,4
1,2,2594,1
1,2,113142498,43617
1,2,2594,1
1,2,2594,1
1,2,110945380,42769
1,2,57991464,22355
1,2,2594,0
1,3,15564,6
1,3,2594,1
1,3,7782,3
1,3,2594,1
1,3,113666486,43818
1,3,2594,1
1,3,5188,1
1,3,111251472,42888
1,3,56502508,21782
1,3,2594,1
1,4,18158,7
1,4,2594,0
1,4,10376,3
1,4,2594,1
1,4,108628938,41876
1,4,0,0
1,4,0,0
1,4,117274740,45211
1,4,56837134,21910
1,4,0,1
1,5,18158,6
1,5,2594,1
1,5,10376,3
1,5,2594,1
1,5,112398020,43330
1,5,2594,1
1,5,2594,1
1,5,112522532,43378
1,5,56764502,21882
1,5,2594,1
1,6,15564,7
1,6,0,1
1,6,7782,3
1,6,2594,1
1,6,112312418,43297
1,6,2594,1
1,6,2594,1
1,6,113176220,43630
1,6,56339086,21718
1,6,2594,1
1,7,18158,6
1,7,2594,0
1,7,10376,3
1,7,2594,1
1,7,112034860,43189
1,7,2594,0
1,7,2594,1
1,7,111342262,42922
1,7,57293678,22086
1,7,2594,0
1,8,18158,7
1,8,2594,1
1,8,10376,3
1,8,2594,1
1,8,111798806,43099
1,8,2594,1
1,8,2594,1
1,8,112890880,43519
1,8,56920142,21942
1,8,2594,1
1,9,15564,6
1,9,2594,1
1,9,7782,2
1,9,2594,0
1,9,112029672,43187
1,9,2594,1
1,9,2594,1
1,9,112058206,43198
1,9,56899390,21935
1,9,2594,1
1,10,18158,6
1,10,2594,1
1,10,7782,3
1,10,2594,1
1,10,112133432,43228
1,10,2594,1
1,10,2594,1
1,10,112504374,43370
1,10,57547890,22185
1,10,2594,1
1,11,18158,6
1,11,2594,0
1,11,10376,3
1,11,2594,1
1,11,112024484,43186
1,11,2594,1
1,11,2594,1
1,11,113762464,43855
1,11,57249580,22070
1,11,5188,1
1,12,18158,6
1,12,2594,1
1,12,7782,3
1,12,0,1
1,12,112182718,43246
1,12,0,1
1,12,5188,1
1,12,112595164,43405
1,12,57643868,22222
1,12,2594,0
1,13,18158,6
1,13,2594,0
1,13,10376,3
1,13,2594,0
1,13,112979076,43553
1,13,2594,1
1,13,2594,1
1,13,113111370,43604
1,13,58442820,22530
1,13,5188,1
1,14,18158,6
1,14,2594,0
1,14,7782,3
1,14,2594,1
1,14,112068582,43202
1,14,0,1
1,14,2594,1
1,14,111949258,43156
1,14,57527138,22176
1,14,5188,1
1,15,18158,6
1,15,0,1
1,15,10376,3
1,15,2594,1
1,15,112060800,43200
1,15,2594,0
1,15,5188,1
1,15,110862372,42738
1,15,57680184,22237
1,15,2594,1
1,16,18158,6
1,16,0,1
1,16,10376,3
1,16,2594,1
1,16,111536812,42997
1,16,2594,1
1,16,2594,1
1,16,114193068,44021
1,16,56774878,21887
1,16,2594,1
1,17,15564,6
1,17,2594,0
1,17,7782,3
1,17,2594,0
1,17,112382456,43323
1,17,2594,0
1,17,2594,1
1,17,111601662,43022
1,17,57555672,22189
1,17,2594,0
1,18,18158,6
1,18,2594,0
1,18,7782,2
1,18,2594,1
1,18,113178814,43630
1,18,2594,0
1,18,2594,1
1,18,112665202,43432
1,18,56665930,21845
1,18,0,1
1,19,18158,6
1,19,0,1
1,19,10376,3
1,19,2594,1
1,19,112198282,43252
1,19,2594,1
1,19,2594,1
1,19,112045236,43194
1,19,56730780,21869
1,19,0,1
1,20,18158,6
1,20,0,1
1,20,7782,3
1,20,2594,0
1,20,112597758,43407
1,20,2594,0
1,20,5188,1
1,20,112683360,43440
1,20,57223640,22060
1,20,2594,1
1,21,15564,7
1,21,2594,1
1,21,10376,3
1,21,2594,0
1,21,112073770,43205
1,21,2594,1
1,21,2594,1
1,21,112779338,43476
1,21,57903268,22323
1,21,0,1
1,22,20752,8
1,22,2594,1
1,22,12970,4
1,22,2594,1
1,22,110722296,42683
1,22,0,0
1,22,0,0
1,22,112219034,43262
1,22,57794320,22279
1,22,2594,0
1,23,15564,7
1,23,2594,1
1,23,10376,3
1,23,2594,1
1,23,116330524,44845
1,23,2594,0
1,23,2594,1
1,23,113342236,43693
1,23,57527138,22177
1,23,5188,1
1,24,18158,6
1,24,2594,1
1,24,10376,3
1,24,2594,1
1,24,112219034,43260
1,24,2594,0
1,24,2594,2
1,24,111868844,43125
1,24,52266506,20149
1,24,0,0
1,25,41504,15
1,25,2594,1
1,25,7782,2
1,25,2594,0
1,25,111967416,43163
1,25,2594,1
1,25,2594,1
1,25,113663892,43817
1,25,57732064,22256
1,25,2594,1
1,26,18158,6
1,26,2594,1
1,26,7782,3
1,26,2594,1
1,26,113567914,43780
1,26,2594,0
1,26,2594,1
1,26,111461586,42968
1,26,57205482,22052
1,26,5188,1
1,27,18158,6
1,27,2594,1
1,27,7782,2
1,27,2594,1
1,27,112065988,43201
1,27,2594,0
1,27,2594,1
1,27,110963538,42777
1,27,57420784,22136
1,27,2594,1
1,28,15564,6
1,28,2594,0
1,28,10376,3
1,28,2594,1
1,28,112416178,43337
1,28,2594,1
1,28,2594,1
1,28,111370796,42933
1,28,56795630,21896
1,28,5188,1
1,29,15564,7
1,29,5188,1
1,29,7782,3
1,29,2594,1
1,29,111897378,43136
1,29,2594,0
1,29,2594,1
1,29,112117868,43221
1,29,56751532,21878
1,29,2594,1
1,30,290528,112
1,30,5188,1
1,30,7782,3
1,30,0,1
1,30,111842904,43116
1,30,2594,1
1,30,5188,1
1,30,113100994,43600
1,30,57236610,22065
1,30,2594,1
1,31,15564,6
1,31,2594,1
1,31,7782,3
1,31,2594,1
1,31,111814370,43104
1,31,2594,1
1,31,2594,1
1,31,111435646,42958
1,31,57576424,22196
1,31,0,1
1,32,15564,6
1,32,2594,0
1,32,10376,3
1,32,2594,1
1,32,104916924,40445
1,32,0,0
1,32,0,0
1,32,121178710,46716
1,32,56966834,21960
1,32,2594,0
1,33,15564,7
1,33,2594,1
1,33,7782,2
1,33,5188,1
1,33,111910348,43141
1,33,0,1
1,33,5188,1
1,33,112781932,43477
1,33,56650366,21838
1,33,0,1
1,34,18158,7
1,34,2594,1
1,34,7782,3
1,34,2594,1
1,34,112094522,43212
1,34,2594,1
1,34,2594,1
1,34,111573128,43011
1,34,57055030,21995
1,34,2594,1
1,35,18158,6
1,35,2594,0
1,35,7782,3
1,35,2594,1
1,35,112514750,43375
1,35,2594,1
1,35,2594,1
1,35,106997312,41247
1,35,60940842,23493
1,35,2594,0
1,36,18158,6
1,36,2594,0
1,36,7782,3
1,36,2594,0
1,36,111861062,43122
1,36,2594,1
1,36,2594,1
1,36,112693736,43444
1,36,57597176,22203
1,36,5188,1
1,37,18158,6
1,37,0,1
1,37,7782,3
1,37,2594,1
1,37,110722296,42683
1,37,0,0
1,37,0,0
1,37,112309824,43296
1,37,57693154,22241
1,37,2594,0
1,38,18158,6
1,38,2594,0
1,38,7782,3
1,38,5188,1
1,38,112343546,43309
1,38,2594,1
1,38,2594,1
1,38,113438214,43731
1,38,53016172,20437
1,38,0,0
1,39,18158,6
1,39,2594,1
1,39,7782,3
1,39,2594,1
1,39,112374674,43321
1,39,2594,1
1,39,2594,1
1,39,111124366,42838
1,39,57031684,21986
1,39,0,1
2,0,18158,6
2,0,2594,1
2,0,7782,2
2,0,2594,1
2,0,151704902,58482
2,0,5188,1
2,0,5188,2
2,0,163297488,62951
2,0,72844708,28081
2,0,2594,1
2,1,33722,11
2,1,2594,1
2,1,12970,4
2,1,5188,1
2,1,150190006,57898
2,1,2594,1
2,1,5188,1
2,1,158591972,61138
2,1,93752348,36141
2,1,2594,1
2,2,23346,8
2,2,2594,1
2,2,10376,3
2,2,2594,1
2,2,171375204,66066
2,2,2594,0
2,2,5188,1
2,2,146610286,56519
2,2,80232420,30930
2,2,5188,1
2,3,31128,12
2,3,2594,1
2,3,12970,5
2,3,5188,1
2,3,141666122,54612
2,3,2594,1
2,3,2594,1
2,3,138441780,53369
2,3,70294806,27098
2,3,2594,1
2,4,15564,7
2,4,2594,1
2,4,7782,3
2,4,2594,1
2,4,140838636,54293
2,4,2594,0
2,4,2594,2
2,4,136963200,52799
2,4,70473792,27167
2,4,5188,1
2,5,18158,6
2,5,2594,1
2,5,10376,3
2,5,2594,0
2,5,158856560,61238
2,5,0,0
2,5,0,0
2,5,165881112,63949
2,5,74655320,28779
2,5,2594,1
2,6,23346,8
2,6,2594,1
2,6,10376,3
2,6,2594,1
2,6,139352274,53720
2,6,2594,1
2,6,2594,1
2,6,137004704,52816
2,6,71015938,27376
2,6,2594,0
2,7,18158,6
2,7,0,1
2,7,7782,3
2,7,2594,0
2,7,138335426,53329
2,7,2594,0
2,7,2594,1
2,7,138096778,53236
2,7,70224768,27071
2,7,2594,1
2,8,23346,8
2,8,2594,0
2,8,10376,3
2,8,5188,1
2,8,154768416,59663
2,8,2594,1
2,8,5188,1
2,8,143448200,55299
2,8,71659250,27624
2,8,2594,0
2,9,18158,6
2,9,2594,1
2,9,7782,4
2,9,2594,0
2,9,139904796,53933
2,9,2594,1
2,9,2594,1
2,9,136327670,52555
2,9,70637214,27231
2,9,2594,0
2,10,41504,16
2,10,2594,0
2,10,7782,4
2,10,2594,1
2,10,137635046,53058
2,10,2594,0
2,10,2594,1
2,10,137565008,53031
2,10,70458228,27161
2,10,5188,1
2,11,18158,6
2,11,2594,1
2,11,7782,3
2,11,2594,1
2,11,138986520,53579
2,11,0,0
2,11,0,0
2,11,140299084,54086
2,11,70938118,27346
2,11,5188,1
2,12,15564,6
2,12,0,1
2,12,7782,3
2,12,2594,1
2,12,140187542,54043
2,12,2594,1
2,12,2594,1
2,12,138649300,53449
2,12,69934240,26960
2,12,5188,1
2,13,18158,6
2,13,2594,1
2,13,10376,3
2,13,2594,1
2,13,138335426,53328
2,13,2594,1
2,13,2594,1
2,13,137139592,52867
2,13,70901802,27332
2,13,2594,1
2,14,18158,6
2,14,2594,1
2,14,7782,2
2,14,2594,0
2,14,139777690,53884
2,14,2594,1
2,14,2594,2
2,14,138906106,53548
2,14,70811012,27297
2,14,5188,1
2,15,18158,6
2,15,2594,1
2,15,7782,3
2,15,2594,1
2,15,139318552,53707
2,15,2594,1
2,15,2594,1
2,15,139111032,53627
2,15,70709846,27258
2,15,5188,1
2,16,18158,7
2,16,2594,0
2,16,7782,3
2,16,2594,1
2,16,139935924,53947
2,16,2594,1
2,16,2594,1
2,16,137461248,52991
2,16,70357062,27122
2,16,0,0
2,17,409852,7
2,17,5188,1
2,17,7782,3
2,17,2594,1
2,17,139694682,53852
2,17,2594,1
2,17,2594,1
2,17,138584450,53424
2,17,69910894,26950
2,17,2594,0
2,18,18158,6
2,18,2594,0
2,18,7782,3
2,18,2594,1
2,18,141194014,54430
2,18,2594,1
2,18,5188,1
2,18,136994328,52811
2,18,70611274,27220
2,18,2594,1
2,19,15564,7
2,19,0,1
2,19,10376,3
2,19,5188,1
2,19,139723216,53863
2,19,2594,0
2,19,2594,1
2,19,136615604,52665
2,19,72043162,27772
2,19,2594,1
2,20,18158,6
2,20,2594,1
2,20,7782,3
2,20,2594,1
2,20,138304298,53316
2,20,2594,0
2,20,2594,1
2,20,137743994,53100
2,20,70857704,27315
2,20,2594,0
2,21,18158,6
2,21,2594,0
2,21,7782,2
2,21,2594,1
2,21,139318552,53708
2,21,2594,1
2,21,2594,1
2,21,138937234,53560
2,21,70229956,27073
2,21,2594,1
2,22,15564,7
2,22,0,1
2,22,7782,2
2,22,2594,1
2,22,139116220,53629
2,22,2594,1
2,22,2594,1
2,22,136384738,52576
2,22,70351874,27120
2,22,2594,0
2,23,18158,7
2,23,2594,1
2,23,10376,3
2,23,2594,1
2,23,140475476,54153
2,23,0,1
2,23,0,1
2,23,137775122,53112
2,23,70572364,27205
2,23,2594,1
2,24,15564,6
2,24,0,1
2,24,10376,3
2,24,2594,1
2,24,139243326,53679
2,24,2594,1
2,24,2594,1
2,24,136828312,52747
2,24,70598304,27215
2,24,2594,1
2,25,20752,7
2,25,2594,1
2,25,10376,3
2,25,2594,0
2,25,139435282,53752
2,25,2594,0
2,25,2594,1
2,25,137681738,53076
2,25,72621624,27995
2,25,2594,0
2,26,18158,6
2,26,2594,1
2,26,10376,3
2,26,0,1
2,26,138511818,53396
2,26,2594,1
2,26,5188,1
2,26,139526072,53787
2,26,70964058,27357
2,26,5188,1
2,27,18158,8
2,27,5188,1
2,27,10376,3
2,27,2594,1
2,27,138104560,53240
2,27,2594,1
2,27,2594,1
2,27,137520910,53014
2,27,70530860,27189
2,27,5188,1
2,28,18158,6
2,28,2594,1
2,28,7782,3
2,28,0,1
2,28,138623360,53440
2,28,2594,0
2,28,2594,1
2,28,141038374,54370
2,28,71464700,27549
2,28,5188,1
2,29,15564,6
2,29,2594,1
2,29,7782,3
2,29,2594,0
2,29,139463816,53763
2,29,2594,1
2,29,2594,1
2,29,139907390,53935
2,29,74699418,28796
2,29,5188,0
2,30,15564,6
2,30,2594,1
2,30,10376,3
2,30,2594,0
2,30,139326334,53711
2,30,2594,1
2,30,2594,1
2,30,137240758,52906
2,30,70338904,27115
2,30,5188,1
2,31,18158,6
2,31,2594,1
2,31,7782,3
2,31,2594,1
2,31,138937234,53560
2,31,2594,1
2,31,2594,1
2,31,136345828,52562
2,31,70686500,27250
2,31,2594,0
2,32,18158,6
2,32,2594,0
2,32,7782,2
2,32,2594,1
2,32,139627238,53827
2,32,2594,1
2,32,2594,2
2,32,139222574,53670
2,32,72455608,27932
2,32,5188,1
2,33,18158,7
2,33,2594,0
2,33,10376,3
2,33,0,1
2,33,138517006,53399
2,33,2594,1
2,33,2594,1
2,33,137170720,52881
2,33,70621650,27224
2,33,2594,0
2,34,18158,6
2,34,0,1
2,34,10376,3
2,34,5188,1
2,34,137959296,53183
2,34,2594,1
2,34,2594,1
2,34,135707704,52316
2,34,70281836,27093
2,34,2594,1
2,35,15564,7
2,35,2594,1
2,35,7782,3
2,35,2594,0
2,35,138117530,53244
2,35,0,0
2,35,0,0
2,35,139240732,53679
2,35,70984810,27364
2,35,2594,1
2,36,18158,6
2,36,2594,1
2,36,7782,3
2,36,2594,1
2,36,137692114,53081
2,36,2594,1
2,36,2594,1
2,36,136501468,52622
2,36,71454324,27546
