endpoint,operation,msglen,time
client,encrypt,4096,139
server,decrypt,4096,127
server,encrypt,4096,111
client,decrypt,4096,109
client,encrypt,4096,122
server,decrypt,4096,145
server,encrypt,4096,111
client,decrypt,4096,108
client,encrypt,4096,115
server,decrypt,4096,109
server,encrypt,4096,130
client,decrypt,4096,112
client,encrypt,4096,129
server,decrypt,4096,118
server,encrypt,4096,110
client,decrypt,4096,109
client,encrypt,4096,140
server,decrypt,4096,109
server,encrypt,4096,116
client,decrypt,4096,110
client,encrypt,8192,215
server,decrypt,8192,214
server,encrypt,8192,220
client,decrypt,8192,213
client,encrypt,8192,234
server,decrypt,8192,220
server,encrypt,8192,292
client,decrypt,8192,213
client,encrypt,8192,239
server,decrypt,8192,213
server,encrypt,8192,216
client,decrypt,8192,290
client,encrypt,8192,214
server,decrypt,8192,213
server,encrypt,8192,216
client,decrypt,8192,244
client,encrypt,8192,240
server,decrypt,8192,217
server,encrypt,8192,216
client,decrypt,8192,213
client,encrypt,16384,455
server,decrypt,16384,445
server,encrypt,16384,431
client,decrypt,16384,469
client,encrypt,16384,427
server,decrypt,16384,429
server,encrypt,16384,423
client,decrypt,16384,436
client,encrypt,16384,564
server,decrypt,16384,446
server,encrypt,16384,437
client,decrypt,16384,476
client,encrypt,16384,426
server,decrypt,16384,489
server,encrypt,16384,455
client,decrypt,16384,434
client,encrypt,16384,475
server,decrypt,16384,427
server,encrypt,16384,515
client,decrypt,16384,513
