sec_lvl,test_id,operation,cycles,time
1,0,dhm_set_group,7779,3
1,0,dhm_make_params,520617354,200780
1,0,rsa_sign_with_sha512,193137012,74484
1,0,parse_client_dh_public,12965,5
1,0,dhm_calc_secret,471319238,181766
1,0,sha256_hash_master_secret,0,0
1,0,sha256_hash_key_expansion,0,0
1,0,rsa_verify_with_sha256,6907752,2665
1,1,dhm_set_group,10372,4
1,1,dhm_make_params,471420365,181806
1,1,rsa_sign_with_sha512,160509293,61902
1,1,parse_client_dh_public,10372,4
1,1,dhm_calc_secret,471142914,181699
1,1,sha256_hash_master_secret,59639,23
1,1,sha256_hash_key_expansion,132243,51
1,1,rsa_verify_with_sha256,4737411,1828
1,2,dhm_set_group,7779,3
1,2,dhm_make_params,476992722,183955
1,2,rsa_sign_with_sha512,163276024,62969
1,2,parse_client_dh_public,10372,4
1,2,dhm_calc_secret,464904156,179293
1,2,sha256_hash_master_secret,57046,22
1,2,sha256_hash_key_expansion,127057,50
1,2,rsa_verify_with_sha256,4685551,1808
1,3,dhm_set_group,7779,3
1,3,dhm_make_params,475934778,183547
1,3,rsa_sign_with_sha512,160913801,62058
1,3,parse_client_dh_public,12965,5
1,3,dhm_calc_secret,476020347,183580
1,3,sha256_hash_master_secret,57046,22
1,3,sha256_hash_key_expansion,129650,50
1,3,rsa_verify_with_sha256,4773713,1841
1,4,dhm_set_group,5186,3
1,4,dhm_make_params,474036702,182816
1,4,rsa_sign_with_sha512,161562051,62308
1,4,parse_client_dh_public,15558,5
1,4,dhm_calc_secret,430959193,166200
1,4,sha256_hash_master_secret,0,0
1,4,sha256_hash_key_expansion,0,0
1,4,rsa_verify_with_sha256,0,0
1,5,dhm_set_group,5186,3
1,5,dhm_make_params,466994114,180099
1,5,rsa_sign_with_sha512,161188659,62164
1,5,parse_client_dh_public,15558,5
1,5,dhm_calc_secret,475340981,183318
1,5,sha256_hash_master_secret,62232,24
1,5,sha256_hash_key_expansion,132243,50
1,5,rsa_verify_with_sha256,4758155,1836
1,6,dhm_set_group,7779,3
1,6,dhm_make_params,475958115,183556
1,6,rsa_sign_with_sha512,161536121,62298
1,6,parse_client_dh_public,10372,5
1,6,dhm_calc_secret,481660122,185756
1,6,sha256_hash_master_secret,59639,23
1,6,sha256_hash_key_expansion,129650,50
1,6,rsa_verify_with_sha256,4981153,1921
1,7,dhm_set_group,7779,2
1,7,dhm_make_params,477329812,184085
1,7,rsa_sign_with_sha512,160667466,61962
1,7,parse_client_dh_public,7779,4
1,7,dhm_calc_secret,475011670,183191
1,7,sha256_hash_master_secret,54453,22
1,7,sha256_hash_key_expansion,129650,50
1,7,rsa_verify_with_sha256,5069315,1956
1,8,dhm_set_group,10372,4
1,8,dhm_make_params,480348064,185249
1,8,rsa_sign_with_sha512,161753933,62382
1,8,parse_client_dh_public,10372,4
1,8,dhm_calc_secret,476038498,183587
1,8,sha256_hash_master_secret,59639,22
1,8,sha256_hash_key_expansion,129650,50
1,8,rsa_verify_with_sha256,4703702,1815
1,9,dhm_set_group,10372,4
1,9,dhm_make_params,480687747,185380
1,9,rsa_sign_with_sha512,160968254,62078
1,9,parse_client_dh_public,15558,5
1,9,dhm_calc_secret,476074800,183601
1,9,sha256_hash_master_secret,57046,22
1,9,sha256_hash_key_expansion,129650,50
1,9,rsa_verify_with_sha256,5157477,1989
1,10,dhm_set_group,5186,3
1,10,dhm_make_params,478755962,184635
1,10,rsa_sign_with_sha512,160587083,61931
1,10,parse_client_dh_public,12965,5
1,10,dhm_calc_secret,476474122,183755
1,10,sha256_hash_master_secret,59639,22
1,10,sha256_hash_key_expansion,129650,50
1,10,rsa_verify_with_sha256,4706295,1815
1,11,dhm_set_group,7779,3
1,11,dhm_make_params,476702306,183843
1,11,rsa_sign_with_sha512,160379643,61851
1,11,parse_client_dh_public,15558,6
1,11,dhm_calc_secret,477710983,184232
1,11,sha256_hash_master_secret,59639,23
1,11,sha256_hash_key_expansion,129650,50
1,11,rsa_verify_with_sha256,5134140,1981
1,12,dhm_set_group,5186,3
1,12,dhm_make_params,473183605,182486
1,12,rsa_sign_with_sha512,160164424,61769
1,12,parse_client_dh_public,12965,4
1,12,dhm_calc_secret,475322830,183312
1,12,sha256_hash_master_secret,111499,43
1,12,sha256_hash_key_expansion,140022,53
1,12,rsa_verify_with_sha256,5103024,1968
1,13,dhm_set_group,5186,3
1,13,dhm_make_params,477021245,183966
1,13,rsa_sign_with_sha512,151273027,58339
1,13,parse_client_dh_public,12965,6
1,13,dhm_calc_secret,474892392,183146
1,13,sha256_hash_master_secret,62232,23
1,13,sha256_hash_key_expansion,127057,50
1,13,rsa_verify_with_sha256,5128954,1978
1,14,dhm_set_group,7779,3
1,14,dhm_make_params,475058344,183209
1,14,rsa_sign_with_sha512,162477380,62671
1,14,parse_client_dh_public,12965,4
1,14,dhm_calc_secret,477334998,184087
1,14,sha256_hash_master_secret,62232,24
1,14,sha256_hash_key_expansion,132243,52
1,14,rsa_verify_with_sha256,2953427,1139
1,15,dhm_set_group,7779,2
1,15,dhm_make_params,475483596,183373
1,15,rsa_sign_with_sha512,161943222,62455
1,15,parse_client_dh_public,12965,6
1,15,dhm_calc_secret,477031617,183970
1,15,sha256_hash_master_secret,57046,22
1,15,sha256_hash_key_expansion,129650,50
1,15,rsa_verify_with_sha256,5108210,1970
1,16,dhm_set_group,5186,2
1,16,dhm_make_params,478527778,184547
1,16,rsa_sign_with_sha512,160257772,61804
1,16,parse_client_dh_public,12965,6
1,16,dhm_calc_secret,476256310,183672
1,16,sha256_hash_master_secret,59639,23
1,16,sha256_hash_key_expansion,129650,50
1,16,rsa_verify_with_sha256,4861875,1876
1,17,dhm_set_group,7779,2
1,17,dhm_make_params,477135337,184010
1,17,rsa_sign_with_sha512,160055518,61727
1,17,parse_client_dh_public,12965,5
1,17,dhm_calc_secret,476033312,183585
1,17,sha256_hash_master_secret,62232,24
1,17,sha256_hash_key_expansion,127057,50
1,17,rsa_verify_with_sha256,5126361,1977
1,18,dhm_set_group,7779,3
1,18,dhm_make_params,476230380,183660
1,18,rsa_sign_with_sha512,161315716,62213
1,18,parse_client_dh_public,15558,5
1,18,dhm_calc_secret,474189689,182875
1,18,sha256_hash_master_secret,59639,22
1,18,sha256_hash_key_expansion,129650,50
1,18,rsa_verify_with_sha256,4812608,1857
1,19,dhm_set_group,7779,2
1,19,dhm_make_params,477477613,184142
1,19,rsa_sign_with_sha512,161626876,62334
1,19,parse_client_dh_public,12965,5
1,19,dhm_calc_secret,474464547,182981
1,19,sha256_hash_master_secret,59639,23
1,19,sha256_hash_key_expansion,129650,50
1,19,rsa_verify_with_sha256,4768527,1840
1,20,dhm_set_group,7779,3
1,20,dhm_make_params,474459361,182979
1,20,rsa_sign_with_sha512,162658890,62732
1,20,parse_client_dh_public,12965,5
1,20,dhm_calc_secret,478284036,184453
1,20,sha256_hash_master_secret,62232,23
1,20,sha256_hash_key_expansion,129650,50
1,20,rsa_verify_with_sha256,5045978,1947
1,21,dhm_set_group,5186,3
1,21,dhm_make_params,236842027,91339
1,21,rsa_sign_with_sha512,0,0
1,21,parse_client_dh_public,15558,5
1,21,dhm_calc_secret,163348628,62996
1,21,sha256_hash_master_secret,0,0
1,21,sha256_hash_key_expansion,0,0
1,21,rsa_verify_with_sha256,0,0
1,22,dhm_set_group,5186,2
1,22,dhm_make_params,9905260,3820
1,22,rsa_sign_with_sha512,0,0
1,22,parse_client_dh_public,15558,5
1,22,dhm_calc_secret,10224199,3943
1,22,sha256_hash_master_secret,0,0
1,22,sha256_hash_key_expansion,0,0
1,22,rsa_verify_with_sha256,0,0
1,23,dhm_set_group,7779,4
1,23,dhm_make_params,461434722,177954
1,23,rsa_sign_with_sha512,0,0
1,23,parse_client_dh_public,15558,5
1,23,dhm_calc_secret,456378372,176004
1,23,sha256_hash_master_secret,0,0
1,23,sha256_hash_key_expansion,0,0
1,23,rsa_verify_with_sha256,0,0
1,24,dhm_set_group,7779,3
1,24,dhm_make_params,338614684,130588
1,24,rsa_sign_with_sha512,0,0
1,24,parse_client_dh_public,12965,6
1,24,dhm_calc_secret,282445118,108926
1,24,sha256_hash_master_secret,0,0
1,24,sha256_hash_key_expansion,0,0
1,24,rsa_verify_with_sha256,0,0
2,0,dhm_set_group,7779,2
2,0,dhm_make_params,563461493,217301
2,0,rsa_sign_with_sha512,0,0
2,0,parse_client_dh_public,44081,18
2,0,dhm_calc_secret,1421215521,548096
2,0,sha256_hash_master_secret,0,0
2,0,sha256_hash_key_expansion,0,0
2,0,rsa_verify_with_sha256,0,0
2,1,dhm_set_group,7779,3
2,1,dhm_make_params,137991681,53216
2,1,rsa_sign_with_sha512,0,0
2,1,parse_client_dh_public,15558,7
2,1,dhm_calc_secret,882602747,340379
2,1,sha256_hash_master_secret,0,0
2,1,sha256_hash_key_expansion,0,0
2,1,rsa_verify_with_sha256,0,0
