msglen,time
1024,223572
1024,213948
1024,208657
1024,214841
1024,214223
1024,213933
1024,220900
1024,213470
1024,222181
1024,211485
1024,216599
1024,207980
1024,208151
1024,205947
1024,205485
1024,209645
1024,207853
1024,215271
1024,209224
1024,212577
1024,208961
1024,207319
1024,205401
1024,205085
1024,208034
