endpoint,data_size,time
client,1048576,5343
server,1048576,3992
server,1048576,3593
client,1048576,8565
server,1048576,3318
client,1048576,4440
server,1048576,4048
client,1048576,5166
server,1048576,3635
client,1048576,4693
server,1048576,3516
client,1048576,4689
server,1048576,3559
client,1048576,4639
server,1048576,4360
client,1048576,5843
server,1048576,3398
client,1048576,4472
server,1048576,3930
client,1048576,5012
server,1048576,3517
client,1048576,4568
server,1048576,3977
client,1048576,5230
server,1048576,3371
client,1048576,4367
server,1048576,3365
client,1048576,4420
server,1048576,3525
client,1048576,4633
server,1048576,3826
client,1048576,4933
server,1048576,3602
client,1048576,4691
server,1048576,3357
client,1048576,4391
server,1048576,3533
client,1048576,4541
server,1048576,3935
client,1048576,5612
server,1048576,3657
client,1048576,4872
server,1048576,3423
client,1048576,4462
server,1048576,3735
client,1048576,4805
server,1048576,4484
client,1048576,5711
server,1048576,3613
client,1048576,4695
server,1048576,3370
client,1048576,4492
server,1048576,3421
client,1048576,4495
server,1048576,3575
client,1048576,4679
server,1048576,3435
client,1048576,4562
server,1048576,3590
client,1048576,4702
server,1048576,4260
client,1048576,5494
server,1048576,3398
client,1048576,4560
server,1048576,3479
client,1048576,4587
server,1048576,3300
client,1048576,4456
server,1048576,4056
client,1048576,5597
server,1048576,3249
client,1048576,4413
server,1048576,3313
client,1048576,4446
server,1048576,3413
client,1048576,4438
server,1048576,3222
client,1048576,4299
server,1048576,3548
client,1048576,4573
server,1048576,3559
client,1048576,4675
server,1048576,3437
client,1048576,4534
server,1048576,4118
client,1048576,5240
server,1048576,3285
client,1048576,4363
server,1048576,3311
client,1048576,4356
server,1048576,3240
client,1048576,4240
server,1048576,3843
client,1048576,5010
server,1048576,3302
client,1048576,4434
server,1048576,3602
client,1048576,4710
server,1048576,3479
client,1048576,4662
server,1048576,4373
client,1048576,5615
server,1048576,3302
client,1048576,4465
server,1048576,3518
client,1048576,4633
server,1048576,3237
client,1048576,4422
server,1048576,4254
client,1048576,5394
server,1048576,3577
client,1048576,4588
server,1048576,3387
client,1048576,4442
server,1048576,3365
client,1048576,4424
server,1048576,4251
client,1048576,5370
server,1048576,3323
client,1048576,4348
server,1048576,3679
client,1048576,4800
server,1048576,3510
client,1048576,4579
server,1048576,4170
client,1048576,5764
server,1048576,3615
client,1048576,4670
server,1048576,3332
client,1048576,4339
server,1048576,3263
client,1048576,4342
server,1048576,4237
client,1048576,5292
server,1048576,3545
client,1048576,4602
server,1048576,3396
client,1048576,4399
server,1048576,3495
client,1048576,4901
server,1048576,3644
client,1048576,4765
server,1048576,3459
client,1048576,4644
server,1048576,3449
client,1048576,4643
server,1048576,4016
client,1048576,5060
server,1048576,3287
client,1048576,4499
server,1048576,3406
client,1048576,4523
server,1048576,4028
client,1048576,5386
server,1048576,3632
client,1048576,4819
server,1048576,3431
client,1048576,4493
server,1048576,3290
client,1048576,4452
server,1048576,3996
client,1048576,5042
server,1048576,3556
client,1048576,4591
server,1048576,3321
client,1048576,4408
server,1048576,3824
client,1048576,5144
server,1048576,3568
client,1048576,4747
