endpoint,data_size,time
client,1048576,2465
server,1048576,2086
server,1048576,821
client,1048576,4796
server,1048576,753
client,1048576,967
server,1048576,846
client,1048576,1077
server,1048576,827
client,1048576,1090
server,1048576,808
client,1048576,1037
server,1048576,739
client,1048576,945
server,1048576,824
client,1048576,1052
server,1048576,790
client,1048576,1028
server,1048576,775
client,1048576,985
server,1048576,844
client,1048576,1062
server,1048576,722
client,1048576,973
server,1048576,785
client,1048576,1006
server,1048576,742
client,1048576,962
server,1048576,789
client,1048576,1076
server,1048576,754
client,1048576,987
server,1048576,791
client,1048576,1002
server,1048576,886
client,1048576,1112
server,1048576,787
client,1048576,1013
server,1048576,782
client,1048576,1004
server,1048576,760
client,1048576,981
server,1048576,793
client,1048576,993
server,1048576,833
client,1048576,1008
server,1048576,891
client,1048576,1118
server,1048576,732
client,1048576,959
server,1048576,734
client,1048576,918
server,1048576,836
client,1048576,1035
server,1048576,734
client,1048576,941
server,1048576,839
client,1048576,1056
server,1048576,779
client,1048576,963
server,1048576,781
client,1048576,952
server,1048576,745
client,1048576,933
server,1048576,863
client,1048576,1067
server,1048576,817
client,1048576,1068
server,1048576,767
client,1048576,953
server,1048576,909
client,1048576,1088
server,1048576,791
client,1048576,987
server,1048576,821
client,1048576,1036
server,1048576,766
client,1048576,945
server,1048576,735
client,1048576,940
server,1048576,846
client,1048576,1067
server,1048576,706
client,1048576,903
server,1048576,785
client,1048576,982
server,1048576,893
client,1048576,1077
server,1048576,829
client,1048576,1049
server,1048576,760
client,1048576,969
server,1048576,795
client,1048576,999
server,1048576,886
client,1048576,1097
server,1048576,848
client,1048576,1064
server,1048576,762
client,1048576,960
server,1048576,814
client,1048576,992
server,1048576,745
client,1048576,944
server,1048576,728
client,1048576,946
server,1048576,760
client,1048576,983
server,1048576,794
client,1048576,1003
server,1048576,949
client,1048576,1149
server,1048576,727
client,1048576,956
server,1048576,799
client,1048576,1071
server,1048576,852
client,1048576,1123
server,1048576,747
client,1048576,1003
server,1048576,801
client,1048576,1028
server,1048576,750
client,1048576,980
server,1048576,812
client,1048576,1070
server,1048576,764
client,1048576,975
server,1048576,772
client,1048576,997
server,1048576,800
client,1048576,1002
server,1048576,763
client,1048576,995
server,1048576,840
client,1048576,1091
server,1048576,767
client,1048576,1022
server,1048576,787
client,1048576,1027
server,1048576,824
client,1048576,1071
server,1048576,767
client,1048576,987
server,1048576,742
client,1048576,996
server,1048576,813
client,1048576,1053
server,1048576,826
client,1048576,1076
server,1048576,860
client,1048576,1134
server,1048576,780
client,1048576,1047
server,1048576,752
client,1048576,979
server,1048576,765
client,1048576,997
server,1048576,856
client,1048576,1111
server,1048576,790
client,1048576,1017
server,1048576,728
client,1048576,934
server,1048576,825
client,1048576,1067
server,1048576,812
client,1048576,1064
server,1048576,744
client,1048576,1005
server,1048576,812
client,1048576,1005
server,1048576,740
client,1048576,948
server,1048576,820
client,1048576,1016
server,1048576,787
client,1048576,985
server,1048576,905
client,1048576,1085
server,1048576,761
client,1048576,961
server,1048576,806
client,1048576,1016
server,1048576,734
client,1048576,935
server,1048576,746
client,1048576,948
server,1048576,953
client,1048576,1141
server,1048576,879
client,1048576,1115
server,1048576,753
client,1048576,946
server,1048576,880
client,1048576,1078
server,1048576,840
client,1048576,1044
server,1048576,865
client,1048576,1059
server,1048576,904
client,1048576,1114
server,1048576,746
client,1048576,934
server,1048576,793
client,1048576,1029
server,1048576,759
client,1048576,953
server,1048576,732
client,1048576,941
server,1048576,720
client,1048576,924
server,1048576,815
client,1048576,1038
server,1048576,847
client,1048576,1085
server,1048576,794
client,1048576,1002
server,1048576,767
client,1048576,957
server,1048576,799
client,1048576,1042
server,1048576,774
client,1048576,998
server,1048576,705
client,1048576,891
server,1048576,742
client,1048576,956
server,1048576,804
client,1048576,999
server,1048576,767
client,1048576,966
server,1048576,946
client,1048576,1115
server,1048576,765
client,1048576,1013
server,1048576,839
client,1048576,1090
server,1048576,753
client,1048576,1005
server,1048576,854
client,1048576,1176
server,1048576,754
client,1048576,973
server,1048576,848
client,1048576,1109
server,1048576,792
client,1048576,1034
server,1048576,864
client,1048576,1119
server,1048576,728
client,1048576,929
server,1048576,746
client,1048576,976
server,1048576,791
client,1048576,1016
server,1048576,848
client,1048576,1103
server,1048576,743
client,1048576,970
server,1048576,730
client,1048576,955
server,1048576,792
client,1048576,1059
server,1048576,760
client,1048576,997
server,1048576,733
client,1048576,1000
server,1048576,742
client,1048576,955
server,1048576,768
client,1048576,995
server,1048576,736
client,1048576,1005
server,1048576,818
client,1048576,1110
server,1048576,745
client,1048576,966
server,1048576,902
client,1048576,1123
server,1048576,796
client,1048576,1031
server,1048576,815
client,1048576,1073
server,1048576,719
client,1048576,971
server,1048576,731
client,1048576,974
server,1048576,790
client,1048576,1022
server,1048576,821
client,1048576,1090
server,1048576,834
client,1048576,1090
server,1048576,750
client,1048576,992
server,1048576,811
client,1048576,1049
server,1048576,881
client,1048576,1089
server,1048576,842
client,1048576,1056
server,1048576,814
client,1048576,1033
server,1048576,926
client,1048576,1178
server,1048576,693
client,1048576,904
server,1048576,819
client,1048576,1027
server,1048576,885
client,1048576,1117
server,1048576,709
client,1048576,918
server,1048576,764
client,1048576,953
server,1048576,776
client,1048576,1004
server,1048576,827
client,1048576,1063
server,1048576,740
client,1048576,950
server,1048576,705
client,1048576,900
server,1048576,801
client,1048576,997
server,1048576,846
