endpoint,keylen,time
client,10,191
client,10,204
server,10,235
client,10,189
server,10,229
server,10,208
client,10,178
client,10,199
server,10,255
client,16,193
server,16,252
client,16,189
server,16,313
client,16,189
server,16,212
server,16,230
client,16,192
client,16,173
server,16,151
client,24,192
server,24,177
client,24,161
server,24,220
client,24,188
server,24,179
client,24,166
server,24,180
server,24,293
client,24,234
client,32,166
server,32,204
client,32,184
server,32,240
client,32,187
server,32,186
server,32,178
client,32,187
client,32,142
server,32,243
