endpoint,operation,data_size,time
client,encrypt,276,3
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,3
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,9
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,3
client,decrypt,276,3
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,3
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,5
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,4
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,3
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,3
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,3
client,encrypt,276,3
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,3
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,3
client,encrypt,276,5
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,5
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,4
client,decrypt,276,2
client,encrypt,276,9
server,decrypt,276,5
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,4
client,decrypt,276,3
client,encrypt,276,3
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,3
client,encrypt,276,3
server,decrypt,276,2
server,encrypt,276,4
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,3
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,3
client,encrypt,276,5
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,4
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,6
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,1
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,3
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,3
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,3
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,3
client,encrypt,276,3
server,decrypt,276,11
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,3
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,3
client,encrypt,276,3
server,decrypt,276,2
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,4
server,encrypt,276,3
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,3
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,3
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,4
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,3
server,encrypt,276,2
client,decrypt,276,2
client,encrypt,276,2
server,decrypt,276,2
server,encrypt,276,2
client,decrypt,276,1
client,encrypt,276,2
server,decrypt,276,3
