endpoint,min_input,max_input,cycles,time
server,32,8192,78809049,30393
client,32,8192,23023247,8879
server,32,8192,61127382,23574
client,32,8192,20508037,7910
server,32,8192,19818299,7635
client,32,8192,19494174,7520
server,32,8192,177807196,68571
client,32,8192,20640280,7960
server,32,8192,178450260,68822
client,32,8192,18845924,7269
server,32,8192,159902531,61667
client,32,8192,17819096,6871
server,32,8192,192016836,74052
client,32,8192,18545136,7153
server,32,8192,18685158,7207
client,32,8192,17640179,6804
server,32,8192,181193654,69878
client,32,8192,19032620,7341
server,32,8192,173225365,66805
client,32,8192,17728341,6837
server,32,8192,148884874,57419
client,32,8192,19255618,7426
server,32,8192,194869136,75154
client,32,8192,19870159,7663
server,32,8192,171975539,66323
client,32,8192,17396437,6709
server,32,8192,169976336,65553
client,32,8192,18490683,7132
server,32,8192,48302404,18630
client,32,8192,19678277,7589
server,32,8192,192901049,74394
client,32,8192,9352951,3607
server,32,8192,170453448,65737
client,32,8192,19081887,7359
server,32,8192,18804436,7252
client,32,8192,19032620,7341
client,32,8192,15970287,6160
server,32,8192,169825942,65495
client,32,8192,14232977,5490
server,32,8192,169112867,65220
server,32,8192,140447252,54165
client,32,8192,19356745,7465
server,32,8192,18516613,7143
client,32,8192,19304885,7445
server,32,8192,23199571,8948
client,32,8192,18874447,7280
server,32,8192,186428921,71902
client,32,8192,20160575,7776
server,32,8192,168900241,65137
client,32,8192,21368913,8239
server,32,8192,171397300,66100
client,32,8192,20531374,7918
server,32,8192,187123845,72166
client,32,8192,19299699,7443
server,32,8192,165423028,63797
client,32,8192,20471735,7895
server,32,8192,182658699,70444
client,32,8192,19040399,7343
server,32,8192,179261869,69135
client,32,8192,22382776,8632
server,32,8192,127793412,49284
client,32,8192,24213434,9339
server,32,8192,53682879,20703
client,32,8192,17855398,6887
server,32,8192,162153255,62535
client,32,8192,20961812,8085
server,32,8192,17946153,6922
client,32,8192,17736120,6841
server,32,8192,170494936,65752
client,32,8192,19626417,7569
server,32,8192,163247501,62957
client,32,8192,21088869,8135
server,32,8192,168596860,65020
client,32,8192,24973183,9631
server,32,8192,168739475,65075
client,32,8192,19678277,7590
server,32,8192,138217272,53304
client,32,8192,22040500,8501
server,32,8192,168371269,64933
client,32,8192,16322935,6296
server,32,8192,193764518,74728
client,32,8192,18246941,7038
server,32,8192,182726117,70469
client,32,8192,20686954,7978
client,32,8192,12187100,4700
server,32,8192,175216789,67573
server,32,8192,146297060,56422
client,32,8192,24221213,9342
server,32,8192,170165625,65626
client,32,8192,18838145,7266
client,32,8192,15718766,6063
server,32,8192,160506700,61900
server,32,8192,165254483,63731
client,32,8192,20435433,7882
server,32,8192,168897648,65137
client,32,8192,20261702,7814
server,32,8192,190468815,73457
client,32,8192,28507442,10998
server,32,8192,181883392,70145
client,32,8192,21107020,8140
server,32,8192,173953998,67087
client,32,8192,18633298,7188
server,32,8192,172177793,66402
client,32,8192,21610062,8335
server,32,8192,191739385,73946
client,32,8192,21148508,8156
server,32,8192,188358113,72644
client,32,8192,19888310,7672
server,32,8192,196951315,75957
client,32,8192,24742406,9543
server,32,8192,201779481,77817
client,32,8192,18692937,7209
server,32,8192,201756144,77809
client,32,8192,20020553,7721
server,32,8192,175250498,67586
client,32,8192,17707597,6829
server,32,8192,140996968,54377
client,32,8192,19605673,7562
server,32,8192,177584198,68487
client,32,8192,16688548,6446
server,32,8192,174905629,67453
client,32,8192,20365422,7854
server,32,8192,172040364,66349
client,32,8192,18005792,6944
server,32,8192,170321205,65677
client,32,8192,17497564,6749
server,32,8192,157130614,60599
client,32,8192,19037806,7342
server,32,8192,167777472,64703
client,32,8192,18298801,7057
server,32,8192,168609825,65026
client,32,8192,17673888,6817
server,32,8192,164419537,63411
client,32,8192,17977269,6932
server,32,8192,168176794,64858
client,32,8192,18233976,7032
server,32,8192,168233840,64880
client,32,8192,17357542,6695
server,32,8192,161813572,62405
client,32,8192,14157780,5461
server,32,8192,156238622,60255
client,32,8192,18643670,7191
server,32,8192,180537625,69626
client,32,8192,18023943,6950
server,32,8192,180706170,69690
client,32,8192,16779303,6471
server,32,8192,170435297,65729
client,32,8192,18934086,7304
server,32,8192,173160540,66780
client,32,8192,18101733,6981
server,32,8192,170959083,65931
client,32,8192,17536459,6764
server,32,8192,164982218,63627
client,32,8192,15218317,5870
client,32,8192,12106717,4669
server,32,8192,173251295,66815
client,32,8192,14606369,5634
server,32,8192,166442077,64190
client,32,8192,14531172,5605
server,32,8192,171431009,66112
client,32,8192,4960409,1914
server,32,8192,171189860,66021
client,32,8192,15858788,6117
server,32,8192,165158542,63694
client,32,8192,11269178,4346
server,32,8192,4905956,1903
client,32,8192,18555508,7157
server,32,8192,166403182,64174
client,32,8192,11847417,4571
server,32,8192,5271569,2034
server,32,8192,169265854,65278
client,32,8192,23873751,9209
server,32,8192,59854219,23084
client,32,8192,15176829,5853
server,32,8192,17899479,6904
client,32,8192,17777608,6856
server,32,8192,171692902,66214
client,32,8192,18581438,7166
server,32,8192,16312563,6291
client,32,8192,14829367,5718
server,32,8192,171682530,66212
client,32,8192,22030128,8496
server,32,8192,18700716,7212
client,32,8192,18218418,7026
server,32,8192,23241059,8964
client,32,8192,21096648,8138
server,32,8192,179160742,69095
client,32,8192,19444907,7500
server,32,8192,150980018,58226
client,32,8192,19250432,7425
server,32,8192,52116707,20100
client,32,8192,18661821,7198
server,32,8192,170238229,65653
client,32,8192,16745594,6459
server,32,8192,18983353,7322
client,32,8192,18355847,7079
server,32,8192,155618895,60015
client,32,8192,23277361,8978
server,32,8192,39849224,15369
client,32,8192,19960914,7699
server,32,8192,19522697,7530
