sec_lvl,test_id,operation,time
1,0,get_ecdh_params_from_cert,4
1,0,ecdh_make_public,10463
1,0,ecdh_calc_secret,9977
1,0,sha256_hash_master_secret,20
1,0,sha256_hash_key_expansion,55
1,0,rsa_sign_with_sha256,21502
1,1,get_ecdh_params_from_cert,3
1,1,ecdh_make_public,10551
1,1,ecdh_calc_secret,10076
1,1,sha256_hash_master_secret,21
1,1,sha256_hash_key_expansion,55
1,1,rsa_sign_with_sha256,15903
1,2,get_ecdh_params_from_cert,3
1,2,ecdh_make_public,10229
1,2,ecdh_calc_secret,10024
1,2,sha256_hash_master_secret,19
1,2,sha256_hash_key_expansion,55
1,2,rsa_sign_with_sha256,17638
1,3,get_ecdh_params_from_cert,4
1,3,ecdh_make_public,11315
1,3,ecdh_calc_secret,10308
1,3,sha256_hash_master_secret,20
1,3,sha256_hash_key_expansion,55
1,3,rsa_sign_with_sha256,15898
1,4,get_ecdh_params_from_cert,4
1,4,ecdh_make_public,18023
1,4,ecdh_calc_secret,12601
1,4,sha256_hash_master_secret,35
1,4,sha256_hash_key_expansion,98
1,4,rsa_sign_with_sha256,20062
1,5,get_ecdh_params_from_cert,7
1,5,ecdh_make_public,13194
1,5,ecdh_calc_secret,12768
1,5,sha256_hash_master_secret,36
1,5,sha256_hash_key_expansion,96
1,5,rsa_sign_with_sha256,22762
1,6,get_ecdh_params_from_cert,3
1,6,ecdh_make_public,11809
1,6,ecdh_calc_secret,15793
1,6,sha256_hash_master_secret,22
1,6,sha256_hash_key_expansion,55
1,6,rsa_sign_with_sha256,15884
1,7,get_ecdh_params_from_cert,5
1,7,ecdh_make_public,11450
1,7,ecdh_calc_secret,10206
1,7,sha256_hash_master_secret,23
1,7,sha256_hash_key_expansion,55
1,7,rsa_sign_with_sha256,22004
1,8,get_ecdh_params_from_cert,4
1,8,ecdh_make_public,13018
1,8,ecdh_calc_secret,10181
1,8,sha256_hash_master_secret,24
1,8,sha256_hash_key_expansion,55
1,8,rsa_sign_with_sha256,23009
1,9,get_ecdh_params_from_cert,4
1,9,ecdh_make_public,17841
1,9,ecdh_calc_secret,15320
1,9,sha256_hash_master_secret,22
1,9,sha256_hash_key_expansion,64
1,9,rsa_sign_with_sha256,15939
1,10,get_ecdh_params_from_cert,3
1,10,ecdh_make_public,10549
1,10,ecdh_calc_secret,10089
1,10,sha256_hash_master_secret,23
1,10,sha256_hash_key_expansion,55
1,10,rsa_sign_with_sha256,16151
1,11,get_ecdh_params_from_cert,4
1,11,ecdh_make_public,10299
1,11,ecdh_calc_secret,10573
1,11,sha256_hash_master_secret,21
1,11,sha256_hash_key_expansion,55
1,11,rsa_sign_with_sha256,15877
1,12,get_ecdh_params_from_cert,4
1,12,ecdh_make_public,14720
1,12,ecdh_calc_secret,10192
1,12,sha256_hash_master_secret,23
1,12,sha256_hash_key_expansion,62
1,12,rsa_sign_with_sha256,16163
1,13,get_ecdh_params_from_cert,4
1,13,ecdh_make_public,14637
1,13,ecdh_calc_secret,10401
1,13,sha256_hash_master_secret,22
1,13,sha256_hash_key_expansion,55
1,13,rsa_sign_with_sha256,18091
1,14,get_ecdh_params_from_cert,5
1,14,ecdh_make_public,10509
1,14,ecdh_calc_secret,10090
1,14,sha256_hash_master_secret,24
1,14,sha256_hash_key_expansion,55
1,14,rsa_sign_with_sha256,17115
1,15,get_ecdh_params_from_cert,4
1,15,ecdh_make_public,12364
1,15,ecdh_calc_secret,16487
1,15,sha256_hash_master_secret,44
1,15,sha256_hash_key_expansion,99
1,15,rsa_sign_with_sha256,16911
1,16,get_ecdh_params_from_cert,4
1,16,ecdh_make_public,13448
1,16,ecdh_calc_secret,15702
1,16,sha256_hash_master_secret,33
1,16,sha256_hash_key_expansion,103
1,16,rsa_sign_with_sha256,24261
1,17,get_ecdh_params_from_cert,5
1,17,ecdh_make_public,17185
1,17,ecdh_calc_secret,10912
1,17,sha256_hash_master_secret,33
1,17,sha256_hash_key_expansion,104
1,17,rsa_sign_with_sha256,24683
1,18,get_ecdh_params_from_cert,5
1,18,ecdh_make_public,16810
1,18,ecdh_calc_secret,12601
1,18,sha256_hash_master_secret,33
1,18,sha256_hash_key_expansion,104
1,18,rsa_sign_with_sha256,23751
1,19,get_ecdh_params_from_cert,5
1,19,ecdh_make_public,16232
1,19,ecdh_calc_secret,15140
1,19,sha256_hash_master_secret,35
1,19,sha256_hash_key_expansion,96
1,19,rsa_sign_with_sha256,23887
2,0,get_ecdh_params_from_cert,3
2,0,ecdh_make_public,11772
2,0,ecdh_calc_secret,13615
2,0,sha256_hash_master_secret,21
2,0,sha256_hash_key_expansion,55
2,0,rsa_sign_with_sha256,60444
2,1,get_ecdh_params_from_cert,5
2,1,ecdh_make_public,11938
2,1,ecdh_calc_secret,11207
2,1,sha256_hash_master_secret,26
2,1,sha256_hash_key_expansion,56
2,1,rsa_sign_with_sha256,47292
2,2,get_ecdh_params_from_cert,4
2,2,ecdh_make_public,15040
2,2,ecdh_calc_secret,11798
2,2,sha256_hash_master_secret,37
2,2,sha256_hash_key_expansion,91
2,2,rsa_sign_with_sha256,57177
2,3,get_ecdh_params_from_cert,5
2,3,ecdh_make_public,12084
2,3,ecdh_calc_secret,10930
2,3,sha256_hash_master_secret,23
2,3,sha256_hash_key_expansion,56
2,3,rsa_sign_with_sha256,47111
2,4,get_ecdh_params_from_cert,3
2,4,ecdh_make_public,15710
2,4,ecdh_calc_secret,12927
2,4,sha256_hash_master_secret,24
2,4,sha256_hash_key_expansion,55
2,4,rsa_sign_with_sha256,50393
2,5,get_ecdh_params_from_cert,12
2,5,ecdh_make_public,11483
2,5,ecdh_calc_secret,10687
2,5,sha256_hash_master_secret,20
2,5,sha256_hash_key_expansion,63
2,5,rsa_sign_with_sha256,45922
2,6,get_ecdh_params_from_cert,3
2,6,ecdh_make_public,10951
2,6,ecdh_calc_secret,10619
2,6,sha256_hash_master_secret,20
2,6,sha256_hash_key_expansion,54
2,6,rsa_sign_with_sha256,46232
2,7,get_ecdh_params_from_cert,5
2,7,ecdh_make_public,11191
2,7,ecdh_calc_secret,10726
2,7,sha256_hash_master_secret,26
2,7,sha256_hash_key_expansion,63
2,7,rsa_sign_with_sha256,46229
2,8,get_ecdh_params_from_cert,4
2,8,ecdh_make_public,15593
2,8,ecdh_calc_secret,13400
2,8,sha256_hash_master_secret,21
