msglen,time
1024,24356
1024,19703
1024,18801
1024,19942
1024,19905
1024,24109
1024,22949
1024,21782
1024,24188
1024,20035
1024,18826
1024,22321
1024,25182
1024,30972
1024,21612
1024,26482
1024,22118
1024,19436
1024,20329
1024,19025
1024,20694
1024,19668
1024,18949
1024,18268
1024,19411
