msglen,time
1024,24209
1024,19577
1024,18042
1024,19864
1024,19811
1024,23930
1024,22905
1024,21674
1024,24102
1024,19954
1024,18727
1024,21998
1024,24933
1024,30678
1024,21645
1024,26148
1024,22045
1024,19333
1024,20220
1024,18932
1024,20581
1024,19538
1024,18833
1024,18140
1024,19272
