sec_lvl,test_id,operation,cycles,time
1,0,rsa_encrypt,5974272,2306
1,0,psk_derive_premaster,5186,1
1,0,sha256_hash_master_secret,59639,24
1,0,sha256_hash_key_expansion,137429,53
1,1,rsa_encrypt,8645062,3336
1,1,psk_derive_premaster,2593,2
1,1,sha256_hash_master_secret,59639,22
1,1,sha256_hash_key_expansion,134836,53
1,2,rsa_encrypt,5564578,2147
1,2,psk_derive_premaster,5186,1
1,2,sha256_hash_master_secret,54453,21
1,2,sha256_hash_key_expansion,134836,51
1,3,rsa_encrypt,5712379,2203
1,3,psk_derive_premaster,2593,1
1,3,sha256_hash_master_secret,57046,21
1,3,sha256_hash_key_expansion,137429,53
1,4,rsa_encrypt,6337292,2445
1,4,psk_derive_premaster,5186,1
1,4,sha256_hash_master_secret,54453,21
1,4,sha256_hash_key_expansion,134836,51
1,5,rsa_encrypt,5626810,2171
1,5,psk_derive_premaster,2593,1
1,5,sha256_hash_master_secret,54453,21
1,5,sha256_hash_key_expansion,132243,51
1,6,rsa_encrypt,6142817,2370
1,6,psk_derive_premaster,2593,1
1,6,sha256_hash_master_secret,98534,39
1,6,sha256_hash_key_expansion,137429,53
1,7,rsa_encrypt,5554206,2142
1,7,psk_derive_premaster,2593,1
1,7,sha256_hash_master_secret,57046,21
1,7,sha256_hash_key_expansion,132243,50
1,8,rsa_encrypt,6096143,2352
1,8,psk_derive_premaster,2593,1
1,8,sha256_hash_master_secret,54453,22
1,8,sha256_hash_key_expansion,132243,51
1,9,rsa_encrypt,6197270,2390
1,9,psk_derive_premaster,2593,1
1,9,sha256_hash_master_secret,54453,21
1,9,sha256_hash_key_expansion,132243,51
1,10,rsa_encrypt,5561985,2146
1,10,psk_derive_premaster,2593,1
1,10,sha256_hash_master_secret,54453,21
1,10,sha256_hash_key_expansion,700110,270
1,11,rsa_encrypt,5644961,2178
1,11,psk_derive_premaster,2593,1
1,11,sha256_hash_master_secret,57046,22
1,11,sha256_hash_key_expansion,134836,53
1,12,rsa_encrypt,6487686,2503
1,12,psk_derive_premaster,2593,1
1,12,sha256_hash_master_secret,54453,22
1,12,sha256_hash_key_expansion,132243,52
1,13,rsa_encrypt,5930191,2288
1,13,psk_derive_premaster,2593,1
1,13,sha256_hash_master_secret,54453,20
1,13,sha256_hash_key_expansion,132243,51
1,14,rsa_encrypt,6109108,2356
1,14,psk_derive_premaster,5186,1
1,14,sha256_hash_master_secret,57046,21
1,14,sha256_hash_key_expansion,158173,61
1,15,rsa_encrypt,6308769,2434
1,15,psk_derive_premaster,2593,1
1,15,sha256_hash_master_secret,54453,21
1,15,sha256_hash_key_expansion,134836,51
1,16,rsa_encrypt,7403015,2856
1,16,psk_derive_premaster,2593,2
1,16,sha256_hash_master_secret,59639,23
1,16,sha256_hash_key_expansion,134836,51
1,17,rsa_encrypt,6132445,2366
1,17,psk_derive_premaster,2593,1
1,17,sha256_hash_master_secret,54453,21
1,17,sha256_hash_key_expansion,132243,51
1,18,rsa_encrypt,6033911,2327
