sec_lvl,test_id,operation,cycles,time
1,0,parse_client_psk_identity,12965,4
1,0,rsa_decrypt,187940640,72482
1,0,psk_derive_premaster,2593,2
1,0,sha256_hash_master_secret,59639,23
1,0,sha256_hash_key_expansion,134836,53
1,1,parse_client_psk_identity,12965,5
1,1,rsa_decrypt,161066788,62118
1,1,psk_derive_premaster,5186,2
1,1,sha256_hash_master_secret,82976,32
1,1,sha256_hash_key_expansion,132243,52
1,2,parse_client_psk_identity,7779,3
1,2,rsa_decrypt,155416641,59936
1,2,psk_derive_premaster,0,0
1,2,sha256_hash_master_secret,0,0
1,2,sha256_hash_key_expansion,0,0
1,3,parse_client_psk_identity,7779,3
1,3,rsa_decrypt,160475584,61890
1,3,psk_derive_premaster,5186,1
1,3,sha256_hash_master_secret,54453,21
1,3,sha256_hash_key_expansion,132243,50
1,4,parse_client_psk_identity,5186,2
1,4,rsa_decrypt,158357103,61072
1,4,psk_derive_premaster,2593,1
1,4,sha256_hash_master_secret,75197,30
1,4,sha256_hash_key_expansion,534158,206
1,5,parse_client_psk_identity,5186,3
1,5,rsa_decrypt,160229249,61795
1,5,psk_derive_premaster,5186,1
1,5,sha256_hash_master_secret,57046,23
1,5,sha256_hash_key_expansion,168545,65
1,6,parse_client_psk_identity,7779,4
1,6,rsa_decrypt,158608624,61170
1,6,psk_derive_premaster,5186,1
1,6,sha256_hash_master_secret,54453,22
1,6,sha256_hash_key_expansion,132243,52
1,7,parse_client_psk_identity,7779,3
1,7,rsa_decrypt,158618996,61173
1,7,psk_derive_premaster,2593,2
1,7,sha256_hash_master_secret,57046,22
1,7,sha256_hash_key_expansion,137429,53
1,8,parse_client_psk_identity,7779,3
1,8,rsa_decrypt,157190253,60622
1,8,psk_derive_premaster,2593,1
1,8,sha256_hash_master_secret,51860,19
1,8,sha256_hash_key_expansion,155580,61
1,9,parse_client_psk_identity,5186,2
1,9,rsa_decrypt,141559649,54593
1,9,psk_derive_premaster,0,0
1,9,sha256_hash_master_secret,0,0
1,9,sha256_hash_key_expansion,0,0
1,10,parse_client_psk_identity,5186,3
1,10,rsa_decrypt,161642434,62339
1,10,psk_derive_premaster,2593,1
1,10,sha256_hash_master_secret,54453,20
1,10,sha256_hash_key_expansion,129650,50
1,11,parse_client_psk_identity,7779,4
1,11,rsa_decrypt,159653603,65507
1,11,psk_derive_premaster,5186,2
1,11,sha256_hash_master_secret,57046,23
1,11,sha256_hash_key_expansion,134836,52
