endpoint,min_input,max_input,cycles,time
server,32,8192,172846787,66657
client,32,8192,310286159,119662
server,32,8192,408742369,157635
client,32,8192,411838411,158828
server,32,8192,429520078,165646
client,32,8192,400112865,154305
server,32,8192,423475795,163319
client,32,8192,402962572,155404
server,32,8192,410417447,158281
client,32,8192,404191654,155879
server,32,8192,396360794,152859
client,32,8192,413181585,159347
server,32,8192,405065495,156216
client,32,8192,401144879,154703
server,32,8192,427743873,164961
client,32,8192,414073577,159690
server,32,8192,426496640,164482
client,32,8192,401614212,154885
server,32,8192,424608936,163753
client,32,8192,398092918,153527
server,32,8192,430834729,166154
client,32,8192,393511087,151759
server,32,8192,399830228,154197
client,32,8192,391794521,151097
server,32,8192,68380003,26373
client,32,8192,22857295,8816
server,32,8192,361425305,139386
client,32,8192,417034783,160831
server,32,8192,373861333,144182
client,32,8192,415499727,160240
server,32,8192,401271936,154742
client,32,8192,403201128,155497
server,32,8192,352627256,135993
client,32,8192,402578808,155257
server,32,8192,231160764,89149
client,32,8192,409815871,158047
server,32,8192,267677983,103231
client,32,8192,420136011,162027
server,32,8192,245575251,94707
client,32,8192,409712151,158008
server,32,8192,219201848,84537
client,32,8192,401209704,154729
server,32,8192,229589406,88542
client,32,8192,411477984,158688
server,32,8192,228933377,88290
client,32,8192,405591874,156418
server,32,8192,216575139,83523
client,32,8192,410378552,158265
server,32,8192,77333632,29825
client,32,8192,400592570,154490
server,32,8192,220526871,85047
client,32,8192,411986212,158884
server,32,8192,226760443,87451
client,32,8192,404422431,155967
server,32,8192,226016252,87164
client,32,8192,403999772,155804
server,32,8192,221481095,85416
client,32,8192,417187770,160890
server,32,8192,281109723,108412
client,32,8192,419381448,161736
server,32,8192,223858876,86334
client,32,8192,418245714,161298
server,32,8192,220052352,84864
client,32,8192,409139098,157787
server,32,8192,415183381,160117
client,32,8192,413873916,159612
server,32,8192,415888677,160390
client,32,8192,398990096,153872
server,32,8192,433974852,167366
client,32,8192,422692709,163013
server,32,8192,414659595,159917
client,32,8192,400112865,154305
server,32,8192,421139502,162416
client,32,8192,404124236,155854
server,32,8192,409025006,157743
client,32,8192,401518271,154847
server,32,8192,416275034,160538
client,32,8192,399288291,153987
server,32,8192,411711354,158780
client,32,8192,402091324,155068
server,32,8192,416446172,160605
client,32,8192,400634058,154508
server,32,8192,414122844,159708
client,32,8192,403953098,155788
server,32,8192,418326097,161330
client,32,8192,402944421,155398
server,32,8192,211770310,81670
client,32,8192,56192903,21672
server,32,8192,424984921,163900
client,32,8192,415821259,160364
server,32,8192,261376993,100802
client,32,8192,426468117,164469
server,32,8192,419518877,161789
client,32,8192,426123248,164336
server,32,8192,418626885,161447
client,32,8192,413160841,159337
server,32,8192,254375893,98100
client,32,8192,408234141,157436
client,32,8192,409743267,158021
server,32,8192,424601157,163750
server,32,8192,414325098,159786
client,32,8192,434218594,167459
server,32,8192,415237834,160138
client,32,8192,405296272,156305
server,32,8192,371709143,143352
client,32,8192,445010660,171620
server,32,8192,420688320,162240
client,32,8192,429686030,165709
server,32,8192,435434711,167927
client,32,8192,398995282,153874
server,32,8192,423104996,163173
client,32,8192,401992790,155032
server,32,8192,409942928,158096
client,32,8192,398414450,153651
server,32,8192,424118859,163565
client,32,8192,402602145,155266
server,32,8192,421126537,162410
client,32,8192,403984214,155798
server,32,8192,421914809,162714
client,32,8192,27325034,10539
server,32,8192,415771992,160345
client,32,8192,394976132,152324
server,32,8192,414478085,159846
client,32,8192,401759420,154940
server,32,8192,229874636,88652
client,32,8192,407064698,156986
server,32,8192,426011749,164295
client,32,8192,406802805,156885
server,32,8192,437410577,168689
client,32,8192,20448398,7887
server,32,8192,400986706,154633
client,32,8192,394750541,152237
server,32,8192,437293892,168644
client,32,8192,402296171,155147
server,32,8192,423639154,163378
client,32,8192,403133710,155470
server,32,8192,419861153,161921
client,32,8192,412637055,159135
server,32,8192,280842644,108308
client,32,8192,404116457,155850
server,32,8192,425791344,164209
client,32,8192,403195942,155494
server,32,8192,260155690,100331
client,32,8192,19535662,7534
server,32,8192,424704877,163790
client,32,8192,409388026,157882
server,32,8192,392227552,150685
client,32,8192,405415550,156350
server,32,8192,360592952,139065
client,32,8192,387067482,149274
server,32,8192,379747443,146451
client,32,8192,392816163,151491
server,32,8192,417058120,160841
client,32,8192,402998874,155419
server,32,8192,59369328,22896
client,32,8192,21252228,8195
server,32,8192,392896546,151527
client,32,8192,410044055,158136
client,32,8192,402910712,155386
server,32,8192,408975739,157724
server,32,8192,413853172,159605
client,32,8192,425340162,164035
server,32,8192,267633902,103215
client,32,8192,418043460,161221
server,32,8192,137211188,52916
client,32,8192,418442782,161374
server,32,8192,220262385,84945
client,32,8192,419513691,161787
server,32,8192,242051364,93350
client,32,8192,421523266,162563
server,32,8192,261418481,100818
client,32,8192,433049151,167007
server,32,8192,224385255,86535
client,32,8192,397914001,153457
server,32,8192,216085062,83336
client,32,8192,401826838,154966
server,32,8192,212771208,82055
client,32,8192,411140894,158558
client,32,8192,4771120,1841
server,32,8192,165047043,63651
server,32,8192,422451560,162920
client,32,8192,399682427,154139
server,32,8192,428599563,165292
client,32,8192,395403977,152489
server,32,8192,417478186,161002
client,32,8192,400307340,154380
server,32,8192,432268658,166707
client,32,8192,408566045,157566
server,32,8192,447486975,172575
client,32,8192,392927662,151535
server,32,8192,418756535,161496
client,32,8192,399674648,154136
server,32,8192,420747959,162264
client,32,8192,398896748,153836
server,32,8192,416635461,160678
client,32,8192,396902731,153068
server,32,8192,425288302,164015
client,32,8192,397530237,153308
server,32,8192,426615918,164527
client,32,8192,397089427,153139
server,32,8192,407059512,156984
client,32,8192,400680732,154524
server,32,8192,422977939,163122
client,32,8192,401964267,155018
server,32,8192,417976042,161194
client,32,8192,393547389,151774
server,32,8192,416160942,160494
client,32,8192,405044751,156207
server,32,8192,417843799,161144
client,32,8192,399908018,154227
server,32,8192,419625190,161830
client,32,8192,398468903,153670
server,32,8192,426958194,164658
client,32,8192,402692900,155301
server,32,8192,428226171,165148
client,32,8192,17845026,6883
server,32,8192,235109903,90671
client,32,8192,405879697,156530
server,32,8192,421824054,162690
client,32,8192,402353217,155169
server,32,8192,425677252,164165
client,32,8192,406374960,156721
server,32,8192,434677555,167637
client,32,8192,409375061,157877
server,32,8192,429040373,165461
client,32,8192,414434004,159829
server,32,8192,28956031,11168
client,32,8192,19714579,7603
server,32,8192,41939182,16174
client,32,8192,22320544,8607
server,32,8192,397898443,153452
client,32,8192,404383536,155953
server,32,8192,403701577,155690
client,32,8192,391457431,150966
client,32,8192,435891079,168102
server,32,8192,358500401,138256
server,32,8192,407816668,157277
client,32,8192,413121946,159325
server,32,8192,426571837,164511
client,32,8192,403896052,155765
client,32,8192,390425417,150571
server,32,8192,436129635,168195
server,32,8192,254764843,98252
client,32,8192,433290300,167102
server,32,8192,277072422,106856
client,32,8192,436676758,168406
server,32,8192,420281219,162085
client,32,8192,416293185,160546
server,32,8192,412727810,159170
client,32,8192,437449472,168705
server,32,8192,384184066,148162
client,32,8192,409520269,157933
server,32,8192,275905572,106406
client,32,8192,421520673,162561
server,32,8192,234962102,90614
client,32,8192,409989602,158115
server,32,8192,288033033,111082
client,32,8192,424826748,163836
server,32,8192,141126618,54426
client,32,8192,413793533,159581
server,32,8192,221626303,85471
client,32,8192,428065405,165085
server,32,8192,218921804,84429
client,32,8192,416627682,160675
server,32,8192,413694999,159543
client,32,8192,185850682,71674
server,32,8192,422708267,163019
client,32,8192,81049401,31257
server,32,8192,424699691,163788
client,32,8192,400919288,154617
server,32,8192,431674861,166478
client,32,8192,403522660,155621
server,32,8192,420989108,162356
client,32,8192,400558861,154478
server,32,8192,419378855,161735
client,32,8192,407834819,157283
server,32,8192,416796227,160742
client,32,8192,400027296,154274
server,32,8192,326103459,125762
client,32,8192,405560758,156406
server,32,8192,400239922,154355
client,32,8192,397636550,153350
server,32,8192,406613516,156813
client,32,8192,419544807,161800
server,32,8192,341539588,131717
client,32,8192,413529047,159479
server,32,8192,207004376,79833
client,32,8192,18607368,7176
server,32,8192,408008550,157351
client,32,8192,145830320,56241
server,32,8192,223169138,86066
client,32,8192,408031887,157359
server,32,8192,66912365,25806
client,32,8192,414306947,159779
client,32,8192,421567347,162578
server,32,8192,412445173,159061
server,32,8192,218856979,84403
client,32,8192,420312335,162095
server,32,8192,217015949,83693
client,32,8192,420356416,162112
server,32,8192,254754471,98247
client,32,8192,420299370,162090
server,32,8192,232625809,89714
client,32,8192,424041069,163533
server,32,8192,407692204,157228
client,32,8192,429644542,165694
server,32,8192,276416393,106602
client,32,8192,413661290,159530
server,32,8192,254993027,98340
client,32,8192,452984135,174695
server,32,8192,412149571,158949
client,32,8192,419651120,161841
server,32,8192,409779569,158033
client,32,8192,258739912,99784
server,32,8192,364430592,140544
client,32,8192,418372771,161347
client,32,8192,369466198,142486
server,32,8192,411944724,158868
client,32,8192,387350119,149383
server,32,8192,380616098,146785
client,32,8192,379023996,146172
server,32,8192,522696940,201581
server,32,8192,415414158,160207
client,32,8192,440172122,169755
server,32,8192,438307755,169035
client,32,8192,19164863,7392
server,32,8192,434073386,167402
client,32,8192,405047344,156208
server,32,8192,412717438,159166
client,32,8192,402589180,155260
server,32,8192,416938842,160795
client,32,8192,162866330,62810
server,32,8192,429644542,165695
