endpoint,min_input,max_input,cycles,time
server,32,8192,246166455,94936
client,32,8192,224004084,86391
server,32,8192,149066384,57490
client,32,8192,202378464,78048
server,32,8192,175522763,67692
client,32,8192,193653019,74684
server,32,8192,133759905,51586
client,32,8192,190671069,73534
server,32,8192,170769794,65859
client,32,8192,190512896,73473
server,32,8192,225935869,87133
client,32,8192,210510112,81185
server,32,8192,247092156,95291
client,32,8192,221805220,85540
server,32,8192,232763238,89766
client,32,8192,197941841,76337
server,32,8192,88823215,34255
client,32,8192,229353443,88451
client,32,8192,208448677,80390
server,32,8192,236297497,91129
server,32,8192,209820374,80919
client,32,8192,214910433,82882
server,32,8192,207421849,79995
client,32,8192,193728216,74712
server,32,8192,211988122,81755
client,32,8192,157947409,60913
server,32,8192,227673179,87804
client,32,8192,200633375,77375
server,32,8192,98362862,37934
client,32,8192,192426530,74211
client,32,8192,55090878,21245
server,32,8192,131685505,50786
client,32,8192,58415104,22528
server,32,8192,70534786,27203
server,32,8192,183351030,70710
client,32,8192,143742955,55436
client,32,8192,16442213,6340
server,32,8192,180436498,69586
server,32,8192,181966368,70176
client,32,8192,57315672,22104
server,32,8192,188137708,72556
client,32,8192,22403520,8640
server,32,8192,185363198,71487
client,32,8192,23681869,9134
server,32,8192,197584007,76200
client,32,8192,56589632,21824
server,32,8192,205132230,79113
client,32,8192,23824484,9188
client,32,8192,13255416,5111
server,32,8192,46554722,17956
server,32,8192,213131635,82196
client,32,8192,26342287,10160
server,32,8192,199948823,77112
client,32,8192,62903587,24263
server,32,8192,192706574,74318
client,32,8192,168474989,64972
server,32,8192,185944030,71712
client,32,8192,24096749,9294
server,32,8192,195753349,75494
client,32,8192,27252430,10510
server,32,8192,187499830,72312
client,32,8192,20816604,8028
server,32,8192,221654826,85483
client,32,8192,24506443,9451
server,32,8192,194176805,74885
client,32,8192,21594504,8329
server,32,8192,191080763,73692
client,32,8192,21223705,8185
server,32,8192,199943637,77110
client,32,8192,19478616,7512
server,32,8192,195361806,75343
client,32,8192,24939474,9618
server,32,8192,192807701,74357
client,32,8192,43214938,16666
server,32,8192,181209212,69884
client,32,8192,168257177,64889
server,32,8192,187458342,72294
client,32,8192,59929416,23112
server,32,8192,187951012,72484
client,32,8192,49456289,19074
server,32,8192,191472306,73841
client,32,8192,65740329,25353
server,32,8192,213958802,82515
client,32,8192,248762048,95937
server,32,8192,199837324,77069
client,32,8192,91263228,35196
server,32,8192,202663694,78158
client,32,8192,21926408,8456
server,32,8192,191360807,73800
client,32,8192,110791111,42728
server,32,8192,192885491,74388
client,32,8192,21739712,8384
server,32,8192,198779380,76660
client,32,8192,21234077,8189
server,32,8192,207198851,79907
client,32,8192,26223009,10114
server,32,8192,194555383,75031
client,32,8192,190183585,73345
server,32,8192,189141199,72944
client,32,8192,67210560,25920
server,32,8192,183265461,70677
client,32,8192,51180634,19738
server,32,8192,181318118,69926
client,32,8192,196248612,75684
server,32,8192,207745974,80118
client,32,8192,137099689,52873
server,32,8192,189711659,73163
client,32,8192,197812191,76288
server,32,8192,188627785,72745
client,32,8192,152338750,58750
server,32,8192,184411567,71119
client,32,8192,25118391,9687
server,32,8192,190302863,73392
client,32,8192,54058864,20848
server,32,8192,204413969,78835
client,32,8192,32368419,12484
server,32,8192,205930874,79417
client,32,8192,28370013,10941
server,32,8192,194511302,75015
client,32,8192,42532979,16404
server,32,8192,210860167,81319
client,32,8192,21464854,8278
server,32,8192,188005465,72506
client,32,8192,58736636,22652
server,32,8192,191565654,73878
client,32,8192,21257414,8198
server,32,8192,167300360,64521
client,32,8192,23419976,9032
server,32,8192,180579113,69642
client,32,8192,123890947,47778
server,32,8192,207294792,79946
client,32,8192,67905484,26190
server,32,8192,200099217,77168
client,32,8192,22585030,8709
server,32,8192,192504320,74240
client,32,8192,26640482,10274
server,32,8192,201463135,77697
client,32,8192,26264497,10130
server,32,8192,194736893,75105
client,32,8192,21638585,8343
server,32,8192,200555585,77346
client,32,8192,30592214,11802
server,32,8192,215011560,82921
client,32,8192,24506443,9440
server,32,8192,215836134,83239
client,32,8192,161222368,62176
server,32,8192,205222985,79147
client,32,8192,28276665,10905
server,32,8192,191205227,73740
client,32,8192,54857508,21157
server,32,8192,195704082,75476
client,32,8192,27293918,10527
server,32,8192,191671967,73920
client,32,8192,22621332,8725
server,32,8192,190251003,73371
client,32,8192,21342983,8231
server,32,8192,184113372,71004
client,32,8192,171625484,66189
server,32,8192,192063510,74070
client,32,8192,27174640,10480
server,32,8192,200654119,77384
client,32,8192,21405215,8255
server,32,8192,185249106,71442
client,32,8192,25473632,9825
server,32,8192,192455053,74221
client,32,8192,50011191,19288
server,32,8192,188485170,72691
client,32,8192,101819331,39268
server,32,8192,190391025,73425
client,32,8192,29204959,11261
server,32,8192,201509809,77713
client,32,8192,20863278,8046
server,32,8192,184427125,71127
client,32,8192,26165963,10091
server,32,8192,190471408,73456
client,32,8192,21547830,8309
server,32,8192,190463629,73455
client,32,8192,22281649,8592
server,32,8192,182031193,70201
client,32,8192,160299260,61820
server,32,8192,190938148,73637
client,32,8192,58158397,22428
server,32,8192,190149876,73332
client,32,8192,68807848,26535
server,32,8192,188772993,72801
client,32,8192,51585142,19895
server,32,8192,182601653,70421
client,32,8192,145039455,55934
server,32,8192,192379856,74193
client,32,8192,192211311,74127
server,32,8192,184935353,71322
client,32,8192,179482274,69217
server,32,8192,184818668,71276
client,32,8192,171552880,66160
server,32,8192,187126438,72166
client,32,8192,187123845,72165
server,32,8192,197519182,76174
client,32,8192,21877141,8437
server,32,8192,186693407,71999
client,32,8192,62185326,23982
server,32,8192,183765910,70871
client,32,8192,21158880,8161
server,32,8192,193777483,74732
client,32,8192,21205554,8178
server,32,8192,186257783,71831
client,32,8192,57380497,22129
server,32,8192,187761723,72411
client,32,8192,20549525,7925
server,32,8192,190759231,73567
client,32,8192,20884022,8055
server,32,8192,206558380,79661
client,32,8192,21490784,8289
server,32,8192,184847191,71287
client,32,8192,21573760,8320
server,32,8192,179552285,69245
client,32,8192,21848618,8426
server,32,8192,189981331,73268
client,32,8192,26127068,10077
server,32,8192,212120365,81806
client,32,8192,26700121,10297
server,32,8192,192519878,74247
client,32,8192,57390869,22133
server,32,8192,183859258,70907
client,32,8192,44361044,17108
server,32,8192,188433310,72670
client,32,8192,21444110,8270
server,32,8192,184759029,71253
client,32,8192,21223705,8185
server,32,8192,183939641,70938
client,32,8192,19826078,7646
server,32,8192,188824853,72823
client,32,8192,26420077,10189
server,32,8192,191923488,74017
client,32,8192,21101834,8137
server,32,8192,186747860,72021
client,32,8192,26300799,10144
server,32,8192,186753046,72022
client,32,8192,20951440,8080
server,32,8192,190686627,73539
client,32,8192,21571167,8319
server,32,8192,181815974,70118
client,32,8192,58539568,22576
server,32,8192,188827446,72822
client,32,8192,21908257,8450
server,32,8192,186680442,71995
client,32,8192,25434737,9809
server,32,8192,188028802,72514
client,32,8192,108379621,41797
server,32,8192,200581515,77357
client,32,8192,56283658,21705
server,32,8192,198364500,76501
client,32,8192,23191792,8945
server,32,8192,193481881,74618
client,32,8192,26637889,10273
server,32,8192,189654613,73141
client,32,8192,21407808,8256
server,32,8192,190510303,73472
client,32,8192,21755270,8389
server,32,8192,185993297,71729
client,32,8192,20425061,7878
server,32,8192,193793041,74738
client,32,8192,22076802,8514
server,32,8192,188342555,72636
client,32,8192,66583054,25678
server,32,8192,184235243,71055
client,32,8192,61599308,23756
server,32,8192,185757334,71640
client,32,8192,187383145,72265
server,32,8192,149253080,57560
client,32,8192,171052431,65968
server,32,8192,174125136,67154
client,32,8192,189467917,73069
server,32,8192,202025816,77912
client,32,8192,204198750,78749
server,32,8192,195701489,75474
client,32,8192,26780504,10326
server,32,8192,204608444,78908
client,32,8192,22048279,8503
server,32,8192,201450170,77692
client,32,8192,55879150,21549
server,32,8192,194830241,75137
client,32,8192,57494589,22172
server,32,8192,191830140,73982
client,32,8192,21858990,8430
server,32,8192,198691218,76628
client,32,8192,21363727,8240
server,32,8192,183802212,70884
client,32,8192,21475226,8282
server,32,8192,190393618,73426
client,32,8192,28227398,10886
server,32,8192,192947723,74413
client,32,8192,21011079,8103
server,32,8192,184250801,71057
client,32,8192,21044788,8116
server,32,8192,190217294,73358
client,32,8192,40754181,15718
server,32,8192,207919705,80187
client,32,8192,27503951,10607
server,32,8192,192488762,74234
client,32,8192,22310172,8605
server,32,8192,184878307,71299
client,32,8192,86792896,33472
server,32,8192,190209515,73355
client,32,8192,86147239,33224
server,32,8192,191137809,73713
client,32,8192,20684361,7977
server,32,8192,185819566,71662
client,32,8192,21472633,8281
server,32,8192,188347741,72637
client,32,8192,51113216,19712
server,32,8192,190123946,73323
client,32,8192,21545237,8309
server,32,8192,184248208,71057
client,32,8192,21511528,8296
server,32,8192,186908626,72084
client,32,8192,57987259,22363
server,32,8192,187865443,72452
client,32,8192,21553016,8312
server,32,8192,186833429,72054
client,32,8192,66383393,25601
server,32,8192,191850884,73988
client,32,8192,43176043,16651
server,32,8192,186711558,72007
client,32,8192,22400927,8639
