endpoint,data_size,time
client,1048576,90228
server,1048576,89789
server,1048576,91603
client,1048576,95961
server,1048576,91352
client,1048576,91689
server,1048576,90493
client,1048576,90830
server,1048576,90277
client,1048576,90607
server,1048576,89853
client,1048576,90233
server,1048576,89950
client,1048576,90302
server,1048576,91064
client,1048576,91458
server,1048576,90463
client,1048576,90831
client,1048576,91372
server,1048576,90967
server,1048576,94243
client,1048576,94759
server,1048576,91448
client,1048576,91849
server,1048576,91498
client,1048576,91873
server,1048576,91594
client,1048576,91961
server,1048576,91406
client,1048576,91769
server,1048576,90836
client,1048576,91210
server,1048576,91738
client,1048576,92061
server,1048576,349260
client,1048576,349645
server,1048576,92265
client,1048576,92630
server,1048576,90568
client,1048576,96596
server,1048576,91220
client,1048576,91588
server,1048576,91584
client,1048576,91890
server,1048576,90922
client,1048576,91307
server,1048576,92690
client,1048576,93072
server,1048576,92200
client,1048576,92556
server,1048576,91137
client,1048576,91587
server,1048576,92045
client,1048576,92423
server,1048576,91411
client,1048576,91728
server,1048576,91794
client,1048576,92204
server,1048576,91042
client,1048576,91382
server,1048576,91472
client,1048576,91786
server,1048576,93486
client,1048576,93841
server,1048576,91527
client,1048576,91879
server,1048576,90929
client,1048576,91255
server,1048576,93504
client,1048576,93819
server,1048576,89974
client,1048576,90258
server,1048576,90436
client,1048576,90767
server,1048576,91061
client,1048576,91406
server,1048576,91087
client,1048576,91421
server,1048576,93053
client,1048576,93384
server,1048576,90795
client,1048576,91096
server,1048576,339802
client,1048576,340125
server,1048576,345403
client,1048576,345746
server,1048576,92791
client,1048576,93133
server,1048576,93209
client,1048576,93498
server,1048576,90264
client,1048576,90588
server,1048576,93284
client,1048576,93628
server,1048576,93804
client,1048576,94145
server,1048576,91471
client,1048576,91989
server,1048576,90812
client,1048576,91179
server,1048576,90711
client,1048576,91031
server,1048576,91084
client,1048576,91417
server,1048576,91931
client,1048576,92251
server,1048576,91207
client,1048576,91546
server,1048576,92471
client,1048576,92793
server,1048576,90012
client,1048576,90359
server,1048576,91681
client,1048576,91981
server,1048576,93042
client,1048576,93383
server,1048576,91525
client,1048576,91831
server,1048576,91629
client,1048576,91981
server,1048576,90045
client,1048576,90415
server,1048576,93848
client,1048576,94224
server,1048576,92975
client,1048576,93332
server,1048576,90645
client,1048576,90989
server,1048576,90952
client,1048576,91284
server,1048576,90775
client,1048576,91178
server,1048576,90764
client,1048576,91113
server,1048576,91843
client,1048576,92287
server,1048576,90839
client,1048576,91188
server,1048576,91691
client,1048576,92184
server,1048576,92024
client,1048576,92391
server,1048576,90612
client,1048576,91054
server,1048576,91006
client,1048576,91340
server,1048576,91107
client,1048576,91524
server,1048576,92385
client,1048576,92742
server,1048576,92653
client,1048576,92976
server,1048576,103154
client,1048576,103598
server,1048576,93330
client,1048576,93684
server,1048576,92022
client,1048576,92363
server,1048576,91784
client,1048576,92141
server,1048576,92087
client,1048576,92413
server,1048576,91395
client,1048576,91740
