endpoint,min_input,max_input,cycles,time
server,32,8192,252068123,97212
client,32,8192,136454032,52624
server,32,8192,192447274,74218
client,32,8192,105509170,40690
server,32,8192,187307948,72235
client,32,8192,22839144,8809
server,32,8192,184582705,71185
client,32,8192,24882428,9596
server,32,8192,183068393,70603
client,32,8192,25901477,9989
server,32,8192,182977638,70566
client,32,8192,26414891,10188
server,32,8192,179891968,69377
client,32,8192,55259423,21311
server,32,8192,184790145,71266
client,32,8192,19680870,7591
server,32,8192,179871224,69369
client,32,8192,18765541,7237
server,32,8192,184984620,71340
client,32,8192,24783894,9558
server,32,8192,142493129,54954
client,32,8192,18734425,7225
server,32,8192,188848190,72831
client,32,8192,23806333,9181
server,32,8192,188103999,72544
client,32,8192,19367117,7469
server,32,8192,180465021,69598
client,32,8192,21856397,8429
server,32,8192,181349234,69939
client,32,8192,59312282,22874
server,32,8192,185879205,71686
client,32,8192,20430247,7879
server,32,8192,181499628,69997
client,32,8192,58477336,22552
server,32,8192,185596568,71577
client,32,8192,23707799,9143
server,32,8192,179500425,69225
client,32,8192,20360236,7852
server,32,8192,148656690,57331
client,32,8192,21223705,8186
server,32,8192,186589687,71959
client,32,8192,61959735,23895
server,32,8192,189680543,73151
client,32,8192,23547033,9081
server,32,8192,178115763,68691
client,32,8192,25543643,9850
server,32,8192,184476392,71145
client,32,8192,20378387,7859
server,32,8192,143766292,55443
client,32,8192,18446602,7115
server,32,8192,179710458,69307
client,32,8192,24636093,9502
server,32,8192,186128133,71782
client,32,8192,25048380,9661
server,32,8192,180109780,69460
client,32,8192,19374896,7472
server,32,8192,183156555,70636
client,32,8192,26064836,10051
server,32,8192,180680240,69680
client,32,8192,24112307,9300
server,32,8192,182114169,70233
client,32,8192,41656545,16065
server,32,8192,182466817,70369
client,32,8192,57357160,22120
client,32,8192,110814448,42737
server,32,8192,133205003,51371
server,32,8192,171526950,66149
client,32,8192,185529150,71551
server,32,8192,181883392,70145
client,32,8192,164349526,63384
server,32,8192,185186874,71420
client,32,8192,91353983,35232
server,32,8192,177104493,68301
client,32,8192,182420143,70351
server,32,8192,181847090,70131
client,32,8192,189467917,73069
server,32,8192,179010348,69037
client,32,8192,186589687,71959
server,32,8192,178852175,68976
client,32,8192,19854601,7657
server,32,8192,178694002,68913
client,32,8192,184548996,71172
server,32,8192,180019025,69426
client,32,8192,182956894,70558
server,32,8192,183177299,70644
client,32,8192,187756537,72409
server,32,8192,202795937,78209
client,32,8192,203099318,78326
server,32,8192,191316726,73782
client,32,8192,200934163,77491
server,32,8192,179388926,69182
client,32,8192,54657847,21079
server,32,8192,185005364,71349
client,32,8192,173142389,66773
server,32,8192,187720235,72396
client,32,8192,169636653,65421
server,32,8192,159293176,61432
client,32,8192,187909524,72468
server,32,8192,172330780,66460
client,32,8192,120289270,46391
server,32,8192,173303155,66836
client,32,8192,185456546,71522
server,32,8192,175699087,67759
client,32,8192,185809194,71658
server,32,8192,190569942,73495
client,32,8192,22074209,8513
server,32,8192,147961766,57061
client,32,8192,191975348,74036
