sec_lvl,test_id,cycles,time
1,0,5188,2
1,0,2594,0
1,0,754854,292
1,0,5188,2
1,0,7782,2
1,0,2594,0
1,0,2594,1
1,0,5188,1
1,0,192443672,74186
1,0,5657514,2180
1,1,5188,1
1,1,2594,0
1,1,33722,13
1,1,5188,2
1,1,5188,2
1,1,2594,1
1,1,2594,1
1,1,2594,1
1,1,154913680,59718
1,1,5047924,1947
1,2,2594,0
1,2,2594,1
1,2,25940,10
1,2,5188,1
1,2,5188,1
1,2,2594,1
1,2,2594,0
1,2,2594,1
1,2,155769700,60049
1,2,3953256,1524
1,3,2594,2
1,3,2594,0
1,3,31128,12
1,3,7782,2
1,3,5188,2
1,3,0,0
1,3,2594,1
1,3,2594,1
1,3,156169176,60203
1,3,4920818,1897
1,4,5188,2
1,4,2594,1
1,4,33722,13
1,4,5188,2
1,4,5188,2
1,4,0,1
1,4,2594,1
1,4,5188,1
1,4,155432480,59919
1,4,4804088,1851
1,5,2594,1
1,5,2594,0
1,5,25940,11
1,5,7782,2
1,5,5188,2
1,5,2594,1
1,5,0,1
1,5,2594,1
1,5,157974600,60900
1,5,4837810,1864
1,6,5188,1
1,6,2594,1
1,6,36316,15
1,6,2594,2
1,6,5188,2
1,6,2594,1
1,6,2594,1
1,6,2594,1
1,6,157787832,60827
1,6,4842998,1867
1,7,5188,1
1,7,0,1
1,7,33722,14
1,7,5188,2
1,7,5188,2
1,7,2594,0
1,7,2594,1
1,7,2594,1
1,7,157948660,60889
1,7,5213940,2009
1,8,2594,1
1,8,2594,0
1,8,25940,10
1,8,5188,2
1,8,5188,1
1,8,2594,1
1,8,2594,0
1,8,2594,1
1,8,158267722,61012
1,8,4830028,1862
1,9,2594,1
1,9,2594,0
1,9,28534,11
1,9,5188,2
1,9,5188,2
1,9,2594,0
1,9,2594,1
1,9,2594,0
1,9,159673670,61554
1,9,4936382,1902
1,10,5188,1
1,10,0,1
1,10,28534,11
1,10,5188,2
1,10,5188,2
1,10,2594,1
1,10,0,1
1,10,2594,1
1,10,157842306,60849
1,10,4817058,1857
1,11,2594,1
1,11,2594,1
1,11,28534,11
1,11,5188,1
1,11,5188,1
1,11,2594,1
1,11,2594,0
1,11,5188,1
1,11,158970696,61284
1,11,4837810,1865
1,12,5188,1
1,12,2594,1
1,12,28534,10
1,12,5188,2
1,12,5188,2
1,12,2594,1
1,12,0,1
1,12,2594,1
1,12,157663320,60779
1,12,4850780,1869
1,13,5188,1
1,13,2594,0
1,13,25940,10
1,13,7782,2
1,13,2594,2
1,13,2594,1
1,13,0,1
1,13,2594,0
1,13,157549184,60735
1,13,4391642,1693
1,14,5188,1
1,14,2594,0
1,14,25940,11
1,14,5188,1
1,14,5188,2
1,14,0,1
1,14,2594,1
1,14,5188,1
1,14,157064106,60558
1,14,4830028,1863
1,15,2594,1
1,15,2594,1
1,15,25940,11
1,15,5188,1
1,15,5188,2
1,15,2594,0
1,15,2594,1
1,15,2594,1
1,15,158003134,60911
1,15,4874126,1879
1,16,5188,1
1,16,2594,1
1,16,28534,10
1,16,7782,2
1,16,5188,2
1,16,2594,0
1,16,0,1
1,16,5188,1
1,16,158179526,60977
1,16,4887096,1884
1,17,2594,1
1,17,2594,1
1,17,25940,9
1,17,5188,1
1,17,5188,2
1,17,2594,1
1,17,0,1
1,17,2594,1
1,17,157920126,60878
1,17,5156872,1987
1,18,5188,1
1,18,2594,1
1,18,33722,13
1,18,7782,2
1,18,7782,3
1,18,2594,0
1,18,2594,1
1,18,2594,1
1,18,159090020,61329
1,18,4879314,1881
1,19,2594,1
1,19,2594,1
1,19,28534,11
1,19,7782,2
1,19,5188,2
1,19,0,1
1,19,2594,1
1,19,2594,1
1,19,157743734,60810
1,19,4801494,1852
1,20,5188,1
1,20,2594,0
1,20,57068,23
1,20,5188,1
1,20,7782,2
1,20,2594,0
1,20,2594,1
1,20,2594,0
1,20,157741140,60810
1,20,5123150,1975
1,21,5188,1
1,21,2594,1
1,21,28534,12
1,21,5188,2
1,21,5188,1
1,21,2594,1
1,21,2594,0
1,21,2594,0
1,21,157346852,60657
1,21,4855968,1872
1,22,5188,1
1,22,0,1
1,22,25940,11
1,22,7782,2
1,22,5188,2
1,22,0,0
1,22,2594,1
1,22,5188,1
1,22,157328694,60651
1,22,4897472,1887
1,23,5188,1
1,23,0,1
1,23,33722,13
1,23,5188,2
1,23,5188,3
1,23,2594,1
1,23,2594,0
1,23,5188,1
1,23,158965508,61281
1,23,4832622,1863
1,24,2594,1
1,24,2594,1
1,24,23346,10
1,24,5188,2
1,24,5188,1
1,24,2594,1
1,24,2594,0
1,24,2594,0
1,24,157520650,60724
1,24,5198376,2004
1,25,5188,1
1,25,2594,1
1,25,31128,11
1,25,7782,2
1,25,2594,2
1,25,2594,0
1,25,2594,1
1,25,2594,1
1,25,157486928,60711
1,25,4809276,1854
1,26,5188,1
1,26,2594,1
1,26,31128,11
1,26,5188,2
1,26,5188,1
1,26,2594,1
1,26,0,0
1,26,2594,1
1,26,159128930,61344
1,26,5180218,1996
1,27,2594,2
1,27,2594,1
1,27,31128,13
1,27,5188,2
1,27,5188,2
1,27,2594,0
1,27,2594,1
1,27,2594,1
1,27,159375360,61439
1,27,4793712,1848
1,28,5188,1
1,28,2594,0
1,28,25940,10
1,28,7782,2
1,28,5188,1
1,28,0,1
1,28,2594,0
1,28,5188,1
1,28,156672412,60398
1,28,0,0
1,29,5188,1
1,29,2594,0
1,29,25940,10
1,29,5188,1
1,29,5188,2
1,29,0,1
1,29,2594,1
1,29,5188,1
1,29,159458368,61472
1,29,5102398,1967
2,0,5188,1
2,0,0,0
2,0,25940,10
