endpoint,operation,msglen,time
client,encrypt,8192,285
server,decrypt,8192,273
server,encrypt,8192,287
client,decrypt,8192,275
client,encrypt,8192,281
server,decrypt,8192,814
server,encrypt,8192,332
client,decrypt,8192,279
client,encrypt,8192,305
server,decrypt,8192,274
server,encrypt,8192,276
client,decrypt,8192,275
client,encrypt,8192,308
server,decrypt,8192,332
server,encrypt,8192,282
client,decrypt,8192,278
client,encrypt,8192,277
server,decrypt,8192,273
server,encrypt,8192,276
client,decrypt,8192,384
client,encrypt,16384,782
server,decrypt,16384,620
server,encrypt,16384,546
client,decrypt,16384,590
client,encrypt,16384,579
server,decrypt,16384,639
server,encrypt,16384,600
client,decrypt,16384,568
client,encrypt,16384,550
server,decrypt,16384,541
server,encrypt,16384,545
client,decrypt,16384,723
client,encrypt,16384,669
server,decrypt,16384,623
server,encrypt,16384,575
client,decrypt,16384,549
client,encrypt,16384,561
server,decrypt,16384,637
server,encrypt,16384,920
client,decrypt,16384,645
