endpoint,keylen,time
client,10,190
server,10,251
server,10,201
client,10,144
client,10,121
server,10,237
server,10,206
client,10,116
client,10,136
server,10,206
server,10,215
client,10,127
client,10,109
server,10,178
client,10,125
server,10,231
server,10,225
client,10,178
server,10,613
client,10,198
server,10,213
client,10,135
client,10,140
server,10,224
client,10,116
server,10,218
client,10,147
server,10,202
server,10,245
client,10,123
client,10,220
server,10,226
client,10,112
server,10,204
client,10,197
server,10,211
client,10,115
server,10,210
client,10,170
server,10,215
server,10,315
client,10,216
server,10,235
client,10,180
client,10,112
server,10,178
client,10,179
server,10,209
server,10,164
client,10,118
server,10,231
client,10,187
client,10,115
server,10,171
client,10,119
server,10,201
server,10,223
client,10,137
client,10,127
server,10,184
server,10,190
client,10,113
client,10,171
server,10,189
client,10,124
server,10,223
client,10,164
server,10,252
server,10,199
client,10,139
server,10,193
client,10,119
server,10,183
client,10,112
server,10,200
client,10,117
server,10,179
client,10,113
client,10,143
server,10,249
client,10,126
server,10,230
server,10,202
client,10,113
server,10,252
client,10,174
server,10,206
client,10,114
server,10,192
client,10,114
server,10,180
client,10,113
client,10,179
server,10,202
server,10,216
client,10,123
server,10,180
client,10,121
server,10,230
client,10,128
client,10,112
server,10,185
client,10,126
server,10,217
client,10,127
server,10,215
client,10,127
server,10,212
client,10,179
server,10,213
client,10,124
server,10,212
client,10,121
server,10,208
server,10,199
client,10,116
server,10,196
client,10,152
client,10,124
server,10,188
client,10,112
server,10,198
client,10,139
server,10,226
server,10,208
client,10,120
client,10,135
server,10,160
server,10,242
client,10,125
server,10,212
client,10,123
client,10,120
server,10,189
client,10,123
server,10,196
client,10,176
server,10,200
server,10,185
client,10,164
client,10,112
server,10,176
client,10,122
server,10,217
client,10,113
server,10,204
client,10,169
server,10,268
client,10,121
server,10,183
client,10,124
server,10,201
client,10,113
server,10,219
client,10,121
server,10,219
client,10,184
server,10,222
client,10,136
server,10,193
server,10,199
client,10,126
client,10,114
server,10,214
client,10,161
server,10,263
client,10,124
server,10,280
client,10,127
server,10,193
client,10,194
server,10,214
server,10,310
client,10,216
client,10,150
server,10,229
client,10,198
server,10,203
client,10,193
server,10,220
client,10,121
server,10,253
client,10,139
server,10,276
client,10,149
server,10,199
client,10,124
server,10,212
server,10,233
client,10,186
client,10,150
server,10,235
client,10,127
server,10,237
client,10,143
server,10,258
client,10,122
server,10,221
client,10,122
server,10,196
client,10,116
server,10,244
server,10,216
client,10,152
client,10,128
server,10,189
client,10,112
server,10,194
client,10,149
server,10,220
server,10,214
client,10,113
client,10,122
server,10,198
client,10,119
server,10,214
client,10,179
server,10,284
client,10,122
server,10,209
client,10,183
server,10,255
server,10,263
client,10,141
client,10,108
server,10,190
client,10,131
server,10,275
client,10,136
server,10,217
client,10,120
server,10,207
client,10,124
server,10,207
client,10,126
server,10,210
client,10,124
server,10,202
client,10,205
server,10,276
client,10,112
server,10,209
server,10,224
client,10,124
server,10,184
client,10,122
server,10,213
client,10,115
server,10,220
client,10,113
server,10,198
client,10,108
client,10,212
server,10,203
client,10,156
server,10,211
server,10,229
client,10,169
server,10,199
client,10,139
client,10,172
server,10,229
client,10,149
server,10,254
server,10,267
client,10,154
client,10,141
server,10,180
client,10,197
server,10,251
client,10,171
server,10,185
server,10,233
client,10,126
server,10,329
client,10,215
client,10,192
server,10,244
client,10,193
server,10,238
client,10,121
server,10,188
server,10,163
client,10,120
client,10,117
server,10,160
client,10,189
server,10,245
client,10,136
server,10,234
client,10,181
server,10,211
client,10,153
server,10,213
client,10,179
server,10,263
client,10,190
server,10,212
client,10,121
server,10,227
client,10,194
server,10,268
client,10,205
server,10,207
client,10,137
server,10,232
server,10,265
client,10,175
client,10,137
server,10,202
client,10,161
server,10,259
server,10,249
client,10,120
server,10,204
client,10,117
client,10,107
server,10,188
client,10,189
server,10,275
client,10,183
server,10,266
client,10,192
server,10,269
client,10,203
server,10,216
server,10,266
client,10,201
server,10,181
client,10,199
server,10,180
client,10,115
client,10,109
server,10,190
client,10,190
server,10,268
client,10,186
server,10,265
client,10,120
server,10,196
client,10,121
server,10,203
client,10,131
server,10,234
client,10,126
server,10,201
client,10,125
server,10,207
client,10,117
server,10,237
client,10,124
server,10,211
client,10,126
server,10,274
client,10,129
server,10,223
client,10,152
server,10,205
client,10,189
server,10,269
client,10,131
server,10,221
client,10,121
server,10,206
client,10,188
server,10,315
server,10,206
client,10,113
client,10,132
server,10,204
server,10,199
client,10,118
client,10,120
server,10,180
client,10,127
server,10,232
server,10,205
client,10,120
server,10,230
client,10,134
client,10,115
server,10,204
server,10,267
client,10,181
server,10,244
client,10,134
client,10,180
server,10,196
server,10,210
client,10,112
client,10,114
server,10,197
client,10,151
server,10,231
client,10,122
server,10,207
client,10,123
server,10,260
server,10,269
client,10,132
server,10,384
client,10,273
server,10,195
client,10,186
client,10,209
server,10,287
server,10,164
client,10,124
client,10,206
server,10,219
client,10,131
server,10,207
client,10,205
server,10,193
client,10,174
server,10,256
client,10,142
server,10,208
client,10,123
server,10,247
client,10,189
server,10,214
client,10,125
server,10,240
client,10,128
server,10,225
server,10,189
client,10,123
client,10,116
server,10,165
client,10,117
server,10,174
client,10,128
server,10,192
client,10,137
server,10,209
server,10,200
client,10,130
client,10,201
server,10,262
client,10,126
server,10,195
client,10,130
server,10,208
client,10,129
server,10,240
client,10,125
server,10,161
client,10,121
server,10,173
client,10,125
server,10,192
client,10,144
server,10,219
client,10,118
server,10,207
client,10,120
server,10,197
client,10,232
server,10,318
client,10,111
server,10,213
server,10,209
client,10,180
client,10,118
server,10,202
client,10,180
server,10,248
client,10,201
server,10,266
client,10,127
server,10,238
server,10,170
client,10,122
client,10,108
server,10,169
client,10,131
server,10,252
client,10,121
server,10,195
server,10,199
client,10,118
server,10,188
client,10,132
client,10,158
server,10,226
client,10,127
server,10,215
client,10,127
server,10,195
client,10,122
server,10,249
client,10,124
server,10,236
client,10,177
server,10,228
client,10,119
server,10,209
client,10,128
server,10,273
server,10,264
client,10,125
client,10,110
server,10,201
client,10,128
server,10,206
server,10,214
client,10,199
client,10,180
server,10,186
client,10,119
server,10,257
client,10,154
server,10,255
client,10,111
server,10,204
client,10,134
server,10,260
client,10,119
server,10,200
client,10,164
server,10,254
server,10,233
client,10,131
client,10,117
server,10,190
client,10,116
server,10,220
server,10,197
client,10,120
server,10,194
client,10,119
client,10,131
server,10,208
client,10,125
server,10,248
client,10,146
server,10,208
client,10,191
server,10,267
client,10,171
server,10,286
client,10,179
server,10,255
client,10,200
server,10,249
client,10,174
server,10,238
client,10,156
server,10,232
client,10,195
server,10,246
client,10,180
server,10,187
client,10,199
server,10,240
client,10,127
server,10,175
server,10,154
client,10,121
client,10,144
server,10,197
server,10,188
client,10,136
server,10,198
client,10,140
server,10,203
client,10,134
client,10,113
server,10,200
client,10,139
server,10,211
client,10,135
server,10,212
client,10,141
server,10,212
client,10,182
server,10,309
server,10,201
client,10,127
client,10,184
server,10,184
server,10,242
client,10,183
client,10,119
server,10,232
server,10,201
client,10,123
client,10,131
server,10,187
client,10,202
server,10,272
server,10,248
client,10,210
client,10,202
server,10,265
client,10,122
server,10,238
client,10,149
server,10,212
server,14,216
client,14,124
server,14,186
client,14,123
server,14,235
client,14,174
server,14,185
client,14,111
server,14,192
client,14,122
server,14,171
client,14,113
server,14,182
client,14,131
client,14,117
