endpoint,operation,msglen,time
client,encrypt,8192,93
server,decrypt,8192,66
server,encrypt,8192,69
client,decrypt,8192,111
client,encrypt,8192,94
server,decrypt,8192,117
server,encrypt,8192,84
client,decrypt,8192,91
client,encrypt,8192,65
server,decrypt,8192,94
server,encrypt,8192,65
client,decrypt,8192,70
client,encrypt,8192,63
server,decrypt,8192,72
server,encrypt,8192,64
client,decrypt,8192,92
client,encrypt,8192,72
server,decrypt,8192,112
server,encrypt,8192,102
client,decrypt,8192,92
client,encrypt,16384,192
server,decrypt,16384,239
server,encrypt,16384,187
client,decrypt,16384,191
client,encrypt,16384,125
server,decrypt,16384,128
server,encrypt,16384,128
client,decrypt,16384,124
client,encrypt,16384,125
server,decrypt,16384,189
server,encrypt,16384,129
client,decrypt,16384,124
client,encrypt,16384,125
server,decrypt,16384,129
server,encrypt,16384,130
client,decrypt,16384,123
client,encrypt,16384,125
server,decrypt,16384,130
server,encrypt,16384,126
client,decrypt,16384,135
