endpoint,data_size,time
client,1048576,24103
server,1048576,23823
server,1048576,17451
client,1048576,21586
server,1048576,18206
client,1048576,18493
server,1048576,19619
client,1048576,19885
server,1048576,17536
client,1048576,17801
server,1048576,17765
client,1048576,18058
server,1048576,17401
client,1048576,17713
server,1048576,17493
client,1048576,17798
server,1048576,17350
client,1048576,17643
server,1048576,17454
client,1048576,17744
server,1048576,17916
client,1048576,18198
server,1048576,17757
client,1048576,18104
server,1048576,17859
client,1048576,18161
server,1048576,17750
client,1048576,18065
server,1048576,17511
client,1048576,17774
server,1048576,17403
client,1048576,17720
server,1048576,17739
client,1048576,18035
server,1048576,17620
client,1048576,17925
server,1048576,17480
client,1048576,17806
server,1048576,17685
client,1048576,18015
server,1048576,17472
client,1048576,17766
server,1048576,17456
client,1048576,17772
server,1048576,17381
client,1048576,17685
server,1048576,17685
client,1048576,17992
server,1048576,17464
client,1048576,17728
server,1048576,17280
client,1048576,17576
server,1048576,17421
client,1048576,17728
server,1048576,17391
client,1048576,17717
server,1048576,17482
client,1048576,17775
server,1048576,17601
client,1048576,17929
server,1048576,17317
client,1048576,17630
server,1048576,17732
client,1048576,18061
server,1048576,17831
client,1048576,18131
server,1048576,17528
client,1048576,17878
server,1048576,17309
client,1048576,17583
server,1048576,17391
client,1048576,17718
server,1048576,17730
client,1048576,18114
server,1048576,17550
client,1048576,17842
server,1048576,17819
client,1048576,18110
server,1048576,17385
client,1048576,17688
server,1048576,17597
client,1048576,17905
server,1048576,17703
client,1048576,18019
server,1048576,17585
client,1048576,17881
server,1048576,17400
client,1048576,17727
server,1048576,17742
client,1048576,18009
server,1048576,17686
client,1048576,17998
server,1048576,17497
client,1048576,17819
server,1048576,17336
client,1048576,17684
server,1048576,17449
client,1048576,17777
server,1048576,17444
client,1048576,17780
server,1048576,17458
client,1048576,17776
server,1048576,17289
client,1048576,17620
server,1048576,17653
client,1048576,17979
server,1048576,17375
client,1048576,17748
server,1048576,17607
client,1048576,17990
server,1048576,17355
client,1048576,17700
server,1048576,18498
client,1048576,18839
server,1048576,17382
client,1048576,17761
server,1048576,17693
client,1048576,18047
server,1048576,17546
client,1048576,17898
server,1048576,17595
client,1048576,17899
server,1048576,17472
client,1048576,17819
server,1048576,17701
client,1048576,18021
server,1048576,17527
client,1048576,17879
server,1048576,17560
client,1048576,17876
server,1048576,17547
client,1048576,17947
server,1048576,17522
client,1048576,17838
server,1048576,17532
client,1048576,17914
server,1048576,17744
client,1048576,18054
server,1048576,17627
client,1048576,18030
server,1048576,17642
client,1048576,17984
server,1048576,17455
client,1048576,17819
server,1048576,17643
client,1048576,17995
server,1048576,17474
client,1048576,17831
server,1048576,17638
client,1048576,18051
server,1048576,17344
client,1048576,17677
server,1048576,17596
client,1048576,17913
server,1048576,17718
client,1048576,18075
server,1048576,17833
client,1048576,18119
server,1048576,17418
client,1048576,17732
server,1048576,17603
client,1048576,17917
server,1048576,17327
client,1048576,17650
server,1048576,17672
client,1048576,17967
server,1048576,17718
client,1048576,18066
server,1048576,17659
client,1048576,18009
server,1048576,17408
client,1048576,17733
server,1048576,17575
client,1048576,17926
server,1048576,17385
client,1048576,17732
server,1048576,17393
client,1048576,17805
server,1048576,17484
client,1048576,17801
server,1048576,17586
client,1048576,17890
server,1048576,17423
client,1048576,17732
server,1048576,17647
client,1048576,17976
server,1048576,17451
client,1048576,17772
server,1048576,17914
client,1048576,18221
server,1048576,17479
client,1048576,17825
server,1048576,17938
client,1048576,18257
server,1048576,17523
client,1048576,17848
server,1048576,17862
client,1048576,18149
server,1048576,17487
client,1048576,17809
server,1048576,17638
client,1048576,17951
server,1048576,17761
client,1048576,18083
server,1048576,17658
client,1048576,17961
server,1048576,17427
client,1048576,17759
server,1048576,17727
client,1048576,18041
server,1048576,17602
client,1048576,17911
server,1048576,17451
client,1048576,17745
server,1048576,17667
client,1048576,17961
server,1048576,17741
client,1048576,18040
server,1048576,17411
client,1048576,17740
server,1048576,17770
client,1048576,18152
server,1048576,17549
client,1048576,17911
server,1048576,17918
client,1048576,18256
server,1048576,17410
client,1048576,17754
server,1048576,17895
client,1048576,18231
server,1048576,17310
client,1048576,17661
server,1048576,17687
client,1048576,17992
server,1048576,17623
client,1048576,17976
server,1048576,17826
client,1048576,18179
server,1048576,17526
client,1048576,17885
server,1048576,17693
client,1048576,18024
server,1048576,17495
client,1048576,17848
server,1048576,17768
client,1048576,18117
server,1048576,17360
client,1048576,17725
server,1048576,18188
client,1048576,18554
server,1048576,17529
client,1048576,17900
server,1048576,17730
client,1048576,18082
server,1048576,17545
client,1048576,17901
server,1048576,17705
client,1048576,18022
server,1048576,17633
client,1048576,18022
server,1048576,17635
client,1048576,18045
server,1048576,17443
client,1048576,17826
server,1048576,17890
client,1048576,18213
server,1048576,17744
client,1048576,18180
server,1048576,17850
client,1048576,18177
server,1048576,17837
client,1048576,18239
server,1048576,18139
client,1048576,18476
server,1048576,17658
client,1048576,18027
server,1048576,17690
client,1048576,17997
server,1048576,17593
client,1048576,17972
server,1048576,17974
client,1048576,18289
server,1048576,17934
client,1048576,18254
server,1048576,17835
client,1048576,18151
server,1048576,17661
client,1048576,17974
server,1048576,17948
client,1048576,18267
server,1048576,17609
client,1048576,17905
server,1048576,17779
client,1048576,18196
server,1048576,17712
client,1048576,18021
server,1048576,17849
client,1048576,18157
server,1048576,17775
client,1048576,18095
server,1048576,17844
client,1048576,18135
server,1048576,17385
client,1048576,17707
server,1048576,17653
client,1048576,17966
server,1048576,17538
client,1048576,17892
server,1048576,17678
client,1048576,17975
server,1048576,17439
client,1048576,17785
server,1048576,17701
client,1048576,18038
server,1048576,17585
client,1048576,17940
server,1048576,17576
client,1048576,17867
server,1048576,17722
client,1048576,18056
server,1048576,17517
client,1048576,17883
server,1048576,17365
client,1048576,17692
server,1048576,17625
client,1048576,17988
server,1048576,17688
client,1048576,18011
server,1048576,17754
client,1048576,18136
server,1048576,17519
client,1048576,17857
server,1048576,17764
client,1048576,18074
server,1048576,17592
client,1048576,17953
server,1048576,17811
client,1048576,18138
server,1048576,17487
client,1048576,17800
server,1048576,17781
client,1048576,18080
server,1048576,17401
client,1048576,17747
server,1048576,17517
client,1048576,17829
server,1048576,17360
client,1048576,17687
server,1048576,17521
client,1048576,17893
server,1048576,17800
client,1048576,18140
server,1048576,17623
client,1048576,17958
server,1048576,17425
client,1048576,17785
server,1048576,17546
client,1048576,17991
server,1048576,17318
client,1048576,17743
server,1048576,17447
client,1048576,17833
server,1048576,17409
client,1048576,17776
server,1048576,17724
client,1048576,18065
server,1048576,17528
client,1048576,17910
server,1048576,17970
client,1048576,18391
server,1048576,17389
client,1048576,17785
server,1048576,17616
client,1048576,18012
server,1048576,17486
client,1048576,17868
server,1048576,18192
client,1048576,18539
server,1048576,17492
client,1048576,17869
server,1048576,17560
client,1048576,17889
server,1048576,17288
client,1048576,17679
server,1048576,17597
client,1048576,17955
server,1048576,17502
client,1048576,17889
server,1048576,17715
client,1048576,18078
server,1048576,17251
client,1048576,17607
server,1048576,17485
client,1048576,17808
server,1048576,17440
client,1048576,17810
server,1048576,17857
client,1048576,18201
server,1048576,17538
client,1048576,17900
server,1048576,17759
client,1048576,18104
server,1048576,17589
client,1048576,17980
server,1048576,17927
client,1048576,18317
server,1048576,17455
client,1048576,17825
server,1048576,17976
client,1048576,18331
server,1048576,17482
client,1048576,17854
server,1048576,17808
client,1048576,18107
server,1048576,17511
client,1048576,17854
server,1048576,17911
client,1048576,18188
server,1048576,17909
client,1048576,18245
server,1048576,17837
client,1048576,18142
server,1048576,17679
client,1048576,18028
server,1048576,17922
client,1048576,18222
server,1048576,17822
client,1048576,18151
server,1048576,17971
client,1048576,18308
server,1048576,17683
client,1048576,18045
server,1048576,17892
client,1048576,18190
server,1048576,17354
client,1048576,17710
server,1048576,17692
client,1048576,18115
server,1048576,17510
client,1048576,17840
server,1048576,17808
client,1048576,18101
server,1048576,17679
client,1048576,18001
server,1048576,17727
client,1048576,18012
server,1048576,17623
client,1048576,17967
server,1048576,17860
client,1048576,18178
server,1048576,17536
client,1048576,17881
server,1048576,18047
client,1048576,18355
server,1048576,17387
client,1048576,17733
server,1048576,17545
client,1048576,17875
server,1048576,17363
client,1048576,17720
server,1048576,17784
client,1048576,18081
server,1048576,17572
client,1048576,17910
server,1048576,17886
client,1048576,18204
server,1048576,17474
client,1048576,17848
server,1048576,18008
client,1048576,18328
server,1048576,17484
