msglen,time
1024,762
1024,776
1024,823
1024,792
1024,852
1024,723
1024,577
1024,712
1024,580
1024,1119
1024,698
1024,584
1024,677
1024,660
1024,1080
1024,835
1024,772
1024,922
1024,845
1024,741
1024,671
1024,893
1024,809
1024,615
1024,761
