endpoint,keylen,test_id,time
client,1,0,17
server,1,0,9
server,1,0,1
client,1,0,1
client,1,0,479
server,1,0,1698
client,1,0,14870
client,1,0,10777
server,1,0,3
client,1,0,2
server,1,0,58379
client,1,0,2
server,1,0,4
server,1,0,1
server,1,0,1
client,1,0,29487
server,1,0,5439
server,1,0,19813
client,1,1,10
server,1,1,2
server,1,1,0
client,1,1,1
server,1,1,19
client,1,1,5
client,1,1,9228
server,1,1,2
client,1,1,9735
server,1,1,40191
client,1,1,1
client,1,1,2
server,1,1,3
client,1,1,30216
server,1,1,1
server,1,1,1
server,1,1,4906
server,1,1,19295
client,1,2,9
server,1,2,1
client,1,2,0
server,1,2,1
client,1,2,5
server,1,2,15
client,1,2,9102
server,1,2,1
client,1,2,10116
client,1,2,1
server,1,2,39534
client,1,2,1
server,1,2,3
client,1,2,30539
server,1,2,1
server,1,2,2
server,1,2,4848
server,1,2,19285
server,1,3,1
client,1,3,9
client,1,3,1
server,1,3,1
client,1,3,5
server,1,3,15
client,1,3,9360
server,1,3,1
server,1,3,40248
client,1,3,9664
server,1,3,4
server,1,3,1
client,1,3,1
server,1,3,1
client,1,3,1
server,1,3,5019
client,1,3,29876
server,1,3,19247
server,1,4,2
client,1,4,9
client,1,4,1
server,1,4,1
server,1,4,15
client,1,4,4
client,1,4,9449
server,1,4,2
client,1,4,10621
server,1,4,40069
client,1,4,2
client,1,4,1
server,1,4,4
client,1,4,34108
server,1,4,1
server,1,4,1
server,1,4,7700
server,1,4,19291
client,1,5,9
server,1,5,1
client,1,5,1
client,1,5,5
server,1,5,1
client,1,5,9147
server,1,5,15
server,1,5,2
client,1,5,9935
server,1,5,39523
client,1,5,1
server,1,5,4
server,1,5,1
client,1,5,2
server,1,5,0
client,1,5,30877
server,1,5,4933
server,1,5,20211
client,1,6,9
server,1,6,1
server,1,6,1
client,1,6,1
server,1,6,14
client,1,6,5
server,1,6,2
server,1,6,40180
client,1,6,9339
server,1,6,3
client,1,6,10644
client,1,6,1
server,1,6,1
server,1,6,0
client,1,6,2
server,1,6,5259
client,1,6,30888
server,1,6,19411
server,1,7,1
client,1,7,11
server,1,7,1
client,1,7,3
server,1,7,15
client,1,7,5
server,1,7,1
client,1,7,9088
server,1,7,39476
client,1,7,10017
client,1,7,1
server,1,7,3
server,1,7,0
client,1,7,2
client,1,7,31114
server,1,7,1
server,1,7,5063
server,1,7,19618
client,1,8,13
server,1,8,1
client,1,8,1
server,1,8,0
client,1,8,5
client,1,8,9055
server,1,8,15
server,1,8,1
client,1,8,10971
server,1,8,39408
client,1,8,1
client,1,8,1
client,1,8,30699
server,1,8,3
server,1,8,1
server,1,8,1
server,1,8,6466
server,1,8,19561
client,1,9,9
server,1,9,2
server,1,9,1
client,1,9,1
server,1,9,14
client,1,9,5
server,1,9,2
server,1,9,40394
client,1,9,9842
client,1,9,10092
server,1,9,2
client,1,9,1
server,1,9,1
client,1,9,3
server,1,9,1
server,1,9,5762
server,1,9,19334
client,1,9,29873
server,1,10,1
server,1,10,0
client,1,10,8
client,1,10,1
server,1,10,14
server,1,10,3
client,1,10,3
server,1,10,39523
server,1,10,3
client,1,10,9086
server,1,10,1
client,1,10,9786
client,1,10,1
server,1,10,1
client,1,10,1
server,1,10,5011
client,1,10,30911
server,1,10,19550
server,1,11,1
client,1,11,8
server,1,11,0
client,1,11,1
client,1,11,5
server,1,11,14
client,1,11,9389
server,1,11,1
client,1,11,10168
server,1,11,40490
server,1,11,3
client,1,11,0
client,1,11,2
server,1,11,1
client,1,11,30731
server,1,11,1
server,1,11,5375
server,1,11,19266
server,1,12,1
client,1,12,11
server,1,12,1
client,1,12,2
client,1,12,5
server,1,12,14
client,1,12,9440
server,1,12,2
client,1,12,10236
server,1,12,40446
client,1,12,1
server,1,12,3
server,1,12,1
client,1,12,1
server,1,12,1
client,1,12,32395
server,1,12,6983
server,1,12,19445
client,1,13,9
client,1,13,1
server,1,13,1
server,1,13,1
client,1,13,4
server,1,13,14
client,1,13,9370
server,1,13,1
client,1,13,9857
client,1,13,1
server,1,13,39925
client,1,13,1
server,1,13,3
server,1,13,1
client,1,13,30281
server,1,13,0
server,1,13,5068
server,1,13,19195
client,1,14,9
server,1,14,1
server,1,14,1
client,1,14,1
client,1,14,5
server,1,14,15
client,1,14,11886
server,1,14,1
server,1,14,42996
client,1,14,11109
client,1,14,1
server,1,14,3
client,1,14,2
server,1,14,1
server,1,14,1
client,1,14,31018
server,1,14,6092
server,1,14,19256
server,1,15,1
client,1,15,10
server,1,15,1
client,1,15,1
server,1,15,15
client,1,15,5
server,1,15,1
client,1,15,9715
server,1,15,41063
client,1,15,10540
client,1,15,1
server,1,15,3
client,1,15,2
server,1,15,1
client,1,15,31249
server,1,15,1
server,1,15,5472
server,1,15,19278
client,1,16,9
server,1,16,1
client,1,16,1
server,1,16,1
client,1,16,5
server,1,16,16
client,1,16,9091
server,1,16,2
server,1,16,40598
client,1,16,10104
server,1,16,3
server,1,16,1
server,1,16,1
client,1,16,1
client,1,16,2
server,1,16,5252
client,1,16,31651
server,1,16,19412
server,1,17,2
client,1,17,8
server,1,17,1
client,1,17,1
server,1,17,15
client,1,17,3
server,1,17,2
client,1,17,9855
server,1,17,40640
client,1,17,10114
server,1,17,2
client,1,17,1
server,1,17,0
client,1,17,1
server,1,17,1
client,1,17,30944
server,1,17,5105
server,1,17,19439
client,1,18,9
server,1,18,1
server,1,18,1
client,1,18,1
server,1,18,14
client,1,18,4
client,1,18,9279
server,1,18,1
server,1,18,40007
client,1,18,10055
server,1,18,4
client,1,18,1
server,1,18,1
client,1,18,2
server,1,18,1
client,1,18,31135
server,1,18,5135
server,1,18,19467
server,1,19,1
client,1,19,8
client,1,19,2
server,1,19,1
client,1,19,5
server,1,19,14
client,1,19,9424
client,1,19,10295
server,1,19,2
server,1,19,39939
client,1,19,1
server,1,19,4
client,1,19,1
client,1,19,31137
server,1,19,1
server,1,19,2
server,1,19,5175
server,1,19,21927
server,1,20,1
server,1,20,1
client,1,20,10
client,1,20,1
server,1,20,14
server,1,20,1
client,1,20,5
client,1,20,9514
server,1,20,40165
client,1,20,10072
server,1,20,3
client,1,20,1
server,1,20,1
server,1,20,1
client,1,20,2
server,1,20,5096
client,1,20,31265
server,1,20,19598
client,1,21,9
server,1,21,1
client,1,21,1
server,1,21,0
client,1,21,4
server,1,21,15
client,1,21,9436
server,1,21,2
client,1,21,10251
server,1,21,40341
client,1,21,1
server,1,21,3
client,1,21,1
server,1,21,1
client,1,21,30141
server,1,21,1
server,1,21,5298
server,1,21,19687
client,1,22,9
server,1,22,1
client,1,22,1
server,1,22,0
client,1,22,4
server,1,22,15
client,1,22,9505
client,1,22,10233
server,1,22,1
client,1,22,1
server,1,22,40213
client,1,22,2
server,1,22,3
client,1,22,31141
server,1,22,1
server,1,22,2
server,1,22,5306
server,1,22,19925
server,1,23,1
client,1,23,9
client,1,23,0
server,1,23,1
client,1,23,5
server,1,23,14
client,1,23,11137
server,1,23,1
server,1,23,43145
client,1,23,10670
server,1,23,4
client,1,23,1
server,1,23,1
client,1,23,1
server,1,23,1
client,1,23,29967
server,1,23,6183
server,1,23,19657
server,1,24,1
client,1,24,9
client,1,24,1
server,1,24,1
server,1,24,14
client,1,24,5
server,1,24,2
client,1,24,9427
client,1,24,10723
server,1,24,40241
client,1,24,1
server,1,24,3
client,1,24,1
client,1,24,30056
server,1,24,2
server,1,24,2
server,1,24,5541
server,1,24,19361
server,1,25,1
client,1,25,9
client,1,25,2
client,1,25,5
server,1,25,1
server,1,25,21
client,1,25,9287
server,1,25,1
server,1,25,39784
client,1,25,10315
server,1,25,3
client,1,25,1
server,1,25,1
server,1,25,2
client,1,25,1
client,1,25,30393
server,1,25,5080
server,1,25,19598
client,1,26,8
client,1,26,1
server,1,26,2
server,1,26,0
client,1,26,4
server,1,26,15
client,1,26,10043
client,1,26,9876
server,1,26,1
server,1,26,40705
client,1,26,1
server,1,26,3
client,1,26,1
client,1,26,30449
server,1,26,1
server,1,26,1
server,1,26,5403
server,1,26,19443
client,1,27,13
server,1,27,1
server,1,27,1
client,1,27,1
server,1,27,15
client,1,27,5
server,1,27,2
client,1,27,9674
server,1,27,39941
client,1,27,10411
server,1,27,3
client,1,27,1
server,1,27,1
client,1,27,1
client,1,27,31327
server,1,27,1
server,1,27,5119
server,1,27,19581
client,1,28,13
client,1,28,1
server,1,28,1
server,1,28,1
client,1,28,5
server,1,28,15
server,1,28,2
client,1,28,9713
client,1,28,10275
server,1,28,40240
client,1,28,1
server,1,28,4
client,1,28,1
server,1,28,1
client,1,28,31417
server,1,28,1
server,1,28,5219
server,1,28,20081
client,1,29,9
server,1,29,1
server,1,29,1
client,1,29,2
client,1,29,5
server,1,29,15
client,1,29,9814
server,1,29,1
client,1,29,10402
server,1,29,41140
client,1,29,1
server,1,29,3
client,1,29,1
client,1,29,30769
server,1,29,1
server,1,29,2
server,1,29,5495
server,1,29,19322
server,1,30,1
client,1,30,9
server,1,30,1
client,1,30,1
server,1,30,15
client,1,30,5
server,1,30,2
client,1,30,9426
server,1,30,39861
server,1,30,3
client,1,30,10319
client,1,30,1
client,1,30,1
server,1,30,1
server,1,30,1
client,1,30,31126
server,1,30,5254
server,1,30,19719
server,1,31,1
client,1,31,8
client,1,31,1
server,1,31,0
client,1,31,5
server,1,31,16
server,1,31,2
server,1,31,41180
client,1,31,9602
client,1,31,10059
server,1,31,3
server,1,31,2
