sec_lvl,test_id,operation,time
1,0,ecdh_setup,5
1,0,ecdh_make_params,11370
1,0,rsa_sign_with_sha512,22581
1,0,ecdh_read_public,5
1,0,ecdh_calc_secret,10253
1,0,rsa_verify_with_sha256,566
1,1,ecdh_setup,2
1,1,ecdh_make_params,10428
1,1,rsa_sign_with_sha512,16258
1,1,ecdh_read_public,4
1,1,ecdh_calc_secret,10663
1,1,rsa_verify_with_sha256,610
1,2,ecdh_setup,2
1,2,ecdh_make_params,11519
1,2,rsa_sign_with_sha512,16230
1,2,ecdh_read_public,3
1,2,ecdh_calc_secret,10034
1,2,rsa_verify_with_sha256,583
1,3,ecdh_setup,2
1,3,ecdh_make_params,11647
1,3,rsa_sign_with_sha512,17087
1,3,ecdh_read_public,3
1,3,ecdh_calc_secret,10285
1,3,rsa_verify_with_sha256,652
1,4,ecdh_setup,2
1,4,ecdh_make_params,10123
1,4,rsa_sign_with_sha512,15420
1,4,ecdh_read_public,4
1,4,ecdh_calc_secret,9934
1,4,rsa_verify_with_sha256,540
1,5,ecdh_setup,3
1,5,ecdh_make_params,10243
1,5,rsa_sign_with_sha512,15556
1,5,ecdh_read_public,3
1,5,ecdh_calc_secret,9937
1,5,rsa_verify_with_sha256,535
1,6,ecdh_setup,2
1,6,ecdh_make_params,10239
1,6,rsa_sign_with_sha512,15644
1,6,ecdh_read_public,3
1,6,ecdh_calc_secret,12692
1,6,rsa_verify_with_sha256,589
1,7,ecdh_setup,1
1,7,ecdh_make_params,10201
1,7,rsa_sign_with_sha512,15342
1,7,ecdh_read_public,3
1,7,ecdh_calc_secret,9985
1,7,rsa_verify_with_sha256,584
1,8,ecdh_setup,2
1,8,ecdh_make_params,10011
1,8,rsa_sign_with_sha512,15537
1,8,ecdh_read_public,4
1,8,ecdh_calc_secret,9899
1,8,rsa_verify_with_sha256,604
1,9,ecdh_setup,1
1,9,ecdh_make_params,10032
1,9,rsa_sign_with_sha512,15379
1,9,ecdh_read_public,4
1,9,ecdh_calc_secret,9830
1,9,rsa_verify_with_sha256,605
1,10,ecdh_setup,2
1,10,ecdh_make_params,10105
1,10,rsa_sign_with_sha512,15199
1,10,ecdh_read_public,4
1,10,ecdh_calc_secret,9823
1,10,rsa_verify_with_sha256,578
1,11,ecdh_setup,2
1,11,ecdh_make_params,10087
1,11,rsa_sign_with_sha512,15326
1,11,ecdh_read_public,3
1,11,ecdh_calc_secret,10153
1,11,rsa_verify_with_sha256,552
1,12,ecdh_setup,2
1,12,ecdh_make_params,10074
1,12,rsa_sign_with_sha512,15303
1,12,ecdh_read_public,4
1,12,ecdh_calc_secret,9960
1,12,rsa_verify_with_sha256,614
1,13,ecdh_setup,3
1,13,ecdh_make_params,10195
1,13,rsa_sign_with_sha512,15563
1,13,ecdh_read_public,3
1,13,ecdh_calc_secret,9895
1,13,rsa_verify_with_sha256,555
1,14,ecdh_setup,3
1,14,ecdh_make_params,10028
1,14,rsa_sign_with_sha512,15146
1,14,ecdh_read_public,3
1,14,ecdh_calc_secret,9883
1,14,rsa_verify_with_sha256,553
1,15,ecdh_setup,2
1,15,ecdh_make_params,13171
1,15,rsa_sign_with_sha512,16367
1,15,ecdh_read_public,4
1,15,ecdh_calc_secret,9895
1,15,rsa_verify_with_sha256,536
1,16,ecdh_setup,2
1,16,ecdh_make_params,10135
1,16,rsa_sign_with_sha512,15306
1,16,ecdh_read_public,4
1,16,ecdh_calc_secret,9976
1,16,rsa_verify_with_sha256,550
1,17,ecdh_setup,2
1,17,ecdh_make_params,10227
1,17,rsa_sign_with_sha512,15487
1,17,ecdh_read_public,4
1,17,ecdh_calc_secret,9877
1,17,rsa_verify_with_sha256,596
1,18,ecdh_setup,2
1,18,ecdh_make_params,10044
1,18,rsa_sign_with_sha512,15392
1,18,ecdh_read_public,4
1,18,ecdh_calc_secret,10172
1,18,rsa_verify_with_sha256,514
1,19,ecdh_setup,2
1,19,ecdh_make_params,9942
1,19,rsa_sign_with_sha512,15455
1,19,ecdh_read_public,5
1,19,ecdh_calc_secret,10065
1,19,rsa_verify_with_sha256,562
1,20,ecdh_setup,2
1,20,ecdh_make_params,10032
1,20,rsa_sign_with_sha512,15441
1,20,ecdh_read_public,3
1,20,ecdh_calc_secret,9927
1,20,rsa_verify_with_sha256,724
1,21,ecdh_setup,2
1,21,ecdh_make_params,10199
1,21,rsa_sign_with_sha512,15717
1,21,ecdh_read_public,4
1,21,ecdh_calc_secret,9982
1,21,rsa_verify_with_sha256,553
1,22,ecdh_setup,3
1,22,ecdh_make_params,9903
1,22,rsa_sign_with_sha512,15432
1,22,ecdh_read_public,4
1,22,ecdh_calc_secret,10680
1,22,rsa_verify_with_sha256,537
1,23,ecdh_setup,2
1,23,ecdh_make_params,9833
1,23,rsa_sign_with_sha512,15041
1,23,ecdh_read_public,3
1,23,ecdh_calc_secret,9930
1,23,rsa_verify_with_sha256,571
1,24,ecdh_setup,2
1,24,ecdh_make_params,10013
1,24,rsa_sign_with_sha512,15354
1,24,ecdh_read_public,4
1,24,ecdh_calc_secret,10171
1,24,rsa_verify_with_sha256,559
2,0,ecdh_setup,1
2,0,ecdh_make_params,10663
2,0,rsa_sign_with_sha512,57332
2,0,ecdh_read_public,3
2,0,ecdh_calc_secret,10591
2,0,rsa_verify_with_sha256,1235
2,1,ecdh_setup,2
2,1,ecdh_make_params,10611
2,1,rsa_sign_with_sha512,45542
2,1,ecdh_read_public,3
2,1,ecdh_calc_secret,10668
2,1,rsa_verify_with_sha256,1204
2,2,ecdh_setup,2
2,2,ecdh_make_params,10637
