endpoint,keylen,test_id,operation,time
server,1,6,ecdh_calc_secret,60613
server,1,6,ecdsa_verify_with_sha256,19726
server,1,7,ecdh_setup,2
client,1,7,rsa_verify_with_sha256,439
server,1,7,ecdh_make_params,60987
server,1,7,rsa_sign_with_sha512,15330
client,1,7,parse_server_ecdh_params,6
server,1,7,rsa_verify_with_sha512,555
server,1,7,ecdsa_verify_with_sha256,19898
client,1,7,ecdh_make_public,61161
client,1,7,ecdh_calc_secret,60719
server,1,7,ecdh_read_public,5
client,1,7,ecdsa_sign_with_sha256,10339
server,1,7,ecdh_calc_secret,61268
server,1,7,ecdsa_verify_with_sha256,19787
server,1,8,ecdh_setup,2
client,1,8,rsa_verify_with_sha256,444
server,1,8,ecdh_make_params,61114
server,1,8,rsa_sign_with_sha512,15478
client,1,8,parse_server_ecdh_params,6
server,1,8,rsa_verify_with_sha512,560
server,1,8,ecdsa_verify_with_sha256,20343
client,1,8,ecdh_make_public,60879
client,1,8,ecdh_calc_secret,61547
server,1,8,ecdh_read_public,4
client,1,8,ecdsa_sign_with_sha256,10414
server,1,8,ecdh_calc_secret,60616
server,1,8,ecdsa_verify_with_sha256,19465
server,1,9,ecdh_setup,3
client,1,9,rsa_verify_with_sha256,438
server,1,9,ecdh_make_params,61251
server,1,9,rsa_sign_with_sha512,15211
client,1,9,parse_server_ecdh_params,7
server,1,9,rsa_verify_with_sha512,592
server,1,9,ecdsa_verify_with_sha256,19967
client,1,9,ecdh_make_public,60943
client,1,9,ecdh_calc_secret,59566
server,1,9,ecdh_read_public,4
client,1,9,ecdsa_sign_with_sha256,13162
server,1,9,ecdh_calc_secret,60884
server,1,9,ecdsa_verify_with_sha256,19426
server,1,10,ecdh_setup,3
client,1,10,rsa_verify_with_sha256,435
server,1,10,ecdh_make_params,61164
server,1,10,rsa_sign_with_sha512,15126
client,1,10,parse_server_ecdh_params,6
server,1,10,rsa_verify_with_sha512,542
server,1,10,ecdsa_verify_with_sha256,20176
client,1,10,ecdh_make_public,60814
client,1,10,ecdh_calc_secret,59476
server,1,10,ecdh_read_public,3
client,1,10,ecdsa_sign_with_sha256,10473
server,1,10,ecdh_calc_secret,61699
server,1,10,ecdsa_verify_with_sha256,19544
server,1,11,ecdh_setup,1
client,1,11,rsa_verify_with_sha256,435
server,1,11,ecdh_make_params,60915
server,1,11,rsa_sign_with_sha512,15172
client,1,11,parse_server_ecdh_params,16
server,1,11,rsa_verify_with_sha512,586
server,1,11,ecdsa_verify_with_sha256,20408
client,1,11,ecdh_make_public,61630
client,1,11,ecdh_calc_secret,59161
server,1,11,ecdh_read_public,3
client,1,11,ecdsa_sign_with_sha256,13103
server,1,11,ecdh_calc_secret,61203
server,1,11,ecdsa_verify_with_sha256,19440
server,1,12,ecdh_setup,2
client,1,12,rsa_verify_with_sha256,452
server,1,12,ecdh_make_params,61061
server,1,12,rsa_sign_with_sha512,15138
client,1,12,parse_server_ecdh_params,6
server,1,12,rsa_verify_with_sha512,524
server,1,12,ecdsa_verify_with_sha256,35632
client,1,12,ecdh_make_public,74036
client,1,12,ecdh_calc_secret,59765
server,1,12,ecdh_read_public,4
client,1,12,ecdsa_sign_with_sha256,10332
server,1,12,ecdh_calc_secret,61048
server,1,12,ecdsa_verify_with_sha256,19725
server,1,13,ecdh_setup,2
client,1,13,rsa_verify_with_sha256,435
server,1,13,ecdh_make_params,60840
server,1,13,rsa_sign_with_sha512,15237
client,1,13,parse_server_ecdh_params,8
server,1,13,rsa_verify_with_sha512,544
server,1,13,ecdsa_verify_with_sha256,20389
client,1,13,ecdh_make_public,61426
client,1,13,ecdh_calc_secret,59604
server,1,13,ecdh_read_public,3
client,1,13,ecdsa_sign_with_sha256,10322
server,1,13,ecdh_calc_secret,60931
server,1,13,ecdsa_verify_with_sha256,19675
server,1,14,ecdh_setup,2
client,1,14,rsa_verify_with_sha256,457
server,1,14,ecdh_make_params,61145
server,1,14,rsa_sign_with_sha512,15171
client,1,14,parse_server_ecdh_params,6
server,1,14,rsa_verify_with_sha512,549
server,1,14,ecdsa_verify_with_sha256,20463
client,1,14,ecdh_make_public,62013
client,1,14,ecdh_calc_secret,59492
server,1,14,ecdh_read_public,4
client,1,14,ecdsa_sign_with_sha256,13156
server,1,14,ecdh_calc_secret,61003
server,1,14,ecdsa_verify_with_sha256,19508
server,1,15,ecdh_setup,2
client,1,15,rsa_verify_with_sha256,439
server,1,15,ecdh_make_params,60887
server,1,15,rsa_sign_with_sha512,15098
client,1,15,parse_server_ecdh_params,6
server,1,15,rsa_verify_with_sha512,571
server,1,15,ecdsa_verify_with_sha256,20359
client,1,15,ecdh_make_public,60812
client,1,15,ecdh_calc_secret,59661
server,1,15,ecdh_read_public,3
client,1,15,ecdsa_sign_with_sha256,10527
server,1,15,ecdh_calc_secret,61410
server,1,15,ecdsa_verify_with_sha256,19496
server,1,16,ecdh_setup,2
client,1,16,rsa_verify_with_sha256,438
server,1,16,ecdh_make_params,63643
server,1,16,rsa_sign_with_sha512,15178
client,1,16,parse_server_ecdh_params,7
server,1,16,rsa_verify_with_sha512,609
server,1,16,ecdsa_verify_with_sha256,19993
client,1,16,ecdh_make_public,61369
client,1,16,ecdh_calc_secret,59673
server,1,16,ecdh_read_public,4
client,1,16,ecdsa_sign_with_sha256,13090
server,1,16,ecdh_calc_secret,60875
server,1,16,ecdsa_verify_with_sha256,19557
server,1,17,ecdh_setup,3
client,1,17,rsa_verify_with_sha256,438
server,1,17,ecdh_make_params,60885
server,1,17,rsa_sign_with_sha512,15179
client,1,17,parse_server_ecdh_params,7
server,1,17,rsa_verify_with_sha512,530
server,1,17,ecdsa_verify_with_sha256,19954
client,1,17,ecdh_make_public,61695
client,1,17,ecdh_calc_secret,61001
server,1,17,ecdh_read_public,4
client,1,17,ecdsa_sign_with_sha256,10450
server,1,17,ecdh_calc_secret,61016
server,1,17,ecdsa_verify_with_sha256,19499
server,1,18,ecdh_setup,3
client,1,18,rsa_verify_with_sha256,439
server,1,18,ecdh_make_params,61193
server,1,18,rsa_sign_with_sha512,15140
client,1,18,parse_server_ecdh_params,11
server,1,18,rsa_verify_with_sha512,603
server,1,18,ecdsa_verify_with_sha256,20121
client,1,18,ecdh_make_public,61815
client,1,18,ecdh_calc_secret,59856
server,1,18,ecdh_read_public,3
client,1,18,ecdsa_sign_with_sha256,10489
server,1,18,ecdh_calc_secret,61208
server,1,18,ecdsa_verify_with_sha256,19476
server,1,19,ecdh_setup,2
client,1,19,rsa_verify_with_sha256,449
server,1,19,ecdh_make_params,60701
server,1,19,rsa_sign_with_sha512,15119
client,1,19,parse_server_ecdh_params,7
server,1,19,rsa_verify_with_sha512,528
server,1,19,ecdsa_verify_with_sha256,19970
client,1,19,ecdh_make_public,62324
client,1,19,ecdh_calc_secret,60334
server,1,19,ecdh_read_public,4
client,1,19,ecdsa_sign_with_sha256,10322
server,1,19,ecdh_calc_secret,60795
server,1,19,ecdsa_verify_with_sha256,19831
server,1,20,ecdh_setup,1
client,1,20,rsa_verify_with_sha256,435
server,1,20,ecdh_make_params,61330
server,1,20,rsa_sign_with_sha512,15412
client,1,20,parse_server_ecdh_params,7
server,1,20,rsa_verify_with_sha512,568
server,1,20,ecdsa_verify_with_sha256,20085
client,1,20,ecdh_make_public,60991
client,1,20,ecdh_calc_secret,59797
server,1,20,ecdh_read_public,4
client,1,20,ecdsa_sign_with_sha256,13096
server,1,20,ecdh_calc_secret,60987
server,1,20,ecdsa_verify_with_sha256,19528
server,1,21,ecdh_setup,2
client,1,21,rsa_verify_with_sha256,441
server,1,21,ecdh_make_params,60693
server,1,21,rsa_sign_with_sha512,15569
client,1,21,parse_server_ecdh_params,6
server,1,21,rsa_verify_with_sha512,595
server,1,21,ecdsa_verify_with_sha256,20068
client,1,21,ecdh_make_public,61537
client,1,21,ecdh_calc_secret,59574
server,1,21,ecdh_read_public,3
client,1,21,ecdsa_sign_with_sha256,13159
server,1,21,ecdh_calc_secret,61250
server,1,21,ecdsa_verify_with_sha256,19443
server,1,22,ecdh_setup,2
client,1,22,rsa_verify_with_sha256,460
server,1,22,ecdh_make_params,61380
server,1,22,rsa_sign_with_sha512,15137
client,1,22,parse_server_ecdh_params,6
server,1,22,rsa_verify_with_sha512,542
server,1,22,ecdsa_verify_with_sha256,19941
client,1,22,ecdh_make_public,60846
client,1,22,ecdh_calc_secret,59889
server,1,22,ecdh_read_public,4
client,1,22,ecdsa_sign_with_sha256,13163
server,1,22,ecdh_calc_secret,61218
server,1,22,ecdsa_verify_with_sha256,19365
server,1,23,ecdh_setup,3
client,1,23,rsa_verify_with_sha256,581
server,1,23,ecdh_make_params,61369
server,1,23,rsa_sign_with_sha512,15138
client,1,23,parse_server_ecdh_params,6
server,1,23,rsa_verify_with_sha512,547
server,1,23,ecdsa_verify_with_sha256,20329
client,1,23,ecdh_make_public,61190
client,1,23,ecdh_calc_secret,59719
server,1,23,ecdh_read_public,4
client,1,23,ecdsa_sign_with_sha256,13350
server,1,23,ecdh_calc_secret,61050
server,1,23,ecdsa_verify_with_sha256,19423
server,1,24,ecdh_setup,2
client,1,24,rsa_verify_with_sha256,451
server,1,24,ecdh_make_params,63860
server,1,24,rsa_sign_with_sha512,15039
client,1,24,parse_server_ecdh_params,6
server,1,24,rsa_verify_with_sha512,580
server,1,24,ecdsa_verify_with_sha256,19898
client,1,24,ecdh_make_public,61429
client,1,24,ecdh_calc_secret,59694
server,1,24,ecdh_read_public,4
client,1,24,ecdsa_sign_with_sha256,13211
server,1,24,ecdh_calc_secret,60862
server,1,24,ecdsa_verify_with_sha256,19519
server,1,25,ecdh_setup,3
client,1,25,rsa_verify_with_sha256,446
server,1,25,ecdh_make_params,60960
server,1,25,rsa_sign_with_sha512,15122
client,1,25,parse_server_ecdh_params,7
server,1,25,rsa_verify_with_sha512,531
server,1,25,ecdsa_verify_with_sha256,19880
client,1,25,ecdh_make_public,61131
client,1,25,ecdh_calc_secret,59846
server,1,25,ecdh_read_public,4
client,1,25,ecdsa_sign_with_sha256,13251
server,1,25,ecdh_calc_secret,61139
server,1,25,ecdsa_verify_with_sha256,19569
server,1,26,ecdh_setup,2
client,1,26,rsa_verify_with_sha256,438
server,1,26,ecdh_make_params,61317
server,1,26,rsa_sign_with_sha512,15162
client,1,26,parse_server_ecdh_params,6
server,1,26,rsa_verify_with_sha512,593
server,1,26,ecdsa_verify_with_sha256,19955
client,1,26,ecdh_make_public,61338
client,1,26,ecdh_calc_secret,59960
server,1,26,ecdh_read_public,3
client,1,26,ecdsa_sign_with_sha256,13584
server,1,26,ecdh_calc_secret,61308
server,1,26,ecdsa_verify_with_sha256,19482
server,1,27,ecdh_setup,2
client,1,27,rsa_verify_with_sha256,434
server,1,27,ecdh_make_params,61972
server,1,27,rsa_sign_with_sha512,15482
client,1,27,parse_server_ecdh_params,13
server,1,27,rsa_verify_with_sha512,588
server,1,27,ecdsa_verify_with_sha256,20179
client,1,27,ecdh_make_public,61426
client,1,27,ecdh_calc_secret,60103
server,1,27,ecdh_read_public,4
client,1,27,ecdsa_sign_with_sha256,10311
server,1,27,ecdh_calc_secret,61127
server,1,27,ecdsa_verify_with_sha256,19474
server,1,28,ecdh_setup,2
client,1,28,rsa_verify_with_sha256,481
server,1,28,ecdh_make_params,63737
server,1,28,rsa_sign_with_sha512,15097
client,1,28,parse_server_ecdh_params,6
server,1,28,rsa_verify_with_sha512,584
server,1,28,ecdsa_verify_with_sha256,19871
client,1,28,ecdh_make_public,60986
client,1,28,ecdh_calc_secret,59757
server,1,28,ecdh_read_public,3
client,1,28,ecdsa_sign_with_sha256,13400
server,1,28,ecdh_calc_secret,60973
server,1,28,ecdsa_verify_with_sha256,19494
server,1,29,ecdh_setup,2
client,1,29,rsa_verify_with_sha256,443
server,1,29,ecdh_make_params,60731
server,1,29,rsa_sign_with_sha512,15396
client,1,29,parse_server_ecdh_params,15
server,1,29,rsa_verify_with_sha512,531
server,1,29,ecdsa_verify_with_sha256,20188
client,1,29,ecdh_make_public,61168
client,1,29,ecdh_calc_secret,59591
server,1,29,ecdh_read_public,3
client,1,29,ecdsa_sign_with_sha256,13065
server,1,29,ecdh_calc_secret,62616
server,1,29,ecdsa_verify_with_sha256,19952
server,1,30,ecdh_setup,2
client,1,30,rsa_verify_with_sha256,445
server,1,30,ecdh_make_params,61306
server,1,30,rsa_sign_with_sha512,15115
client,1,30,parse_server_ecdh_params,6
server,1,30,rsa_verify_with_sha512,770
server,1,30,ecdsa_verify_with_sha256,20060
client,1,30,ecdh_make_public,60801
client,1,30,ecdh_calc_secret,60488
server,1,30,ecdh_read_public,3
client,1,30,ecdsa_sign_with_sha256,13284
server,1,30,ecdh_calc_secret,61044
server,1,30,ecdsa_verify_with_sha256,19529
server,1,31,ecdh_setup,2
client,1,31,rsa_verify_with_sha256,471
server,1,31,ecdh_make_params,61508
server,1,31,rsa_sign_with_sha512,15197
client,1,31,parse_server_ecdh_params,16
server,1,31,rsa_verify_with_sha512,576
server,1,31,ecdsa_verify_with_sha256,19926
client,1,31,ecdh_make_public,60984
client,1,31,ecdh_calc_secret,59544
server,1,31,ecdh_read_public,3
client,1,31,ecdsa_sign_with_sha256,10411
server,1,31,ecdh_calc_secret,61288
server,1,31,ecdsa_verify_with_sha256,19428
server,1,32,ecdh_setup,2
client,1,32,rsa_verify_with_sha256,444
server,1,32,ecdh_make_params,61196
server,1,32,rsa_sign_with_sha512,15202
client,1,32,parse_server_ecdh_params,7
server,1,32,rsa_verify_with_sha512,559
server,1,32,ecdsa_verify_with_sha256,20439
client,1,32,ecdh_make_public,61938
client,1,32,ecdh_calc_secret,59449
server,1,32,ecdh_read_public,5
client,1,32,ecdsa_sign_with_sha256,13115
server,1,32,ecdh_calc_secret,61410
server,1,32,ecdsa_verify_with_sha256,19553
server,1,33,ecdh_setup,3
client,1,33,rsa_verify_with_sha256,459
server,1,33,ecdh_make_params,60833
server,1,33,rsa_sign_with_sha512,15474
client,1,33,parse_server_ecdh_params,9
server,1,33,rsa_verify_with_sha512,541
server,1,33,ecdsa_verify_with_sha256,20244
client,1,33,ecdh_make_public,61373
client,1,33,ecdh_calc_secret,60053
server,1,33,ecdh_read_public,3
client,1,33,ecdsa_sign_with_sha256,13293
server,1,33,ecdh_calc_secret,60851
server,1,33,ecdsa_verify_with_sha256,19480
server,1,34,ecdh_setup,2
client,1,34,rsa_verify_with_sha256,468
server,1,34,ecdh_make_params,60981
server,1,34,rsa_sign_with_sha512,15261
client,1,34,parse_server_ecdh_params,7
server,1,34,rsa_verify_with_sha512,547
server,1,34,ecdsa_verify_with_sha256,20644
client,1,34,ecdh_make_public,61948
client,1,34,ecdh_calc_secret,59726
server,1,34,ecdh_read_public,4
client,1,34,ecdsa_sign_with_sha256,13231
server,1,34,ecdh_calc_secret,61199
server,1,34,ecdsa_verify_with_sha256,19430
server,1,35,ecdh_setup,2
client,1,35,rsa_verify_with_sha256,437
server,1,35,ecdh_make_params,61686
server,1,35,rsa_sign_with_sha512,15136
client,1,35,parse_server_ecdh_params,6
server,1,35,rsa_verify_with_sha512,586
server,1,35,ecdsa_verify_with_sha256,19837
client,1,35,ecdh_make_public,61082
client,1,35,ecdh_calc_secret,59677
server,1,35,ecdh_read_public,4
client,1,35,ecdsa_sign_with_sha256,13241
server,1,35,ecdh_calc_secret,61220
server,1,35,ecdsa_verify_with_sha256,19585
server,1,36,ecdh_setup,2
client,1,36,rsa_verify_with_sha256,439
server,1,36,ecdh_make_params,60989
server,1,36,rsa_sign_with_sha512,15501
client,1,36,parse_server_ecdh_params,6
server,1,36,rsa_verify_with_sha512,553
server,1,36,ecdsa_verify_with_sha256,20086
client,1,36,ecdh_make_public,61317
client,1,36,ecdh_calc_secret,60155
server,1,36,ecdh_read_public,3
client,1,36,ecdsa_sign_with_sha256,13233
server,1,36,ecdh_calc_secret,61065
server,1,36,ecdsa_verify_with_sha256,19544
server,1,37,ecdh_setup,3
client,1,37,rsa_verify_with_sha256,445
server,1,37,ecdh_make_params,61261
server,1,37,rsa_sign_with_sha512,15110
client,1,37,parse_server_ecdh_params,6
server,1,37,rsa_verify_with_sha512,552
server,1,37,ecdsa_verify_with_sha256,20040
client,1,37,ecdh_make_public,61271
client,1,37,ecdh_calc_secret,60526
server,1,37,ecdh_read_public,3
client,1,37,ecdsa_sign_with_sha256,10422
server,1,37,ecdh_calc_secret,61630
server,1,37,ecdsa_verify_with_sha256,19991
server,1,38,ecdh_setup,1
client,1,38,rsa_verify_with_sha256,463
server,1,38,ecdh_make_params,61372
server,1,38,rsa_sign_with_sha512,15358
client,1,38,parse_server_ecdh_params,6
server,1,38,rsa_verify_with_sha512,547
server,1,38,ecdsa_verify_with_sha256,20695
client,1,38,ecdh_make_public,61125
client,1,38,ecdh_calc_secret,59948
server,1,38,ecdh_read_public,4
client,1,38,ecdsa_sign_with_sha256,10298
server,1,38,ecdh_calc_secret,61487
server,1,38,ecdsa_verify_with_sha256,19459
server,1,39,ecdh_setup,2
client,1,39,rsa_verify_with_sha256,439
server,1,39,ecdh_make_params,61069
server,1,39,rsa_sign_with_sha512,15390
client,1,39,parse_server_ecdh_params,8
server,1,39,rsa_verify_with_sha512,586
server,1,39,ecdsa_verify_with_sha256,20028
client,1,39,ecdh_make_public,60845
client,1,39,ecdh_calc_secret,60141
server,1,39,ecdh_read_public,4
client,1,39,ecdsa_sign_with_sha256,13266
server,1,39,ecdh_calc_secret,61241
server,1,39,ecdsa_verify_with_sha256,19596
server,1,40,ecdh_setup,2
client,1,40,rsa_verify_with_sha256,441
server,1,40,ecdh_make_params,61092
server,1,40,rsa_sign_with_sha512,15187
client,1,40,parse_server_ecdh_params,7
server,1,40,rsa_verify_with_sha512,540
server,1,40,ecdsa_verify_with_sha256,19891
client,1,40,ecdh_make_public,61248
client,1,40,ecdh_calc_secret,59675
server,1,40,ecdh_read_public,4
client,1,40,ecdsa_sign_with_sha256,13255
server,1,40,ecdh_calc_secret,61113
server,1,40,ecdsa_verify_with_sha256,19481
server,1,41,ecdh_setup,2
client,1,41,rsa_verify_with_sha256,436
server,1,41,ecdh_make_params,61179
server,1,41,rsa_sign_with_sha512,15193
client,1,41,parse_server_ecdh_params,7
server,1,41,rsa_verify_with_sha512,548
server,1,41,ecdsa_verify_with_sha256,20416
client,1,41,ecdh_make_public,61905
client,1,41,ecdh_calc_secret,59913
server,1,41,ecdh_read_public,3
client,1,41,ecdsa_sign_with_sha256,13249
server,1,41,ecdh_calc_secret,61170
server,1,41,ecdsa_verify_with_sha256,19650
server,1,42,ecdh_setup,2
client,1,42,rsa_verify_with_sha256,574
server,1,42,ecdh_make_params,64195
server,1,42,rsa_sign_with_sha512,15190
client,1,42,parse_server_ecdh_params,9
server,1,42,rsa_verify_with_sha512,584
server,1,42,ecdsa_verify_with_sha256,20312
client,1,42,ecdh_make_public,61407
client,1,42,ecdh_calc_secret,59979
server,1,42,ecdh_read_public,3
client,1,42,ecdsa_sign_with_sha256,13238
server,1,42,ecdh_calc_secret,60927
server,1,42,ecdsa_verify_with_sha256,19553
server,1,43,ecdh_setup,3
client,1,43,rsa_verify_with_sha256,436
server,1,43,ecdh_make_params,63529
server,1,43,rsa_sign_with_sha512,15213
client,1,43,parse_server_ecdh_params,6
server,1,43,rsa_verify_with_sha512,579
server,1,43,ecdsa_verify_with_sha256,19979
client,1,43,ecdh_make_public,61457
client,1,43,ecdh_calc_secret,60843
server,1,43,ecdh_read_public,4
client,1,43,ecdsa_sign_with_sha256,13310
server,1,43,ecdh_calc_secret,62060
server,1,43,ecdsa_verify_with_sha256,19497
server,1,44,ecdh_setup,3
client,1,44,rsa_verify_with_sha256,464
server,1,44,ecdh_make_params,63923
server,1,44,rsa_sign_with_sha512,15493
client,1,44,parse_server_ecdh_params,6
server,1,44,rsa_verify_with_sha512,590
server,1,44,ecdsa_verify_with_sha256,19994
client,1,44,ecdh_make_public,60789
client,1,44,ecdh_calc_secret,59388
server,1,44,ecdh_read_public,4
client,1,44,ecdsa_sign_with_sha256,13339
server,1,44,ecdh_calc_secret,61035
server,1,44,ecdsa_verify_with_sha256,19595
server,1,45,ecdh_setup,2
client,1,45,rsa_verify_with_sha256,456
server,1,45,ecdh_make_params,61535
server,1,45,rsa_sign_with_sha512,15121
client,1,45,parse_server_ecdh_params,6
server,1,45,rsa_verify_with_sha512,584
server,1,45,ecdsa_verify_with_sha256,20139
client,1,45,ecdh_make_public,61099
client,1,45,ecdh_calc_secret,59969
server,1,45,ecdh_read_public,4
client,1,45,ecdsa_sign_with_sha256,13156
server,1,45,ecdh_calc_secret,60916
server,1,45,ecdsa_verify_with_sha256,19813
server,1,46,ecdh_setup,2
client,1,46,rsa_verify_with_sha256,441
server,1,46,ecdh_make_params,61147
server,1,46,rsa_sign_with_sha512,15399
client,1,46,parse_server_ecdh_params,7
server,1,46,rsa_verify_with_sha512,576
server,1,46,ecdsa_verify_with_sha256,20484
client,1,46,ecdh_make_public,60988
client,1,46,ecdh_calc_secret,59787
server,1,46,ecdh_read_public,4
client,1,46,ecdsa_sign_with_sha256,13203
server,1,46,ecdh_calc_secret,61443
server,1,46,ecdsa_verify_with_sha256,19496
server,1,47,ecdh_setup,2
client,1,47,rsa_verify_with_sha256,493
server,1,47,ecdh_make_params,61464
server,1,47,rsa_sign_with_sha512,15133
client,1,47,parse_server_ecdh_params,7
server,1,47,rsa_verify_with_sha512,569
server,1,47,ecdsa_verify_with_sha256,20538
client,1,47,ecdh_make_public,61789
client,1,47,ecdh_calc_secret,59536
server,1,47,ecdh_read_public,3
client,1,47,ecdsa_sign_with_sha256,10243
server,1,47,ecdh_calc_secret,60960
server,1,47,ecdsa_verify_with_sha256,19789
server,1,48,ecdh_setup,2
client,1,48,rsa_verify_with_sha256,435
server,1,48,ecdh_make_params,63616
server,1,48,rsa_sign_with_sha512,15372
client,1,48,parse_server_ecdh_params,7
server,1,48,rsa_verify_with_sha512,541
server,1,48,ecdsa_verify_with_sha256,20009
client,1,48,ecdh_make_public,60949
client,1,48,ecdh_calc_secret,59697
server,1,48,ecdh_read_public,4
client,1,48,ecdsa_sign_with_sha256,10248
server,1,48,ecdh_calc_secret,60845
server,1,48,ecdsa_verify_with_sha256,19423
server,1,49,ecdh_setup,2
client,1,49,rsa_verify_with_sha256,461
server,1,49,ecdh_make_params,61264
server,1,49,rsa_sign_with_sha512,15352
client,1,49,parse_server_ecdh_params,6
server,1,49,rsa_verify_with_sha512,576
server,1,49,ecdsa_verify_with_sha256,19751
client,1,49,ecdh_make_public,60200
client,1,49,ecdh_calc_secret,59906
server,1,49,ecdh_read_public,4
client,1,49,ecdsa_sign_with_sha256,10408
server,1,49,ecdh_calc_secret,60767
server,1,49,ecdsa_verify_with_sha256,19444
server,1,50,ecdh_setup,2
client,1,50,rsa_verify_with_sha256,439
server,1,50,ecdh_make_params,61492
server,1,50,rsa_sign_with_sha512,15094
client,1,50,parse_server_ecdh_params,7
server,1,50,rsa_verify_with_sha512,539
server,1,50,ecdsa_verify_with_sha256,20167
client,1,50,ecdh_make_public,60984
client,1,50,ecdh_calc_secret,60637
server,1,50,ecdh_read_public,4
client,1,50,ecdsa_sign_with_sha256,10354
server,1,50,ecdh_calc_secret,61490
server,1,50,ecdsa_verify_with_sha256,19594
server,1,51,ecdh_setup,2
client,1,51,rsa_verify_with_sha256,439
server,1,51,ecdh_make_params,63938
server,1,51,rsa_sign_with_sha512,15176
client,1,51,parse_server_ecdh_params,7
server,1,51,rsa_verify_with_sha512,605
server,1,51,ecdsa_verify_with_sha256,20073
client,1,51,ecdh_make_public,61347
client,1,51,ecdh_calc_secret,60403
server,1,51,ecdh_read_public,3
client,1,51,ecdsa_sign_with_sha256,10299
server,1,51,ecdh_calc_secret,60683
server,1,51,ecdsa_verify_with_sha256,19499
server,1,52,ecdh_setup,3
client,1,52,rsa_verify_with_sha256,438
server,1,52,ecdh_make_params,60644
server,1,52,rsa_sign_with_sha512,15366
client,1,52,parse_server_ecdh_params,6
server,1,52,rsa_verify_with_sha512,549
server,1,52,ecdsa_verify_with_sha256,19959
client,1,52,ecdh_make_public,63595
client,1,52,ecdh_calc_secret,61356
server,1,52,ecdh_read_public,4
