endpoint,keylen,time
client,192,191899
server,192,253145
client,192,185741
server,192,247739
server,192,249040
client,192,188392
client,192,201212
server,192,266386
client,192,187021
server,192,248369
client,224,185807
server,224,247562
client,224,185905
server,224,247831
server,224,244391
client,224,183947
client,224,183427
server,224,244573
server,224,244259
client,224,184007
server,384,245946
client,384,184650
server,384,245942
client,384,184604
client,384,199739
server,384,265943
client,384,205663
server,384,270719
client,384,191483
server,384,257111
server,521,253064
client,521,191503
client,521,196134
server,521,261113
client,521,184431
server,521,246142
client,521,184755
server,521,245502
client,521,196955
server,521,262441
