endpoint,time
server,151769
server,150884
client,125176
client,124630
server,150268
server,151540
client,125924
client,125504
server,151098
client,125245
server,150969
client,124759
server,150584
client,125445
server,151204
client,124442
server,150157
client,124990
server,150718
client,130934
server,156581
server,151831
client,125536
client,124977
server,150528
client,125173
server,150992
client,125006
server,150775
client,125440
server,151122
client,125429
server,151489
client,126038
server,151699
server,150863
client,125223
client,123757
server,149658
client,125843
server,151543
client,127381
server,153274
client,124751
server,150508
client,125458
server,150650
server,152338
client,126396
server,151115
client,125425
server,153576
client,127472
client,124961
server,150662
client,126055
server,151724
client,125325
server,150972
server,150609
client,124965
client,124553
server,150123
server,152107
client,126390
client,127191
server,152191
client,126375
server,152003
client,126291
server,151920
client,126772
server,152512
server,150189
client,124567
client,126102
server,152346
client,125077
server,150679
client,125418
server,150953
server,151066
client,125484
client,125769
server,151424
client,125029
server,150616
server,151216
client,125588
server,151856
client,126085
client,126797
server,152487
client,125721
server,151404
client,125970
server,151908
client,124988
server,151082
client,124793
server,151076
server,151885
client,126124
client,125289
server,151025
client,125754
server,151431
server,151654
client,125936
client,126163
server,151719
client,126162
server,151821
client,127278
server,152952
client,127233
server,152966
client,126364
server,151940
client,126500
server,152311
client,125484
server,151172
client,125697
server,151426
client,125247
server,151477
client,125000
server,150752
client,124780
server,150437
client,125523
server,151425
client,125204
server,150788
client,124308
server,149937
client,124345
server,150130
client,125821
server,151456
client,125076
server,150640
client,125501
server,151179
client,125255
server,151112
client,125717
server,151492
client,125517
server,151580
server,152212
client,126317
client,125397
server,151156
client,125255
server,151177
server,152642
client,126953
client,126352
server,152070
client,125590
server,151354
client,127714
server,153551
client,126231
server,152113
client,125096
server,150861
client,125458
server,151390
client,125335
server,151050
client,125843
server,151562
client,125949
server,151671
client,128485
server,154223
client,125797
server,151473
client,132663
server,158345
client,126386
server,152042
client,124822
server,150556
client,126569
server,152597
client,133496
server,159244
client,126514
server,152095
client,128145
server,153725
client,127169
server,152932
client,125762
server,151730
client,126245
server,152428
client,127392
server,153847
client,127286
server,153488
client,132317
server,158232
client,125530
server,151444
client,125736
server,151546
client,124926
server,150839
client,125708
server,151422
client,125737
server,151328
client,123889
server,149537
client,125343
server,151197
client,125810
server,151787
client,126298
server,152011
client,124164
server,150578
client,124888
server,150919
client,125717
server,151432
client,124972
server,150499
client,124928
server,150718
client,125009
server,150614
client,124022
server,149677
client,130812
server,156491
client,125092
server,150839
client,125346
server,151013
