endpoint,min_input,max_input,cycles,time
server,32,8192,1006400346,388123
client,32,8192,957919025,369426
server,32,8192,983919036,379452
client,32,8192,950772717,366669
server,32,8192,981657940,378580
client,32,8192,954179919,367983
server,32,8192,958766936,369753
client,32,8192,939780990,362430
server,32,8192,988140440,381081
client,32,8192,915785368,353176
server,32,8192,837627162,323034
client,32,8192,939568364,362349
server,32,8192,1023355973,394662
client,32,8192,949281742,366095
server,32,8192,1083733978,417946
client,32,8192,960916533,370581
server,32,8192,1003610278,387046
client,32,8192,953023441,367537
server,32,8192,1000939488,386016
client,32,8192,910047059,350963
server,32,8192,675201642,260396
client,32,8192,873864337,337009
server,32,8192,989812925,381725
client,32,8192,962010779,371004
server,32,8192,1003076120,386840
client,32,8192,959410000,370001
server,32,8192,1009434156,389293
client,32,8192,980758169,378233
server,32,8192,984346881,379617
client,32,8192,981922426,378683
server,32,8192,1009903489,389473
client,32,8192,964549326,371983
server,32,8192,980177337,378010
client,32,8192,971363730,374610
server,32,8192,992971199,382945
client,32,8192,61036627,23539
server,32,8192,1013572584,390888
client,32,8192,1000050089,385673
server,32,8192,999541861,385477
client,32,8192,979059754,377578
server,32,8192,1036398763,399691
client,32,8192,969603083,373932
server,32,8192,1003055376,386833
client,32,8192,149577205,57687
server,32,8192,985119595,379916
client,32,8192,959964902,370214
server,32,8192,1001735539,386323
client,32,8192,972107921,374898
server,32,8192,1016484523,392010
client,32,8192,183081358,70607
client,32,8192,5043385,1944
server,32,8192,98355083,37931
server,32,8192,17427553,6723
client,32,8192,7649350,2951
client,32,8192,966991932,372924
server,32,8192,1003869578,387147
server,32,8192,979365728,377698
client,32,8192,1018074032,392625
server,32,8192,1008153214,388799
client,32,8192,20650652,7964
server,32,8192,1044151833,402682
client,32,8192,963460266,371562
server,32,8192,988143033,381081
client,32,8192,964409304,371929
server,32,8192,990759370,382090
client,32,8192,107028668,41277
server,32,8192,979526494,377758
client,32,8192,969852011,374028
server,32,8192,998548742,385096
client,32,8192,959757462,370134
server,32,8192,991179436,382252
client,32,8192,970147613,374141
server,32,8192,915419755,353036
client,32,8192,991495782,382374
server,32,8192,979267194,377658
client,32,8192,1004650071,387448
server,32,8192,1002757181,386717
client,32,8192,983097055,379137
server,32,8192,983916443,379452
client,32,8192,967183814,372998
server,32,8192,983037416,379113
client,32,8192,972232385,374945
server,32,8192,504997122,194754
client,32,8192,513592917,198069
server,32,8192,976311174,376519
client,32,8192,944160567,364119
server,32,8192,689504630,265909
client,32,8192,900937850,347450
server,32,8192,954633694,368159
client,32,8192,970632504,374328
server,32,8192,981590522,378554
client,32,8192,996111322,384154
server,32,8192,977169457,376850
client,32,8192,990901985,382145
server,32,8192,984533577,379691
client,32,8192,989851820,381740
server,32,8192,1008682186,389003
client,32,8192,994016178,383346
server,32,8192,963812914,371698
client,32,8192,988412705,381185
server,32,8192,997446717,384670
client,32,8192,990393757,381950
server,32,8192,990627127,382040
client,32,8192,1022095775,394175
server,32,8192,957094451,369107
client,32,8192,993404230,383110
server,32,8192,981634603,378572
client,32,8192,985508545,380066
server,32,8192,999049191,385287
client,32,8192,993663530,383210
server,32,8192,985495580,380060
client,32,8192,1005733945,387865
server,32,8192,977350967,376921
client,32,8192,992239973,382662
server,32,8192,969929801,374057
client,32,8192,988557913,381241
server,32,8192,981616452,378564
client,32,8192,1010442833,389682
server,32,8192,974581643,375851
client,32,8192,995660140,383980
server,32,8192,987982267,381020
client,32,8192,990777521,382097
server,32,8192,995076715,383756
client,32,8192,991459480,382360
server,32,8192,995403433,383882
client,32,8192,998810635,385196
server,32,8192,989073920,381440
client,32,8192,972883228,375196
server,32,8192,1011817123,390211
client,32,8192,1065754116,411012
server,32,8192,994721474,383618
client,32,8192,1010139452,389564
server,32,8192,994342896,383472
client,32,8192,995794976,384032
server,32,8192,979606877,377791
client,32,8192,984326137,379609
server,32,8192,994399942,383495
client,32,8192,985562998,380086
server,32,8192,975522902,376215
client,32,8192,1007785008,388656
server,32,8192,996355064,384248
client,32,8192,994892612,383684
server,32,8192,986130865,380305
client,32,8192,1015081710,391470
server,32,8192,502305588,193716
client,32,8192,994205467,383419
server,32,8192,492192888,189818
client,32,8192,999697441,385539
server,32,8192,310654365,119805
client,32,8192,991244261,382276
client,32,8192,946349059,364963
server,32,8192,997903085,384846
client,32,8192,977905869,377133
server,32,8192,985941576,380231
server,32,8192,992068835,382597
client,32,8192,1023026662,394535
server,32,8192,999355165,385406
client,32,8192,983719375,379375
server,32,8192,1011122199,389944
client,32,8192,999567791,385487
server,32,8192,999738929,385554
client,32,8192,972032724,374868
server,32,8192,983434145,379265
client,32,8192,647124638,249566
server,32,8192,984035721,379497
client,32,8192,973163272,375305
server,32,8192,987380691,380788
client,32,8192,810268419,312483
server,32,8192,1087499014,419400
client,32,8192,1015844052,391764
server,32,8192,1074811465,414506
client,32,8192,869539213,335341
server,32,8192,1040983187,401459
client,32,8192,994366233,383481
server,32,8192,1026835779,396004
client,32,8192,1027932618,396426
server,32,8192,947453677,365389
client,32,8192,1007497185,388545
server,32,8192,986812824,380570
client,32,8192,992421483,382731
server,32,8192,956638083,368931
client,32,8192,1078656884,415989
server,32,8192,985122188,379916
client,32,8192,967539055,373136
server,32,8192,994073224,383371
client,32,8192,1019575379,393205
server,32,8192,865802700,333898
client,32,8192,1000926523,386010
server,32,8192,499017664,192449
client,32,8192,986841347,380580
server,32,8192,72277282,27875
client,32,8192,1008596617,388970
server,32,8192,1058670040,408281
client,32,8192,936345265,361105
server,32,8192,1013258831,390768
client,32,8192,979199776,377634
server,32,8192,1031111636,397653
client,32,8192,986543152,380465
server,32,8192,1057555050,407852
client,32,8192,1058208486,408102
server,32,8192,1124750052,433765
client,32,8192,176194350,67950
server,32,8192,1196780999,461544
client,32,8192,1004839360,387520
server,32,8192,1046965238,403766
client,32,8192,1001502169,386233
server,32,8192,990142236,381852
client,32,8192,983172252,379164
server,32,8192,992800061,382878
client,32,8192,755854314,291500
server,32,8192,971488194,374658
client,32,8192,869222867,335219
server,32,8192,964891602,372114
client,32,8192,928605160,358120
server,32,8192,1008205074,388819
client,32,8192,949898876,366332
server,32,8192,1008194702,388815
client,32,8192,925291306,356842
server,32,8192,970925513,374441
client,32,8192,972284245,374966
server,32,8192,1001411414,386199
client,32,8192,1023371531,394668
server,32,8192,986452397,380430
client,32,8192,993985062,383334
server,32,8192,995312678,383847
client,32,8192,1011415208,390056
server,32,8192,1013956348,391037
client,32,8192,1007266408,388455
server,32,8192,985435941,380037
client,32,8192,988625331,381267
server,32,8192,1016611580,392060
client,32,8192,1008578466,388962
server,32,8192,987339203,380771
client,32,8192,985806740,380180
server,32,8192,985669311,380128
client,32,8192,1007136758,388406
server,32,8192,1000138251,385708
client,32,8192,987904477,380990
server,32,8192,991788791,382488
client,32,8192,1001432158,386206
server,32,8192,981458279,378503
client,32,8192,1001115812,386084
server,32,8192,984271684,379589
client,32,8192,1010173161,389579
server,32,8192,986413502,380413
client,32,8192,1006807447,388279
server,32,8192,980076210,377970
client,32,8192,1063311510,410070
server,32,8192,1015099861,391477
client,32,8192,1012239782,390374
server,32,8192,1023643796,394774
client,32,8192,1020280675,393475
server,32,8192,984406520,379638
client,32,8192,979044196,377572
server,32,8192,1007131572,388405
client,32,8192,992086986,382603
server,32,8192,985760066,380162
client,32,8192,1012190515,390355
server,32,8192,976474533,376582
client,32,8192,1009252646,389222
server,32,8192,1049931630,404911
client,32,8192,962537158,371206
server,32,8192,1014127486,391104
client,32,8192,1045531309,403213
server,32,8192,1009657154,389378
client,32,8192,956007984,368688
server,32,8192,1008080610,388770
client,32,8192,1018144043,392651
server,32,8192,986649465,380505
client,32,8192,983418587,379259
server,32,8192,982695140,378980
client,32,8192,1002095966,386462
server,32,8192,1000607584,385887
client,32,8192,976477126,376583
server,32,8192,983395250,379252
client,32,8192,987383284,380789
server,32,8192,992514831,382769
client,32,8192,982145424,378769
server,32,8192,989190605,381485
client,32,8192,1007489406,388542
server,32,8192,993082698,382986
client,32,8192,990627127,382039
server,32,8192,977345781,376918
client,32,8192,990077411,381829
server,32,8192,1007058968,388376
client,32,8192,988233788,381116
server,32,8192,1015328045,391566
client,32,8192,1068806077,412189
server,32,8192,515965512,198986
client,32,8192,974477923,375812
server,32,8192,1011760077,390190
client,32,8192,1001154707,386100
server,32,8192,499178430,192511
client,32,8192,1000094170,385690
server,32,8192,519577561,200377
client,32,8192,1008941486,389102
server,32,8192,1006498880,388161
client,32,8192,997267800,384601
server,32,8192,991239075,382275
client,32,8192,999912660,385620
server,32,8192,77567002,29915
client,32,8192,987761862,380936
server,32,8192,506560701,195357
client,32,8192,1027639609,396313
server,32,8192,1049773457,404849
client,32,8192,1055379523,407012
server,32,8192,1029576580,397060
client,32,8192,1051422605,405485
server,32,8192,89162898,34387
client,32,8192,1024852134,395238
server,32,8192,1046609997,403629
client,32,8192,1132407181,436716
server,32,8192,508422475,196076
client,32,8192,1041058384,401488
server,32,8192,1036419507,399700
client,32,8192,1002980179,386803
server,32,8192,1075612702,414814
client,32,8192,1054689785,406746
server,32,8192,996414703,384272
client,32,8192,1033927634,398738
server,32,8192,985962320,380241
client,32,8192,995730151,384007
server,32,8192,1004250749,387295
client,32,8192,998896204,385228
server,32,8192,766856413,295741
client,32,8192,1039974510,401070
server,32,8192,505259015,194856
client,32,8192,1082831614,417598
server,32,8192,1109562851,427908
client,32,8192,1073595348,414036
server,32,8192,1006128081,388017
client,32,8192,979622435,377797
server,32,8192,1004230005,387287
client,32,8192,993596112,383167
server,32,8192,982516223,378912
client,32,8192,1014936502,391414
server,32,8192,1006185127,388039
client,32,8192,967531276,373132
server,32,8192,1030372631,397367
client,32,8192,974353459,375763
server,32,8192,1007616463,388591
client,32,8192,21477819,8284
server,32,8192,1038623557,400549
client,32,8192,1003268002,386914
server,32,8192,1014573482,391275
client,32,8192,1013735943,390952
server,32,8192,1012089388,390316
client,32,8192,1003008702,386814
server,32,8192,999490001,385459
client,32,8192,19100038,7366
server,32,8192,1022178751,394206
client,32,8192,962477519,371183
server,32,8192,1027849642,396395
client,32,8192,987564794,380858
server,32,8192,1020350686,393502
client,32,8192,18825180,7260
server,32,8192,1086329571,418949
client,32,8192,20054262,7734
server,32,8192,1117100702,430815
client,32,8192,1000109728,385697
server,32,8192,1012716894,390559
