endpoint,time
server,85550
client,73230
server,83321
client,73010
client,72557
server,82848
client,72515
server,82827
client,73276
server,83612
client,72507
server,82860
client,72507
server,82857
client,72513
server,82904
client,72661
server,83019
client,72592
server,82920
client,72260
server,82599
client,73478
server,84225
client,72255
server,82574
server,82454
client,72109
client,72516
server,82841
client,73925
server,84265
client,72281
server,82686
client,72884
server,83258
client,72943
server,83391
client,72123
server,82485
client,73060
server,83884
client,73074
server,83419
client,72558
server,82908
server,84013
client,73641
client,75255
server,90909
client,76632
server,87347
client,78337
server,90064
server,91527
client,80248
server,85672
client,75288
server,82990
client,72644
client,73409
server,83844
client,73980
server,84494
client,73101
server,83489
client,72333
server,82801
client,73267
server,83614
client,73268
server,83641
client,73354
server,83813
client,72870
server,83210
client,73212
server,83513
client,73207
server,83494
client,73249
server,83793
client,72849
server,83255
client,72646
server,83035
client,73010
server,83343
client,72406
server,82785
client,73111
server,83605
server,83506
client,73168
server,83251
client,72946
client,72997
server,83344
server,83282
client,72893
client,73292
server,83660
client,73140
server,83538
client,72554
server,82678
client,73011
server,83360
client,72996
server,83328
client,73658
server,83948
server,83847
client,73525
client,72880
server,83179
client,73273
server,83320
client,73615
server,83935
client,73402
server,83765
client,73412
server,83755
client,73354
server,83693
client,72970
server,83337
client,73177
server,83525
client,72793
server,83119
client,73070
server,83622
client,72176
server,82527
client,73605
server,83945
client,72855
server,83167
client,73207
server,83566
client,73439
server,83799
client,74349
server,84647
client,73394
server,83745
client,72792
server,83186
client,73222
server,83612
client,72618
server,83063
client,72652
server,83182
client,73201
server,83511
client,73578
server,83912
client,73588
server,83905
client,73700
server,84034
client,73369
server,83706
client,73732
server,84426
client,73908
server,84292
client,73289
server,83690
client,73970
server,84351
client,73715
server,84126
client,73900
server,84236
client,74203
server,84530
client,73545
server,83879
client,73443
server,83833
client,72758
server,83126
client,72998
server,83416
client,73159
server,83564
client,72674
server,83047
client,73287
server,83632
client,72943
server,83287
client,73522
server,83943
client,73250
server,83921
client,72643
server,83035
client,72790
server,83133
client,73550
server,83953
client,72806
server,83273
client,72847
server,83122
client,73403
server,83768
client,73063
server,83413
client,72968
server,83333
client,73125
server,83513
client,73441
server,83820
server,84219
client,73915
client,72802
server,83107
client,73029
server,83764
client,73145
server,83512
client,73187
server,83587
client,73125
server,83531
client,73325
server,83604
client,73681
server,84051
client,72894
server,83238
client,73080
server,83479
client,72837
server,83140
client,81967
server,92483
client,72856
server,83214
client,73713
server,84064
client,73282
server,83614
client,73088
server,83422
client,73497
server,83885
client,73222
server,83655
client,73357
server,83747
client,73227
server,83534
client,72638
server,82953
server,83988
client,73590
client,73331
server,83645
client,73358
server,83773
client,72167
server,82494
client,73446
server,83752
client,72653
server,83027
client,73544
server,83924
client,73405
server,83987
client,73068
server,83396
client,73000
server,83355
client,74072
server,84375
client,72834
server,83142
client,72972
server,83342
client,73428
server,83842
client,73517
server,83898
client,73497
server,83887
client,72845
server,83165
client,72935
server,83292
client,73332
server,83670
client,93745
server,106306
client,74294
server,84664
client,73265
server,83745
client,73230
server,83580
client,73275
server,83653
client,73163
server,83544
client,73345
server,83715
client,73145
server,83466
client,73103
server,83679
server,83323
client,73003
client,72847
server,83264
client,72613
server,83141
client,73312
server,83908
client,73237
server,84096
client,73759
server,84648
client,73285
server,83863
client,73379
server,83870
client,72888
server,83388
client,72601
server,83253
client,73115
server,83939
client,72684
server,83435
client,72927
server,83729
client,73207
server,83880
client,73189
server,83632
client,73172
server,83700
client,72950
server,83327
client,72988
server,83638
client,73297
server,84055
client,72536
server,83501
client,73255
server,83898
client,73448
server,84185
client,73102
server,83637
client,72561
server,83031
client,73803
server,84126
server,83418
client,73099
client,73191
server,83641
client,72920
server,83260
client,73583
server,83685
client,72867
server,83297
client,72459
server,82893
client,73084
server,83462
client,73495
server,83813
client,73200
server,83537
client,72874
server,83203
client,72763
server,83152
client,72711
server,83052
client,74013
server,84341
client,73464
server,83855
client,73159
server,83484
client,73712
server,84024
client,72726
server,83054
client,72817
server,83254
client,73406
server,83864
client,73180
server,83612
client,72751
server,83162
client,73340
server,83751
client,73160
server,83480
client,73709
server,84049
client,73186
server,83498
client,73292
server,83597
server,83292
client,72977
client,73098
server,83464
client,73641
server,84023
client,72485
server,82924
client,73046
server,83426
client,73245
server,83604
server,83663
client,73301
client,73787
server,84344
client,72965
server,83214
client,72647
server,82927
server,83922
client,73511
client,72986
server,83390
client,73503
server,83895
client,82303
server,92774
client,74864
server,85506
client,72821
server,83166
client,73226
server,83593
client,75274
server,85615
client,73654
server,84117
server,83198
client,72817
client,73373
server,83758
client,72796
server,83157
client,72664
server,82981
client,72982
server,83561
client,77424
server,87956
client,73099
server,83419
client,72830
server,83197
client,73654
server,84100
client,74546
server,84872
server,83460
client,73105
server,84386
client,74002
client,73422
server,83793
client,73316
server,83654
client,72952
server,83274
server,84116
client,73777
client,73080
server,83432
client,73264
server,83711
client,72745
server,83169
client,73990
server,84362
client,73208
server,83760
client,73318
server,83635
client,73354
server,83740
server,83439
client,73059
client,72632
server,83003
client,73291
server,83643
client,73321
server,83731
client,72535
server,82907
client,72574
server,82887
client,73213
server,83572
client,73239
server,83630
client,72855
server,83176
server,83045
client,72736
client,73681
server,84021
server,83577
client,73226
client,72683
server,83022
client,73433
server,84010
client,73298
server,83670
client,72960
server,83273
client,72905
server,83226
client,72815
server,83161
client,72939
server,83258
client,73809
server,84102
client,73273
server,83644
client,73193
server,83543
server,82588
client,72282
client,73228
server,83495
client,73172
server,83549
client,72909
server,83264
client,72513
server,82844
client,75902
server,86240
client,72580
server,82983
client,72817
server,83456
client,72774
server,83158
client,73289
server,83689
client,73291
server,83645
client,72707
server,83050
server,83664
client,73343
server,84023
client,73705
client,73045
server,83422
client,73052
server,83382
client,73121
server,83491
client,73394
server,83770
client,73776
server,84138
client,73383
server,83714
client,73190
server,83511
client,72964
server,83268
client,73060
server,83415
server,84221
client,73917
client,72834
server,83282
client,73094
server,83497
client,73461
server,83862
server,83870
client,73545
client,73264
server,83581
client,73713
server,84096
client,72396
server,82674
client,73228
server,83657
client,73199
server,83534
client,72962
server,83322
server,84189
client,73806
client,73243
server,83620
client,72853
server,83169
client,73553
server,83855
client,73652
server,83721
server,83381
client,73062
client,73385
server,83739
