endpoint,min_input,max_input,cycles,time
server,32,8192,48527995,18714
client,32,8192,23445906,9041
server,32,8192,179044057,69050
client,32,8192,20904766,8061
server,32,8192,49539265,19106
client,32,8192,19701614,7598
server,32,8192,45901286,17706
client,32,8192,22569472,8704
server,32,8192,114613193,44201
client,32,8192,22647262,8733
client,32,8192,11455874,4419
server,32,8192,24236771,9347
server,32,8192,5440114,2099
client,32,8192,14310767,5518
server,32,8192,176629974,68119
client,32,8192,20388759,7863
client,32,8192,16916732,6524
server,32,8192,170230450,65649
client,32,8192,15150899,5843
server,32,8192,103515153,39921
client,32,8192,13281346,5123
server,32,8192,64394562,24834
server,32,8192,9832656,3793
client,32,8192,18874447,7280
server,32,8192,169776675,65475
client,32,8192,22170150,8551
server,32,8192,169133611,65228
client,32,8192,21814909,8414
server,32,8192,167323697,64530
client,32,8192,21589318,8327
server,32,8192,164945916,63613
client,32,8192,16548526,6382
server,32,8192,5219709,2015
client,32,8192,14816402,5714
server,32,8192,5865366,2264
client,32,8192,14588218,5626
server,32,8192,20132052,7764
client,32,8192,22209045,8565
server,32,8192,48929910,18870
client,32,8192,21285937,8210
server,32,8192,42867476,16532
client,32,8192,20531374,7919
server,32,8192,5001897,1926
client,32,8192,9477415,3656
client,32,8192,16242552,6265
server,32,8192,61114417,23569
server,32,8192,170632365,65806
client,32,8192,22411299,8643
client,32,8192,13501751,5207
server,32,8192,48712098,18787
client,32,8192,5297499,2044
server,32,8192,5012269,1933
server,32,8192,4797050,1850
client,32,8192,14964203,5771
client,32,8192,14738612,5684
server,32,8192,163875007,63199
server,32,8192,174449261,67278
client,32,8192,22540949,8695
server,32,8192,171978132,66326
client,32,8192,21594504,8328
server,32,8192,164805894,63559
client,32,8192,21698224,8368
server,32,8192,178206518,68726
client,32,8192,23601486,9103
server,32,8192,171049838,65967
client,32,8192,21280751,8208
server,32,8192,167339255,64536
client,32,8192,22014570,8490
server,32,8192,176648125,68126
client,32,8192,23207350,8950
server,32,8192,115824124,44670
client,32,8192,19325629,7454
client,32,8192,6521395,2515
server,32,8192,182132320,70240
client,32,8192,16299598,6287
server,32,8192,177602349,68493
client,32,8192,17217520,6640
server,32,8192,146473384,56489
client,32,8192,17583133,6781
server,32,8192,171415451,66108
server,32,8192,115103270,44392
client,32,8192,13613250,5251
server,32,8192,36823193,14201
client,32,8192,24109714,9298
server,32,8192,36937285,14246
client,32,8192,19149305,7385
server,32,8192,59960532,23125
client,32,8192,23819298,9186
server,32,8192,186944928,72097
client,32,8192,22808028,8796
server,32,8192,106769368,41176
client,32,8192,18882226,7282
server,32,8192,175354218,67627
client,32,8192,21843432,8424
server,32,8192,178499527,68841
client,32,8192,19138933,7381
server,32,8192,184743471,71248
client,32,8192,23036212,8885
server,32,8192,171682530,66211
client,32,8192,19743102,7615
server,32,8192,173777674,67019
client,32,8192,19971286,7703
server,32,8192,20015367,7720
client,32,8192,19100038,7367
server,32,8192,73752699,28443
client,32,8192,25559201,9858
server,32,8192,214679656,82792
client,32,8192,22797656,8792
server,32,8192,32251734,12438
client,32,8192,15840637,6109
server,32,8192,86751408,33457
client,32,8192,19478616,7512
server,32,8192,170647923,65812
client,32,8192,18949644,7308
server,32,8192,6207642,2394
client,32,8192,12716072,4904
client,32,8192,19058550,7350
server,32,8192,152289483,58731
server,32,8192,5538648,2135
client,32,8192,15607267,6019
client,32,8192,20085378,7746
server,32,8192,202803716,78212
server,32,8192,187598364,72349
client,32,8192,25043194,9659
server,32,8192,166610622,64254
client,32,8192,21472633,8282
server,32,8192,169379946,65323
client,32,8192,20850313,8041
client,32,8192,15132748,5837
server,32,8192,35560402,13715
server,32,8192,180503916,69614
client,32,8192,22063837,8509
server,32,8192,171547694,66158
client,32,8192,19776811,7627
server,32,8192,191254494,73758
client,32,8192,20697326,7983
server,32,8192,176204722,67954
client,32,8192,21301495,8216
server,32,8192,172413756,66494
client,32,8192,20199470,7791
server,32,8192,171275429,66056
client,32,8192,21119985,8145
server,32,8192,182067495,70219
client,32,8192,22024942,8496
server,32,8192,178984418,69026
client,32,8192,21602283,8331
client,32,8192,16592607,6398
server,32,8192,31554217,12169
server,32,8192,178058717,68670
client,32,8192,24278259,9363
server,32,8192,183607737,70809
client,32,8192,20479514,7898
server,32,8192,178110577,68692
client,32,8192,21866769,8434
server,32,8192,181258479,69903
client,32,8192,22447601,8657
server,32,8192,177734592,68544
client,32,8192,20977370,8091
server,32,8192,173458735,66896
client,32,8192,21555609,8313
server,32,8192,171402486,66103
client,32,8192,21441517,8269
server,32,8192,180509102,69616
client,32,8192,23902274,9219
server,32,8192,179591180,69259
client,32,8192,24475327,9439
server,32,8192,178105391,68688
client,32,8192,18288429,7053
server,32,8192,180420940,69582
client,32,8192,24086377,9290
server,32,8192,171773285,66245
client,32,8192,20912545,8066
server,32,8192,169914104,65529
client,32,8192,21244449,8194
server,32,8192,172182979,66403
client,32,8192,20227993,7803
server,32,8192,172888275,66676
client,32,8192,19488988,7516
server,32,8192,171869226,66282
client,32,8192,20279853,7821
server,32,8192,120647104,46528
client,32,8192,17845026,6882
server,32,8192,71756089,27675
client,32,8192,18773320,7241
server,32,8192,175667971,67749
client,32,8192,20025739,7723
server,32,8192,73260029,28253
client,32,8192,19066329,7354
server,32,8192,12498260,4820
client,32,8192,16761152,6464
server,32,8192,53675100,20701
client,32,8192,20640280,7960
server,32,8192,44099151,17008
client,32,8192,22520205,8684
server,32,8192,79620658,30707
client,32,8192,19691242,7594
server,32,8192,72570291,27988
client,32,8192,19040399,7343
server,32,8192,68973800,26600
client,32,8192,23427755,9035
server,32,8192,47236681,18219
client,32,8192,18218418,7027
server,32,8192,27641380,10660
client,32,8192,19621231,7566
server,32,8192,43500168,16777
client,32,8192,20202063,7791
server,32,8192,64996138,25066
client,32,8192,19258211,7427
server,32,8192,173020518,66726
client,32,8192,21319646,8222
client,32,8192,13416182,5175
server,32,8192,20196877,7788
client,32,8192,5017455,1935
server,32,8192,4988932,1925
server,32,8192,4781492,1844
client,32,8192,5390847,2080
server,32,8192,170650516,65813
client,32,8192,23624823,9110
server,32,8192,73680095,28417
client,32,8192,20445805,7885
server,32,8192,41565790,16031
client,32,8192,20186505,7785
server,32,8192,43912455,16936
client,32,8192,20922917,8070
server,32,8192,167761914,64698
client,32,8192,20417282,7875
server,32,8192,180420940,69581
client,32,8192,21202961,8177
server,32,8192,19123375,7375
client,32,8192,19265990,7430
server,32,8192,17889107,6899
client,32,8192,22004198,8486
server,32,8192,174104392,67145
client,32,8192,21617841,8337
server,32,8192,64293435,24797
client,32,8192,20251330,7810
server,32,8192,60860303,23471
client,32,8192,19406012,7484
server,32,8192,31953539,12323
client,32,8192,19992030,7710
server,32,8192,37111016,14303
client,32,8192,16159576,6233
client,32,8192,5053757,1949
server,32,8192,176746659,68163
server,32,8192,167222570,64492
client,32,8192,20915138,8066
server,32,8192,158388219,61084
client,32,8192,17559796,6772
server,32,8192,120348909,46413
client,32,8192,19566778,7546
server,32,8192,174916001,67457
client,32,8192,17795759,6863
server,32,8192,180172012,69484
client,32,8192,17336798,6686
server,32,8192,158082245,60965
client,32,8192,19291920,7440
server,32,8192,159534325,61525
client,32,8192,19595301,7557
server,32,8192,165827536,63952
client,32,8192,19053364,7349
server,32,8192,166613215,64257
client,32,8192,18866668,7276
server,32,8192,172475988,66517
client,32,8192,17259008,6656
server,32,8192,177716441,68538
client,32,8192,19001504,7328
server,32,8192,145775867,56220
client,32,8192,16722257,6450
server,32,8192,154856553,59723
client,32,8192,18537357,7149
server,32,8192,167417045,64768
client,32,8192,17111207,6599
server,32,8192,175320509,67615
client,32,8192,20020553,7722
server,32,8192,175019721,67498
client,32,8192,19403419,7483
server,32,8192,176007654,67879
client,32,8192,21571167,8319
server,32,8192,169628874,65419
client,32,8192,19997216,7713
server,32,8192,169911511,65529
client,32,8192,19771625,7625
server,32,8192,163957983,63232
client,32,8192,19019655,7336
server,32,8192,170258973,65662
client,32,8192,19587522,7555
server,32,8192,157983711,60928
client,32,8192,20482107,7900
server,32,8192,170647923,65811
client,32,8192,18705902,7215
client,32,8192,14440417,5569
server,32,8192,165500818,63827
client,32,8192,5512718,2126
server,32,8192,172628975,66574
client,32,8192,16968592,6545
server,32,8192,182002670,70191
client,32,8192,5357138,2065
server,32,8192,197573635,76194
client,32,8192,4693330,1811
server,32,8192,188430717,72670
client,32,8192,16566677,6389
server,32,8192,161271635,62195
server,32,8192,15954729,6154
client,32,8192,17507936,6751
client,32,8192,17331612,6685
server,32,8192,69308297,26729
client,32,8192,13621029,5253
server,32,8192,4835945,1865
server,32,8192,123024885,47445
client,32,8192,20124273,7761
server,32,8192,171980725,66326
client,32,8192,19976472,7704
server,32,8192,168596860,65021
client,32,8192,19556406,7542
server,32,8192,176165827,67940
client,32,8192,21332611,8228
server,32,8192,194747265,75106
client,32,8192,22846923,8811
server,32,8192,178419144,68810
client,32,8192,23736322,9154
server,32,8192,176300663,67993
client,32,8192,19063736,7352
server,32,8192,193927877,74789
client,32,8192,22190894,8558
server,32,8192,185376163,71493
client,32,8192,22636890,8731
server,32,8192,192143893,74101
client,32,8192,24706104,9528
server,32,8192,179764911,69328
client,32,8192,20775116,8012
server,32,8192,182137506,70244
client,32,8192,26469344,10209
server,32,8192,179881596,69372
client,32,8192,18151000,7001
server,32,8192,181608534,70040
client,32,8192,24882428,9596
server,32,8192,179324101,69158
client,32,8192,24929102,9614
server,32,8192,183083951,70610
client,32,8192,25989639,10025
server,32,8192,176274733,67981
client,32,8192,19994623,7711
