endpoint,operation,msglen,time
client,encrypt,4096,330
server,decrypt,4096,364
server,encrypt,4096,315
client,decrypt,4096,374
client,encrypt,4096,314
server,decrypt,4096,325
server,encrypt,4096,321
client,decrypt,4096,319
client,encrypt,4096,311
server,decrypt,4096,358
server,encrypt,4096,339
client,decrypt,4096,370
client,encrypt,4096,357
server,decrypt,4096,365
server,encrypt,4096,320
client,decrypt,4096,310
client,encrypt,4096,356
server,decrypt,4096,309
server,encrypt,4096,365
client,decrypt,4096,354
client,encrypt,8192,677
server,decrypt,8192,695
server,encrypt,8192,638
client,decrypt,8192,776
client,encrypt,8192,702
server,decrypt,8192,629
server,encrypt,8192,630
client,decrypt,8192,634
client,encrypt,8192,627
server,decrypt,8192,618
server,encrypt,8192,746
client,decrypt,8192,706
client,encrypt,8192,644
server,decrypt,8192,633
server,encrypt,8192,652
client,decrypt,8192,612
client,encrypt,8192,623
server,decrypt,8192,616
server,encrypt,8192,632
client,decrypt,8192,648
client,encrypt,16384,1255
server,decrypt,16384,1232
server,encrypt,16384,1273
client,decrypt,16384,1359
client,encrypt,16384,1320
server,decrypt,16384,1261
server,encrypt,16384,1308
client,decrypt,16384,1247
client,encrypt,16384,1406
server,decrypt,16384,1370
server,encrypt,16384,1353
client,decrypt,16384,1243
client,encrypt,16384,1347
server,decrypt,16384,1243
server,encrypt,16384,1275
client,decrypt,16384,1233
client,encrypt,16384,1249
server,decrypt,16384,1376
server,encrypt,16384,1255
client,decrypt,16384,1318
