endpoint,data_size,time
server,1048576,188400
client,1048576,189946
server,1048576,189104
client,1048576,190517
server,1048576,189156
client,1048576,190565
server,1048576,188813
client,1048576,190248
server,1048576,190256
client,1048576,191670
server,1048576,189920
client,1048576,191353
server,1048576,188661
client,1048576,190177
server,1048576,190743
client,1048576,192144
server,1048576,190861
client,1048576,192292
server,1048576,188954
client,1048576,190381
server,1048576,188130
client,1048576,189650
server,1048576,189148
client,1048576,190603
server,1048576,189468
client,1048576,190899
server,1048576,188020
client,1048576,189440
server,1048576,188940
client,1048576,190376
server,1048576,188432
client,1048576,189848
server,1048576,190218
client,1048576,191644
server,1048576,188567
client,1048576,189995
server,1048576,188223
client,1048576,189647
server,1048576,192162
client,1048576,193552
server,1048576,191011
client,1048576,192407
server,1048576,188185
client,1048576,189587
server,1048576,190246
client,1048576,191719
server,1048576,190169
client,1048576,191592
server,1048576,189675
client,1048576,191089
server,1048576,189835
client,1048576,191417
server,1048576,189291
client,1048576,190728
server,1048576,188177
client,1048576,189738
server,1048576,191103
client,1048576,192602
server,1048576,189444
client,1048576,190876
server,1048576,192327
client,1048576,193748
server,1048576,190048
client,1048576,191580
server,1048576,190355
client,1048576,191803
server,1048576,188738
client,1048576,190195
server,1048576,188868
client,1048576,190320
server,1048576,190042
client,1048576,191598
server,1048576,189151
client,1048576,190578
server,1048576,190652
client,1048576,192075
server,1048576,188792
client,1048576,190312
server,1048576,189378
client,1048576,190895
server,1048576,191056
client,1048576,192519
server,1048576,191014
client,1048576,192487
server,1048576,188800
client,1048576,190235
server,1048576,189280
client,1048576,190694
server,1048576,189108
client,1048576,190563
server,1048576,187731
client,1048576,189210
server,1048576,189723
client,1048576,191188
server,1048576,189268
client,1048576,190884
server,1048576,188906
client,1048576,190368
server,1048576,189581
client,1048576,191089
server,1048576,187985
client,1048576,189881
server,1048576,190637
client,1048576,192121
server,1048576,187887
client,1048576,189295
server,1048576,189837
client,1048576,191244
server,1048576,188707
client,1048576,190175
server,1048576,188525
client,1048576,190071
server,1048576,189724
client,1048576,191165
server,1048576,187876
client,1048576,189312
server,1048576,189841
client,1048576,191349
server,1048576,189783
