endpoint,keylen,test_id,operation,time
server,1,0,get_ecdh_params_from_cert,8
client,1,0,ecdsa_verify_with_sha256,20492
client,1,0,get_ecdh_params_from_cert,5
client,1,0,ecdh_make_public,10429
server,1,0,ecdsa_verify_with_sha256,20939
client,1,0,ecdh_calc_secret,10114
server,1,0,ecdh_read_public,3
client,1,0,ecdsa_sign_with_sha256,10441
server,1,0,ecdh_calc_secret,10165
server,1,0,ecdsa_verify_with_sha256,20444
server,1,1,get_ecdh_params_from_cert,5
client,1,1,ecdsa_verify_with_sha256,20389
client,1,1,get_ecdh_params_from_cert,4
client,1,1,ecdh_make_public,10276
server,1,1,ecdsa_verify_with_sha256,20491
client,1,1,ecdh_calc_secret,10190
server,1,1,ecdh_read_public,4
client,1,1,ecdsa_sign_with_sha256,10427
server,1,1,ecdh_calc_secret,10306
server,1,1,ecdsa_verify_with_sha256,19933
server,1,2,get_ecdh_params_from_cert,4
client,1,2,ecdsa_verify_with_sha256,20639
client,1,2,get_ecdh_params_from_cert,4
client,1,2,ecdh_make_public,10023
server,1,2,ecdsa_verify_with_sha256,20479
client,1,2,ecdh_calc_secret,10042
server,1,2,ecdh_read_public,3
client,1,2,ecdsa_sign_with_sha256,10345
server,1,2,ecdh_calc_secret,9983
server,1,2,ecdsa_verify_with_sha256,20126
server,1,3,get_ecdh_params_from_cert,3
client,1,3,ecdsa_verify_with_sha256,20408
client,1,3,get_ecdh_params_from_cert,5
client,1,3,ecdh_make_public,11276
server,1,3,ecdsa_verify_with_sha256,24610
client,1,3,ecdh_calc_secret,13741
server,1,3,ecdh_read_public,4
client,1,3,ecdsa_sign_with_sha256,10533
server,1,3,ecdh_calc_secret,10167
server,1,3,ecdsa_verify_with_sha256,20420
server,1,4,get_ecdh_params_from_cert,5
client,1,4,ecdsa_verify_with_sha256,23056
client,1,4,get_ecdh_params_from_cert,6
client,1,4,ecdh_make_public,10020
server,1,4,ecdsa_verify_with_sha256,20171
client,1,4,ecdh_calc_secret,10002
server,1,4,ecdh_read_public,4
client,1,4,ecdsa_sign_with_sha256,10460
server,1,4,ecdh_calc_secret,10126
server,1,4,ecdsa_verify_with_sha256,20510
server,1,5,get_ecdh_params_from_cert,4
client,1,5,ecdsa_verify_with_sha256,20098
client,1,5,get_ecdh_params_from_cert,4
client,1,5,ecdh_make_public,10169
server,1,5,ecdsa_verify_with_sha256,20624
client,1,5,ecdh_calc_secret,9937
server,1,5,ecdh_read_public,3
client,1,5,ecdsa_sign_with_sha256,10309
server,1,5,ecdh_calc_secret,9867
server,1,5,ecdsa_verify_with_sha256,19865
server,1,6,get_ecdh_params_from_cert,3
client,1,6,ecdsa_verify_with_sha256,20419
client,1,6,get_ecdh_params_from_cert,5
client,1,6,ecdh_make_public,9992
server,1,6,ecdsa_verify_with_sha256,20290
client,1,6,ecdh_calc_secret,9878
server,1,6,ecdh_read_public,3
client,1,6,ecdsa_sign_with_sha256,10367
server,1,6,ecdh_calc_secret,10103
server,1,6,ecdsa_verify_with_sha256,20397
server,1,7,get_ecdh_params_from_cert,3
client,1,7,ecdsa_verify_with_sha256,20551
client,1,7,get_ecdh_params_from_cert,5
client,1,7,ecdh_make_public,10037
server,1,7,ecdsa_verify_with_sha256,20349
client,1,7,ecdh_calc_secret,10194
server,1,7,ecdh_read_public,3
client,1,7,ecdsa_sign_with_sha256,13284
server,1,7,ecdh_calc_secret,10107
server,1,7,ecdsa_verify_with_sha256,20077
server,1,8,get_ecdh_params_from_cert,3
client,1,8,ecdsa_verify_with_sha256,20429
client,1,8,get_ecdh_params_from_cert,5
client,1,8,ecdh_make_public,9826
server,1,8,ecdsa_verify_with_sha256,20004
client,1,8,ecdh_calc_secret,9960
server,1,8,ecdh_read_public,4
client,1,8,ecdsa_sign_with_sha256,10381
server,1,8,ecdh_calc_secret,10360
server,1,8,ecdsa_verify_with_sha256,20507
server,1,9,get_ecdh_params_from_cert,4
client,1,9,ecdsa_verify_with_sha256,20589
client,1,9,get_ecdh_params_from_cert,4
client,1,9,ecdh_make_public,10286
server,1,9,ecdsa_verify_with_sha256,20506
client,1,9,ecdh_calc_secret,10206
server,1,9,ecdh_read_public,4
client,1,9,ecdsa_sign_with_sha256,10309
server,1,9,ecdh_calc_secret,10283
server,1,9,ecdsa_verify_with_sha256,19848
server,1,10,get_ecdh_params_from_cert,5
client,1,10,ecdsa_verify_with_sha256,23186
client,1,10,get_ecdh_params_from_cert,5
client,1,10,ecdh_make_public,10089
server,1,10,ecdsa_verify_with_sha256,20722
client,1,10,ecdh_calc_secret,10351
server,1,10,ecdh_read_public,4
client,1,10,ecdsa_sign_with_sha256,10492
server,1,10,ecdh_calc_secret,10239
server,1,10,ecdsa_verify_with_sha256,20594
server,1,11,get_ecdh_params_from_cert,6
client,1,11,ecdsa_verify_with_sha256,20103
client,1,11,get_ecdh_params_from_cert,5
client,1,11,ecdh_make_public,9990
server,1,11,ecdsa_verify_with_sha256,20720
client,1,11,ecdh_calc_secret,10218
server,1,11,ecdh_read_public,4
client,1,11,ecdsa_sign_with_sha256,10355
server,1,11,ecdh_calc_secret,10273
server,1,11,ecdsa_verify_with_sha256,19916
server,1,12,get_ecdh_params_from_cert,4
client,1,12,ecdsa_verify_with_sha256,20316
client,1,12,get_ecdh_params_from_cert,5
client,1,12,ecdh_make_public,9968
server,1,12,ecdsa_verify_with_sha256,20356
client,1,12,ecdh_calc_secret,10022
server,1,12,ecdh_read_public,4
client,1,12,ecdsa_sign_with_sha256,10454
server,1,12,ecdh_calc_secret,10170
server,1,12,ecdsa_verify_with_sha256,19923
server,1,13,get_ecdh_params_from_cert,4
client,1,13,ecdsa_verify_with_sha256,20340
client,1,13,get_ecdh_params_from_cert,5
client,1,13,ecdh_make_public,10028
server,1,13,ecdsa_verify_with_sha256,20663
client,1,13,ecdh_calc_secret,10218
server,1,13,ecdh_read_public,4
client,1,13,ecdsa_sign_with_sha256,10542
server,1,13,ecdh_calc_secret,10367
server,1,13,ecdsa_verify_with_sha256,20013
server,1,14,get_ecdh_params_from_cert,5
client,1,14,ecdsa_verify_with_sha256,20294
client,1,14,get_ecdh_params_from_cert,5
client,1,14,ecdh_make_public,9987
server,1,14,ecdsa_verify_with_sha256,20195
client,1,14,ecdh_calc_secret,10114
server,1,14,ecdh_read_public,4
client,1,14,ecdsa_sign_with_sha256,10452
server,1,14,ecdh_calc_secret,10231
