msglen,time
1024,94450
1024,94626
1024,92751
1024,99184
1024,98261
1024,92306
1024,100998
1024,100528
1024,107020
1024,94019
1024,93888
1024,94338
1024,99364
1024,97111
1024,97087
1024,94246
1024,97007
1024,99572
1024,98384
1024,99173
1024,98065
1024,94202
1024,94873
1024,109050
1024,95085
