msglen,time
1024,94304
1024,94492
1024,92607
1024,99073
1024,98110
1024,92060
1024,100830
1024,99985
1024,106868
1024,93783
1024,93738
1024,94147
1024,99183
1024,96942
1024,96877
1024,94091
1024,96814
1024,99404
1024,98138
1024,99007
1024,97869
1024,94041
1024,94675
1024,108862
1024,94896
