endpoint,operation,msglen,time
client,encrypt,4096,315
server,decrypt,4096,323
server,encrypt,4096,312
client,decrypt,4096,324
client,encrypt,4096,334
server,decrypt,4096,345
server,encrypt,4096,313
client,decrypt,4096,313
client,encrypt,4096,314
server,decrypt,4096,315
server,encrypt,4096,314
client,decrypt,4096,318
client,encrypt,4096,316
server,decrypt,4096,367
server,encrypt,4096,312
client,decrypt,4096,372
client,encrypt,4096,342
server,decrypt,4096,358
server,encrypt,4096,313
client,decrypt,4096,353
client,encrypt,8192,686
server,decrypt,8192,713
server,encrypt,8192,625
client,decrypt,8192,678
client,encrypt,8192,625
server,decrypt,8192,677
server,encrypt,8192,618
client,decrypt,8192,635
client,encrypt,8192,687
server,decrypt,8192,731
server,encrypt,8192,710
client,decrypt,8192,709
client,encrypt,8192,622
server,decrypt,8192,613
server,encrypt,8192,670
client,decrypt,8192,720
client,encrypt,8192,625
server,decrypt,8192,699
server,encrypt,8192,616
client,decrypt,8192,668
client,encrypt,16384,1414
server,decrypt,16384,1524
server,encrypt,16384,1602
client,decrypt,16384,1290
client,encrypt,16384,1400
server,decrypt,16384,1255
server,encrypt,16384,1297
client,decrypt,16384,1377
client,encrypt,16384,1364
server,decrypt,16384,1376
server,encrypt,16384,1243
client,decrypt,16384,1376
client,encrypt,16384,1241
server,decrypt,16384,1415
server,encrypt,16384,1250
client,decrypt,16384,1267
client,encrypt,16384,1248
server,decrypt,16384,1219
server,encrypt,16384,1228
client,decrypt,16384,1363
