endpoint,data_size,time
client,1048576,125793
server,1048576,125527
server,1048576,115404
client,1048576,120305
server,1048576,107890
client,1048576,108113
server,1048576,106772
client,1048576,106998
server,1048576,105776
client,1048576,106036
server,1048576,106440
client,1048576,106669
server,1048576,105601
client,1048576,105823
server,1048576,106061
client,1048576,106312
server,1048576,105448
client,1048576,105714
server,1048576,106527
client,1048576,106854
server,1048576,106690
client,1048576,106978
server,1048576,105398
client,1048576,105650
server,1048576,106214
client,1048576,106463
server,1048576,106363
client,1048576,106625
server,1048576,105410
client,1048576,105717
server,1048576,105288
client,1048576,105581
server,1048576,107330
client,1048576,107644
server,1048576,106608
client,1048576,106861
server,1048576,105984
client,1048576,106268
server,1048576,106076
client,1048576,106365
server,1048576,106409
client,1048576,106678
server,1048576,105690
client,1048576,105967
server,1048576,106355
client,1048576,106635
server,1048576,106219
client,1048576,106488
server,1048576,105996
client,1048576,106270
server,1048576,106283
client,1048576,106614
server,1048576,106246
client,1048576,106504
server,1048576,106072
client,1048576,106337
server,1048576,107081
client,1048576,107350
server,1048576,107289
client,1048576,107556
server,1048576,106535
client,1048576,106821
server,1048576,106478
client,1048576,106787
server,1048576,105446
client,1048576,105736
server,1048576,106407
client,1048576,106680
server,1048576,106184
client,1048576,106455
server,1048576,106043
client,1048576,106340
server,1048576,106678
client,1048576,107007
server,1048576,106662
client,1048576,106921
server,1048576,106509
client,1048576,106775
server,1048576,105881
client,1048576,106177
server,1048576,105433
client,1048576,105707
server,1048576,106121
client,1048576,106363
server,1048576,106739
client,1048576,106997
server,1048576,105948
client,1048576,106230
server,1048576,106006
client,1048576,106253
server,1048576,106823
client,1048576,107095
server,1048576,106076
client,1048576,106331
server,1048576,106846
client,1048576,107080
server,1048576,106423
client,1048576,106655
server,1048576,106274
client,1048576,106537
server,1048576,105493
client,1048576,105769
server,1048576,106547
client,1048576,106826
server,1048576,106999
client,1048576,107240
server,1048576,106251
client,1048576,106507
server,1048576,107025
client,1048576,107286
server,1048576,106068
client,1048576,106338
server,1048576,107195
client,1048576,107468
server,1048576,107303
client,1048576,107588
server,1048576,105685
client,1048576,105973
server,1048576,107371
client,1048576,107607
server,1048576,106356
client,1048576,106607
server,1048576,106780
client,1048576,107039
server,1048576,106554
client,1048576,106785
server,1048576,105314
client,1048576,105573
server,1048576,106017
client,1048576,106299
server,1048576,104922
client,1048576,105180
server,1048576,106286
client,1048576,106552
server,1048576,105357
client,1048576,105620
server,1048576,105957
client,1048576,106217
server,1048576,109643
client,1048576,109871
server,1048576,106061
client,1048576,106272
server,1048576,106840
client,1048576,107116
server,1048576,109593
client,1048576,109884
server,1048576,106778
client,1048576,107047
server,1048576,106353
client,1048576,106604
server,1048576,105895
client,1048576,106200
server,1048576,105756
client,1048576,106089
server,1048576,106052
client,1048576,106342
server,1048576,105918
client,1048576,106191
server,1048576,106287
client,1048576,106590
server,1048576,105344
client,1048576,105628
server,1048576,106237
client,1048576,106558
server,1048576,105829
client,1048576,106127
server,1048576,106630
client,1048576,106896
server,1048576,105814
client,1048576,106139
server,1048576,106782
client,1048576,107046
server,1048576,105884
client,1048576,106177
server,1048576,106231
client,1048576,106526
server,1048576,107151
client,1048576,107407
server,1048576,105453
client,1048576,105749
server,1048576,106733
client,1048576,107003
server,1048576,105870
client,1048576,106170
server,1048576,105977
client,1048576,106219
server,1048576,105633
client,1048576,105938
server,1048576,106269
client,1048576,106608
server,1048576,105617
client,1048576,105894
server,1048576,107223
client,1048576,107533
server,1048576,105795
client,1048576,106109
server,1048576,105613
client,1048576,105907
server,1048576,106678
client,1048576,106952
server,1048576,106763
client,1048576,107071
server,1048576,105450
client,1048576,105772
server,1048576,105685
client,1048576,105975
server,1048576,106636
client,1048576,106909
server,1048576,106504
client,1048576,106757
server,1048576,106389
client,1048576,106684
server,1048576,106179
client,1048576,106471
server,1048576,105996
client,1048576,106232
server,1048576,106050
client,1048576,106356
server,1048576,106357
client,1048576,106631
server,1048576,105482
client,1048576,105769
server,1048576,106333
client,1048576,106638
server,1048576,105446
client,1048576,105741
server,1048576,106907
client,1048576,107221
server,1048576,106959
client,1048576,107271
server,1048576,106020
client,1048576,106326
server,1048576,106274
client,1048576,106549
server,1048576,106345
client,1048576,106647
server,1048576,106783
client,1048576,107081
server,1048576,106288
client,1048576,106606
server,1048576,106048
client,1048576,106352
server,1048576,105603
client,1048576,105902
server,1048576,107130
client,1048576,107440
server,1048576,106919
client,1048576,107231
server,1048576,106282
client,1048576,106555
server,1048576,106207
client,1048576,106458
server,1048576,106259
client,1048576,106569
server,1048576,106092
client,1048576,106390
server,1048576,106283
client,1048576,106632
server,1048576,106501
client,1048576,106780
server,1048576,106526
client,1048576,106793
server,1048576,106386
client,1048576,106684
server,1048576,107322
client,1048576,107588
server,1048576,106391
client,1048576,106629
server,1048576,105823
client,1048576,106107
server,1048576,106235
client,1048576,106516
server,1048576,107689
client,1048576,107926
server,1048576,105985
client,1048576,106252
server,1048576,106251
client,1048576,106506
server,1048576,106328
client,1048576,106605
server,1048576,106066
client,1048576,106291
server,1048576,106714
client,1048576,106967
server,1048576,105190
client,1048576,105485
server,1048576,106515
client,1048576,106795
server,1048576,105844
client,1048576,106069
server,1048576,105964
client,1048576,106231
server,1048576,105165
client,1048576,105456
server,1048576,105875
client,1048576,106156
server,1048576,106688
client,1048576,106952
server,1048576,107468
client,1048576,107708
server,1048576,106513
client,1048576,106754
server,1048576,105973
client,1048576,106214
server,1048576,106655
client,1048576,106884
server,1048576,106202
client,1048576,106444
server,1048576,105828
client,1048576,106088
server,1048576,106254
client,1048576,106508
server,1048576,105847
client,1048576,106079
server,1048576,106488
client,1048576,106774
server,1048576,105668
client,1048576,105922
server,1048576,106725
client,1048576,106980
server,1048576,105657
client,1048576,105952
server,1048576,106406
client,1048576,106625
server,1048576,107122
client,1048576,107368
server,1048576,107131
client,1048576,107429
server,1048576,106425
client,1048576,106675
server,1048576,106360
client,1048576,106663
server,1048576,106112
client,1048576,106388
server,1048576,106023
client,1048576,106271
server,1048576,106235
client,1048576,106531
server,1048576,106245
client,1048576,106579
server,1048576,106253
client,1048576,106537
server,1048576,105482
client,1048576,105797
server,1048576,106508
client,1048576,106789
server,1048576,105890
client,1048576,106183
server,1048576,105967
client,1048576,106220
server,1048576,106615
client,1048576,106935
server,1048576,106271
client,1048576,106579
server,1048576,105258
client,1048576,105544
server,1048576,106023
client,1048576,106314
server,1048576,106453
client,1048576,106751
server,1048576,105825
client,1048576,106109
server,1048576,105571
client,1048576,105909
server,1048576,106985
client,1048576,107314
server,1048576,105444
client,1048576,105724
server,1048576,105570
client,1048576,105864
server,1048576,105433
client,1048576,105717
server,1048576,105940
client,1048576,106276
server,1048576,106206
client,1048576,106535
server,1048576,105872
client,1048576,106153
server,1048576,105797
client,1048576,106073
server,1048576,106669
client,1048576,106958
server,1048576,106201
client,1048576,106505
server,1048576,106833
client,1048576,107125
server,1048576,106312
client,1048576,106580
server,1048576,106321
client,1048576,106601
server,1048576,106159
client,1048576,106396
server,1048576,106156
client,1048576,106436
server,1048576,104930
client,1048576,105215
server,1048576,106939
client,1048576,107247
server,1048576,105918
client,1048576,106192
server,1048576,106951
client,1048576,107231
server,1048576,106093
client,1048576,106342
server,1048576,105986
client,1048576,106236
server,1048576,106037
client,1048576,106335
server,1048576,106084
client,1048576,106350
server,1048576,110471
client,1048576,110736
server,1048576,106061
client,1048576,106307
server,1048576,106419
client,1048576,106701
server,1048576,106454
client,1048576,106706
server,1048576,106858
client,1048576,107132
server,1048576,106326
client,1048576,106570
server,1048576,105701
client,1048576,105970
server,1048576,106396
client,1048576,106659
server,1048576,105876
client,1048576,106182
server,1048576,106706
client,1048576,106960
server,1048576,106715
client,1048576,106963
server,1048576,106194
client,1048576,106436
server,1048576,107063
client,1048576,107354
server,1048576,106326
client,1048576,106582
server,1048576,106197
client,1048576,106479
server,1048576,106059
client,1048576,106337
server,1048576,107578
client,1048576,107839
server,1048576,107090
client,1048576,107361
server,1048576,105643
client,1048576,105927
server,1048576,106280
client,1048576,106559
server,1048576,106009
client,1048576,106308
server,1048576,106905
client,1048576,107180
server,1048576,105690
client,1048576,105970
server,1048576,106975
client,1048576,107274
server,1048576,106798
client,1048576,107078
server,1048576,107242
client,1048576,107540
server,1048576,106296
client,1048576,106595
server,1048576,105930
client,1048576,106244
server,1048576,105731
client,1048576,106016
server,1048576,106165
client,1048576,106479
server,1048576,105613
client,1048576,105899
server,1048576,106212
client,1048576,106526
server,1048576,106541
client,1048576,106833
server,1048576,105831
client,1048576,106114
server,1048576,108133
client,1048576,108419
server,1048576,107612
client,1048576,107880
server,1048576,127523
client,1048576,127816
server,1048576,107540
client,1048576,107822
server,1048576,107433
client,1048576,107728
server,1048576,105475
client,1048576,105792
server,1048576,107146
client,1048576,107454
server,1048576,107211
client,1048576,107498
server,1048576,107653
client,1048576,107955
server,1048576,107160
client,1048576,107469
server,1048576,112999
client,1048576,113300
server,1048576,112495
client,1048576,112781
server,1048576,107190
client,1048576,107518
server,1048576,105659
client,1048576,105968
server,1048576,105295
client,1048576,105608
server,1048576,106492
client,1048576,106837
server,1048576,106618
client,1048576,106886
server,1048576,105460
client,1048576,105766
server,1048576,106774
client,1048576,107046
server,1048576,105950
client,1048576,106231
server,1048576,106176
client,1048576,106508
server,1048576,106540
client,1048576,106813
server,1048576,106681
