endpoint,min_input,max_input,cycles,time
server,32,8192,1220172452,470565
client,32,8192,34987349,13494
server,32,8192,1155080373,445462
client,32,8192,1051998251,405707
client,32,8192,1129959389,435773
server,32,8192,1153674967,444918
server,32,8192,893327395,344516
client,32,8192,1014853526,391382
server,32,8192,1100329178,424346
client,32,8192,1090480964,420548
server,32,8192,1153503829,444853
client,32,8192,1073188247,413880
server,32,8192,1129837518,435728
client,32,8192,1034313991,398887
server,32,8192,1153698304,444928
client,32,8192,942726638,363566
server,32,8192,612274718,236128
client,32,8192,13073906,5042
server,32,8192,1142045362,440434
client,32,8192,1115638250,430250
server,32,8192,1161479897,447929
client,32,8192,966125870,372590
server,32,8192,1133615519,437183
client,32,8192,1007595719,388584
server,32,8192,1155230767,445520
client,32,8192,83118615,32056
server,32,8192,1195541545,461065
client,32,8192,1016505267,392019
server,32,8192,1153991313,445042
client,32,8192,54919740,21180
server,32,8192,1181720855,455735
client,32,8192,1023856422,394855
server,32,8192,1147877019,442684
client,32,8192,74346496,28673
server,32,8192,1123627283,433332
client,32,8192,76229014,29398
client,32,8192,26977572,10403
server,32,8192,650168820,250739
client,32,8192,4071010,1570
server,32,8192,384969745,148466
client,32,8192,8536156,3291
server,32,8192,150961867,58219
server,32,8192,1143466326,440983
client,32,8192,946302385,364946
server,32,8192,1121532139,432524
client,32,8192,944308368,364176
server,32,8192,1119071382,431576
client,32,8192,941243442,362994
server,32,8192,1121539918,432527
client,32,8192,105083918,40526
server,32,8192,1104076063,425793
client,32,8192,1141008162,440035
server,32,8192,1144099018,441226
client,32,8192,1136143694,438159
server,32,8192,1115824946,430322
client,32,8192,998082002,384915
server,32,8192,1172406799,452144
client,32,8192,1146650530,442210
server,32,8192,1135350236,437854
client,32,8192,1143199247,440880
server,32,8192,1144010856,441193
client,32,8192,1135319120,437841
server,32,8192,1120204523,432012
client,32,8192,1151693915,444155
server,32,8192,1153916116,445013
client,32,8192,1144438701,441358
server,32,8192,1143671173,441061
client,32,8192,1156236851,445908
server,32,8192,1129598962,435635
client,32,8192,1133931865,437306
server,32,8192,1137896562,438835
client,32,8192,1152158062,444334
server,32,8192,1138142897,438930
client,32,8192,1157795244,446508
server,32,8192,1165203445,449365
client,32,8192,1164059932,448924
server,32,8192,1143442989,440973
client,32,8192,1165737603,449573
server,32,8192,1151875425,444225
client,32,8192,1146020431,441968
server,32,8192,1119761120,431840
client,32,8192,1152689627,444538
server,32,8192,1146660902,442215
client,32,8192,1142019432,440424
server,32,8192,1134525662,437535
client,32,8192,1151393127,444040
server,32,8192,1136221484,438188
client,32,8192,1107784053,427221
server,32,8192,1159356230,447110
client,32,8192,1125986913,434241
server,32,8192,1115531937,430209
client,32,8192,1155129640,445481
server,32,8192,1144086053,441222
client,32,8192,1152090644,444308
server,32,8192,1160346756,447494
client,32,8192,1169850101,451158
server,32,8192,1125074177,433889
client,32,8192,1145763724,441868
server,32,8192,1135238737,437809
client,32,8192,1145911525,441925
server,32,8192,1120406777,432089
client,32,8192,1140064310,439670
server,32,8192,1111352021,428597
client,32,8192,1137562065,438705
server,32,8192,1109555072,427906
client,32,8192,1134764218,437626
server,32,8192,1115780865,430305
client,32,8192,1131211808,436266
server,32,8192,1125709462,434135
client,32,8192,1141801620,440340
server,32,8192,1109889569,428034
client,32,8192,1128828841,435348
server,32,8192,1144156064,441248
client,32,8192,1154852189,445373
server,32,8192,1123482075,433276
client,32,8192,1120080059,431963
server,32,8192,1120707565,432205
client,32,8192,1097248694,423158
server,32,8192,1111287196,428572
client,32,8192,1117458536,430952
server,32,8192,1114442877,429780
client,32,8192,1100062099,424244
server,32,8192,1143920101,441157
client,32,8192,1108481570,427490
server,32,8192,852490238,328767
client,32,8192,1138920797,439229
server,32,8192,1129461533,435582
client,32,8192,995421584,383888
server,32,8192,1130900648,436136
client,32,8192,1123409471,433247
server,32,8192,1113833522,429554
client,32,8192,1100899638,424566
server,32,8192,1135163540,437780
client,32,8192,1143759335,441095
server,32,8192,1131437399,436343
client,32,8192,1125522766,434063
server,32,8192,1119133614,431599
client,32,8192,1067621076,411732
server,32,8192,1109028693,427702
client,32,8192,1115627878,430245
server,32,8192,1126132121,434298
client,32,8192,1140518085,439846
server,32,8192,1152829649,444593
client,32,8192,1160995006,447742
server,32,8192,1173721450,452651
client,32,8192,1161606954,447978
server,32,8192,1161718453,448021
client,32,8192,1143520779,441003
server,32,8192,1150454461,443677
client,32,8192,1085891354,418777
server,32,8192,1104786545,426065
client,32,8192,1095594360,422520
server,32,8192,1163673575,448775
client,32,8192,1128323206,435142
server,32,8192,1078288678,415846
client,32,8192,1124571135,433695
server,32,8192,1101897943,424951
client,32,8192,1105095112,426185
server,32,8192,1049778643,404852
client,32,8192,1013668525,390925
server,32,8192,1097220171,423148
client,32,8192,1157126250,446252
server,32,8192,1104514280,425960
client,32,8192,1149448377,443289
server,32,8192,1043018692,402245
client,32,8192,1130763219,436083
server,32,8192,1099294571,423957
client,32,8192,1122698989,432974
server,32,8192,1054780540,406781
client,32,8192,1152889288,444616
server,32,8192,1064792113,410641
client,32,8192,1155982737,445810
server,32,8192,1060389199,408943
client,32,8192,1138993401,439257
server,32,8192,1110628574,428319
client,32,8192,1152754452,444564
server,32,8192,1097152753,423121
client,32,8192,1140375470,439791
server,32,8192,1083256866,417762
client,32,8192,1124941934,433840
server,32,8192,1086539604,419028
client,32,8192,1156239444,445908
server,32,8192,1075908304,414928
client,32,8192,1136169624,438169
server,32,8192,1029063166,396862
client,32,8192,1098368870,423590
server,32,8192,1079082136,416152
client,32,8192,1154180602,445114
server,32,8192,1062274310,409671
client,32,8192,1137141999,438544
server,32,8192,1131979336,436553
client,32,8192,1123183880,433161
server,32,8192,1011174059,389964
client,32,8192,1141410077,440189
server,32,8192,1127234146,434722
client,32,8192,1139356421,439398
server,32,8192,1035270808,399256
client,32,8192,1132539424,436769
server,32,8192,1133903342,437294
client,32,8192,1131937848,436536
server,32,8192,1093994479,421905
client,32,8192,1156174619,445884
server,32,8192,1052312004,405828
client,32,8192,1137030500,438500
server,32,8192,1035919058,399506
client,32,8192,1128805504,435328
server,32,8192,1088302844,419709
client,32,8192,1122587490,432930
server,32,8192,1140118763,439691
client,32,8192,26368217,10170
server,32,8192,1135168726,437783
client,32,8192,1061343423,409311
server,32,8192,1147895170,442690
client,32,8192,963333209,371513
server,32,8192,1145991908,441956
client,32,8192,971838249,374793
server,32,8192,1155495253,445621
client,32,8192,978911953,377521
server,32,8192,1139229364,439348
client,32,8192,74032743,28551
server,32,8192,1152031005,444285
client,32,8192,1144467224,441367
server,32,8192,1123450959,433263
client,32,8192,1044833792,402944
server,32,8192,1147096526,442382
client,32,8192,1001273985,386145
server,32,8192,1162058136,448152
client,32,8192,1133047652,436964
server,32,8192,1130835823,436111
client,32,8192,1123007556,433093
server,32,8192,1167179311,450127
client,32,8192,1155560078,445647
server,32,8192,1131284412,436285
client,32,8192,923922202,356315
server,32,8192,1147957402,442714
client,32,8192,1141301171,440147
server,32,8192,1131144390,436231
client,32,8192,1131123646,436223
server,32,8192,1141485274,440219
client,32,8192,1091481862,420933
server,32,8192,1157686338,446466
client,32,8192,1130999182,436174
server,32,8192,1157146994,446259
client,32,8192,1128917003,435371
server,32,8192,1161070203,447773
client,32,8192,1119571831,431768
server,32,8192,1131712257,436450
client,32,8192,1125660195,434116
server,32,8192,1166795547,449979
client,32,8192,1146632379,442203
server,32,8192,1165735010,449571
client,32,8192,1119571831,431767
server,32,8192,1107514381,427118
client,32,8192,1110307042,428195
server,32,8192,1151457952,444066
client,32,8192,1126910021,434597
server,32,8192,1169829357,451149
client,32,8192,1065601129,410953
server,32,8192,1145776689,441875
client,32,8192,1139639058,439507
server,32,8192,1141801620,440341
client,32,8192,1122704175,432975
server,32,8192,1177942854,454280
client,32,8192,1171201054,451678
server,32,8192,1140354726,439783
client,32,8192,1135098715,437755
server,32,8192,1163333892,448644
client,32,8192,1152375874,444418
server,32,8192,1153257494,444759
client,32,8192,1165125655,449335
server,32,8192,1156563569,446034
client,32,8192,1115550088,430216
server,32,8192,1151126048,443937
client,32,8192,1139276038,439366
server,32,8192,1121197642,432404
client,32,8192,1145623702,441815
server,32,8192,1164747077,449190
client,32,8192,1153732013,444941
server,32,8192,1173656625,452625
client,32,8192,1173086165,452405
server,32,8192,1150822667,443819
client,32,8192,987567387,380859
server,32,8192,1125260873,433961
client,32,8192,952087368,367176
server,32,8192,1141635668,440277
client,32,8192,29350167,11319
server,32,8192,1155290406,445542
client,32,8192,21864176,8432
server,32,8192,1157735605,446485
client,32,8192,1015107640,391480
server,32,8192,1169544127,451039
client,32,8192,982868871,379047
server,32,8192,1126668872,434505
client,32,8192,994288443,383452
server,32,8192,1132287903,436671
client,32,8192,124757009,48114
server,32,8192,1123476889,433274
client,32,8192,103883359,40063
server,32,8192,1119509599,431743
client,32,8192,956850709,369013
server,32,8192,1115552681,430218
client,32,8192,113773061,43877
server,32,8192,1115555274,430219
client,32,8192,982119494,378758
server,32,8192,1121272839,432424
client,32,8192,957602679,369304
server,32,8192,1131325900,436300
client,32,8192,91981489,35474
server,32,8192,1119110277,431590
client,32,8192,30488494,11758
server,32,8192,1113779069,429525
client,32,8192,24620535,9495
server,32,8192,1141228567,440119
client,32,8192,22590216,8712
server,32,8192,1113086738,429257
client,32,8192,123229732,47524
server,32,8192,1112360698,428987
client,32,8192,953516111,367727
server,32,8192,1118537224,431368
client,32,8192,29534270,11391
server,32,8192,1143077376,440833
client,32,8192,47304099,18242
server,32,8192,1123624690,433330
client,32,8192,34227600,13201
server,32,8192,1167163753,450121
client,32,8192,38334912,14783
server,32,8192,1135000181,437717
client,32,8192,61853422,23854
server,32,8192,1130091632,435824
client,32,8192,972486499,375043
server,32,8192,1132287903,436671
client,32,8192,961533667,370819
server,32,8192,1120098210,431971
client,32,8192,148283298,57186
client,32,8192,36291628,13995
server,32,8192,669344055,258134
client,32,8192,4016557,1549
server,32,8192,197524368,76176
server,32,8192,1151844309,444214
client,32,8192,26417484,10189
server,32,8192,1152139911,444327
client,32,8192,22489089,8673
server,32,8192,1144130134,441238
client,32,8192,76464977,29489
server,32,8192,1132038975,436577
client,32,8192,952040694,367158
server,32,8192,1114862943,429951
client,32,8192,971721564,374749
server,32,8192,1113976137,429609
client,32,8192,970230589,374174
server,32,8192,1112700381,429119
client,32,8192,988259718,381127
server,32,8192,1121851078,432647
client,32,8192,33239667,12819
server,32,8192,1131587793,436401
client,32,8192,966245148,372637
server,32,8192,1138770403,439172
client,32,8192,154742461,59677
server,32,8192,1142294290,440531
client,32,8192,116078238,44767
server,32,8192,1134813485,437647
client,32,8192,958354649,369593
server,32,8192,1117738580,431062
client,32,8192,86658060,33420
server,32,8192,1146634972,442205
client,32,8192,970795863,374391
server,32,8192,1137121255,438535
client,32,8192,988451600,381201
server,32,8192,816237505,314786
client,32,8192,984121290,379530
server,32,8192,302509752,116665
client,32,8192,20489886,7903
server,32,8192,639133012,246483
client,32,8192,162715936,62751
server,32,8192,553120609,213315
client,32,8192,9591507,3700
server,32,8192,1160691625,447625
client,32,8192,1134792741,437637
server,32,8192,1170773209,451513
client,32,8192,1130309444,435908
server,32,8192,1140295087,439760
client,32,8192,1025077725,395325
server,32,8192,1129637857,435649
client,32,8192,1042863112,402184
server,32,8192,1169295199,450943
client,32,8192,1162989023,448511
server,32,8192,1158513505,446786
client,32,8192,1117401490,430930
server,32,8192,1133690716,437213
client,32,8192,1171665201,451858
server,32,8192,564459798,217686
client,32,8192,9783389,3773
server,32,8192,1148566757,442949
client,32,8192,1144350539,441323
server,32,8192,1132705376,436832
client,32,8192,1134611231,437566
server,32,8192,1125761322,434155
client,32,8192,49935994,19258
server,32,8192,1133584403,437172
client,32,8192,30693341,11836
server,32,8192,1146474206,442142
client,32,8192,971107023,374511
server,32,8192,1130768405,436085
client,32,8192,974677584,375888
client,32,8192,151719023,58510
server,32,8192,669196254,258068
server,32,8192,568440053,219222
client,32,8192,16180320,6240
server,32,8192,1122883092,433045
client,32,8192,127510775,49175
server,32,8192,1148395619,442885
client,32,8192,39950351,15407
server,32,8192,1132650923,436812
client,32,8192,975976677,376389
server,32,8192,1113167121,429297
client,32,8192,980602589,378173
server,32,8192,1133231755,437035
client,32,8192,31175639,12024
server,32,8192,1161964788,448117
client,32,8192,22587623,8711
server,32,8192,1128644738,435266
client,32,8192,960242353,370321
server,32,8192,1130913613,436141
client,32,8192,31256022,12054
server,32,8192,1129757135,435695
client,32,8192,956106518,368726
server,32,8192,1121586592,432545
client,32,8192,24420874,9417
server,32,8192,1139283817,439371
client,32,8192,85701243,33050
server,32,8192,1137639855,438736
client,32,8192,963390255,371534
server,32,8192,1125960983,434232
client,32,8192,98992961,38177
server,32,8192,1128590285,435247
client,32,8192,29645769,11434
