endpoint,operation,msglen,time
client,digest,8192,123
server,verify,8192,105
server,digest,8192,104
client,verify,8192,81
client,digest,8192,74
server,verify,8192,74
server,digest,8192,70
client,verify,8192,75
client,digest,8192,98
server,verify,8192,115
server,digest,8192,70
client,verify,8192,75
client,digest,8192,73
server,verify,8192,75
server,digest,8192,70
client,verify,8192,76
client,digest,8192,74
server,verify,8192,74
server,digest,8192,107
client,verify,8192,77
client,digest,16384,132
server,verify,16384,160
server,digest,16384,135
client,verify,16384,148
client,digest,16384,133
server,verify,16384,135
server,digest,16384,147
client,verify,16384,143
client,digest,16384,137
server,verify,16384,135
server,digest,16384,151
client,verify,16384,151
client,digest,16384,140
server,verify,16384,135
server,digest,16384,132
client,verify,16384,135
client,digest,16384,149
server,verify,16384,152
server,digest,16384,133
client,verify,16384,139
