msglen,time
1024,93148
1024,91346
1024,91692
1024,91453
1024,90685
1024,92404
1024,97998
1024,96309
1024,94165
1024,91681
1024,95504
1024,91407
1024,99241
1024,96449
1024,92777
1024,92762
1024,91654
1024,92597
1024,93245
1024,93508
1024,94341
1024,92453
1024,97339
1024,98266
1024,92464
