endpoint,keylen,test_id,time
server,1,0,8
client,1,0,31
client,1,0,1
server,1,0,3
client,1,0,8
server,1,0,18
client,1,0,584
server,1,0,3
client,1,0,1
server,1,0,5
client,1,0,2
client,1,0,21564
server,1,0,0
server,1,0,1
server,1,0,622
server,1,0,10359
client,1,1,10
server,1,1,1
client,1,1,1
server,1,1,1
server,1,1,15
client,1,1,4
server,1,1,2
client,1,1,533
server,1,1,6
client,1,1,0
server,1,1,1
client,1,1,2
server,1,1,1
client,1,1,20299
server,1,1,484
server,1,1,11525
client,1,2,10
server,1,2,2
server,1,2,1
client,1,2,1
server,1,2,15
client,1,2,2
client,1,2,470
server,1,2,2
server,1,2,6
client,1,2,1
server,1,2,1
server,1,2,1
client,1,2,1
server,1,2,494
server,1,2,9843
client,1,2,19920
server,1,3,1
client,1,3,9
client,1,3,1
server,1,3,1
client,1,3,3
server,1,3,14
client,1,3,476
server,1,3,2
client,1,3,1
client,1,3,2
server,1,3,7
client,1,3,20863
server,1,3,1
server,1,3,1
server,1,3,473
server,1,3,17817
server,1,4,1
client,1,4,9
client,1,4,1
server,1,4,1
client,1,4,3
server,1,4,15
server,1,4,1
client,1,4,541
server,1,4,6
server,1,4,1
client,1,4,1
server,1,4,1
client,1,4,1
server,1,4,519
client,1,4,21156
server,1,4,9842
server,1,5,1
client,1,5,10
client,1,5,1
server,1,5,1
client,1,5,3
server,1,5,14
client,1,5,522
server,1,5,2
server,1,5,6
client,1,5,1
server,1,5,1
client,1,5,1
client,1,5,20416
server,1,5,1
server,1,5,478
server,1,5,9950
client,1,6,9
server,1,6,1
server,1,6,1
client,1,6,1
server,1,6,16
client,1,6,18
client,1,6,508
server,1,6,2
client,1,6,1
server,1,6,9
server,1,6,1
client,1,6,1
client,1,6,20184
server,1,6,1
server,1,6,467
server,1,6,9796
client,1,7,10
server,1,7,1
server,1,7,1
client,1,7,1
server,1,7,14
server,1,7,2
client,1,7,4
server,1,7,7
client,1,7,478
server,1,7,1
client,1,7,1
server,1,7,1
client,1,7,1
client,1,7,20597
server,1,7,450
server,1,7,9975
server,1,8,1
client,1,8,10
server,1,8,1
client,1,8,1
server,1,8,16
server,1,8,2
client,1,8,4
server,1,8,7
server,1,8,1
client,1,8,529
server,1,8,2
client,1,8,1
server,1,8,619
client,1,8,1
server,1,8,9955
client,1,8,19820
client,1,9,10
server,1,9,2
server,1,9,1
client,1,9,1
client,1,9,2
server,1,9,15
server,1,9,17
client,1,9,461
server,1,9,5
client,1,9,1
server,1,9,0
server,1,9,0
client,1,9,2
server,1,9,433
client,1,9,20616
server,1,9,9804
server,1,10,1
client,1,10,9
client,1,10,2
server,1,10,1
client,1,10,2
server,1,10,14
server,1,10,3
client,1,10,531
server,1,10,5
client,1,10,1
client,1,10,2
server,1,10,1
client,1,10,20359
server,1,10,1
server,1,10,481
server,1,10,10134
client,1,11,10
server,1,11,1
server,1,11,1
client,1,11,1
server,1,11,14
client,1,11,3
server,1,11,2
server,1,11,7
client,1,11,532
server,1,11,2
server,1,11,1
client,1,11,1
client,1,11,1
server,1,11,538
client,1,11,19949
server,1,11,9796
