sec_lvl,test_id,operation,cycles,time
1,0,get_ecdh_params_from_cert,7779,3
1,0,ecdh_make_public,47879745,18464
1,0,ecdh_calc_secret,67801764,26151
1,0,sha256_hash_master_secret,77790,29
1,0,sha256_hash_key_expansion,147801,57
1,0,rsa_sign_with_sha256,196624597,75831
1,1,get_ecdh_params_from_cert,10372,4
1,1,ecdh_make_public,57725366,22263
1,1,ecdh_calc_secret,55798767,21520
1,1,sha256_hash_master_secret,54453,21
1,1,sha256_hash_key_expansion,137429,53
1,1,rsa_sign_with_sha256,160893057,62050
1,2,get_ecdh_params_from_cert,5186,2
1,2,ecdh_make_public,57022663,21992
1,2,ecdh_calc_secret,55365736,21353
1,2,sha256_hash_master_secret,51860,20
1,2,sha256_hash_key_expansion,134836,52
1,2,rsa_sign_with_sha256,161580202,62315
1,3,get_ecdh_params_from_cert,5186,2
1,3,ecdh_make_public,57222324,22069
1,3,ecdh_calc_secret,58005410,22372
1,3,sha256_hash_master_secret,54453,22
1,3,sha256_hash_key_expansion,137429,54
1,3,rsa_sign_with_sha256,162697785,62747
1,4,get_ecdh_params_from_cert,5186,2
1,4,ecdh_make_public,56926722,21955
1,4,ecdh_calc_secret,56083997,21629
1,4,sha256_hash_master_secret,108906,43
1,4,sha256_hash_key_expansion,163359,63
1,4,rsa_sign_with_sha256,157345833,60681
1,5,get_ecdh_params_from_cert,5186,3
1,5,ecdh_make_public,55938789,21574
1,5,ecdh_calc_secret,55459084,21388
1,5,sha256_hash_master_secret,46674,19
1,5,sha256_hash_key_expansion,134836,52
1,5,rsa_sign_with_sha256,162041756,62492
1,6,get_ecdh_params_from_cert,5186,3
1,6,ecdh_make_public,56216240,21681
1,6,ecdh_calc_secret,56576667,21820
1,6,sha256_hash_master_secret,106313,42
1,6,sha256_hash_key_expansion,160766,62
1,6,rsa_sign_with_sha256,162931155,62836
1,7,get_ecdh_params_from_cert,5186,2
1,7,ecdh_make_public,56579260,21820
1,7,ecdh_calc_secret,55853220,21542
1,7,sha256_hash_master_secret,54453,21
1,7,sha256_hash_key_expansion,137429,53
1,7,rsa_sign_with_sha256,161398692,62245
1,8,get_ecdh_params_from_cert,5186,2
1,8,ecdh_make_public,56221426,21683
1,8,ecdh_calc_secret,55282760,21321
1,8,sha256_hash_master_secret,51860,20
1,8,sha256_hash_key_expansion,134836,51
1,8,rsa_sign_with_sha256,161556865,62306
1,9,get_ecdh_params_from_cert,5186,2
1,9,ecdh_make_public,56703724,21869
1,9,ecdh_calc_secret,55269795,21315
1,9,sha256_hash_master_secret,46674,19
1,9,sha256_hash_key_expansion,134836,51
1,9,rsa_sign_with_sha256,156381237,60309
1,10,get_ecdh_params_from_cert,5186,2
1,10,ecdh_make_public,56026951,21608
1,10,ecdh_calc_secret,55798767,21520
1,10,sha256_hash_master_secret,51860,19
1,10,sha256_hash_key_expansion,132243,52
1,10,rsa_sign_with_sha256,160825639,62024
1,11,get_ecdh_params_from_cert,5186,2
1,11,ecdh_make_public,56065846,21623
1,11,ecdh_calc_secret,55575769,21434
1,11,sha256_hash_master_secret,49267,18
1,11,sha256_hash_key_expansion,132243,51
1,11,rsa_sign_with_sha256,157703667,60819
1,12,get_ecdh_params_from_cert,5186,3
1,12,ecdh_make_public,53265406,20541
1,12,ecdh_calc_secret,58479929,22554
1,12,sha256_hash_master_secret,49267,19
1,12,sha256_hash_key_expansion,132243,51
1,12,rsa_sign_with_sha256,161670957,62349
1,13,get_ecdh_params_from_cert,7779,2
1,13,ecdh_make_public,56732247,21880
1,13,ecdh_calc_secret,56750398,21888
1,13,sha256_hash_master_secret,49267,19
1,13,sha256_hash_key_expansion,132243,51
1,13,rsa_sign_with_sha256,145407661,56076
1,14,get_ecdh_params_from_cert,7779,2
1,14,ecdh_make_public,59125586,22803
1,14,ecdh_calc_secret,55352771,21347
1,14,sha256_hash_master_secret,49267,19
1,14,sha256_hash_key_expansion,132243,52
1,14,rsa_sign_with_sha256,161087532,62125
1,15,get_ecdh_params_from_cert,7779,2
1,15,ecdh_make_public,57250847,22079
1,15,ecdh_calc_secret,55404631,21367
1,15,sha256_hash_master_secret,46674,19
1,15,sha256_hash_key_expansion,134836,52
1,15,rsa_sign_with_sha256,159713242,61595
1,16,get_ecdh_params_from_cert,7779,3
1,16,ecdh_make_public,56605190,21831
1,16,ecdh_calc_secret,55523909,21413
1,16,sha256_hash_master_secret,49267,18
1,16,sha256_hash_key_expansion,132243,51
1,16,rsa_sign_with_sha256,162617402,62715
1,17,get_ecdh_params_from_cert,7779,3
1,17,ecdh_make_public,56729654,21879
1,17,ecdh_calc_secret,55889522,21555
1,17,sha256_hash_master_secret,49267,19
1,17,sha256_hash_key_expansion,132243,52
1,17,rsa_sign_with_sha256,145757716,56212
1,18,get_ecdh_params_from_cert,5186,3
1,18,ecdh_make_public,54284455,20934
1,18,ecdh_calc_secret,56732247,21880
1,18,sha256_hash_master_secret,49267,19
1,18,sha256_hash_key_expansion,132243,51
1,18,rsa_sign_with_sha256,160903429,62055
1,19,get_ecdh_params_from_cert,5186,2
1,19,ecdh_make_public,56659643,21852
1,19,ecdh_calc_secret,56384785,21745
1,19,sha256_hash_master_secret,51860,20
1,19,sha256_hash_key_expansion,132243,52
1,19,rsa_sign_with_sha256,147777663,56991
1,20,get_ecdh_params_from_cert,5186,2
1,20,ecdh_make_public,56029544,21609
1,20,ecdh_calc_secret,55593920,21440
1,20,sha256_hash_master_secret,49267,19
1,20,sha256_hash_key_expansion,191882,74
1,20,rsa_sign_with_sha256,161219775,62176
1,21,get_ecdh_params_from_cert,5186,2
1,21,ecdh_make_public,56825595,21916
1,21,ecdh_calc_secret,55560211,21428
1,21,sha256_hash_master_secret,49267,18
1,21,sha256_hash_key_expansion,129650,49
1,21,rsa_sign_with_sha256,163268245,62965
1,22,get_ecdh_params_from_cert,5186,2
1,22,ecdh_make_public,56532586,21803
1,22,ecdh_calc_secret,54748602,21115
1,22,sha256_hash_master_secret,49267,19
1,22,sha256_hash_key_expansion,132243,52
1,22,rsa_sign_with_sha256,162062500,62500
1,23,get_ecdh_params_from_cert,5186,2
1,23,ecdh_make_public,55931010,21570
1,23,ecdh_calc_secret,55562804,21429
1,23,sha256_hash_master_secret,46674,18
1,23,sha256_hash_key_expansion,132243,51
1,23,rsa_sign_with_sha256,160988998,62087
1,24,get_ecdh_params_from_cert,5186,3
1,24,ecdh_make_public,56294030,21711
1,24,ecdh_calc_secret,55370922,21354
1,24,sha256_hash_master_secret,49267,19
1,24,sha256_hash_key_expansion,134836,52
1,24,rsa_sign_with_sha256,162736680,62762
2,0,get_ecdh_params_from_cert,5186,2
2,0,ecdh_make_public,70161394,27058
2,0,ecdh_calc_secret,68234795,26316
2,0,sha256_hash_master_secret,46674,19
2,0,sha256_hash_key_expansion,132243,52
2,0,rsa_sign_with_sha256,555451716,214212
2,1,get_ecdh_params_from_cert,5186,3
2,1,ecdh_make_public,70340311,27128
2,1,ecdh_calc_secret,68540769,26434
2,1,sha256_hash_master_secret,49267,20
2,1,sha256_hash_key_expansion,134836,51
2,1,rsa_sign_with_sha256,492195481,189818
2,2,get_ecdh_params_from_cert,5186,2
2,2,ecdh_make_public,70176952,27065
2,2,ecdh_calc_secret,68789697,26530
2,2,sha256_hash_master_secret,51860,20
2,2,sha256_hash_key_expansion,134836,52
2,2,rsa_sign_with_sha256,492159179,189805
2,3,get_ecdh_params_from_cert,5186,3
2,3,ecdh_make_public,68779325,26525
2,3,ecdh_calc_secret,68460386,26402
2,3,sha256_hash_master_secret,51860,20
2,3,sha256_hash_key_expansion,132243,51
2,3,rsa_sign_with_sha256,493121182,190175
2,4,get_ecdh_params_from_cert,5186,2
2,4,ecdh_make_public,69979884,26990
2,4,ecdh_calc_secret,68750802,26515
2,4,sha256_hash_master_secret,54453,20
2,4,sha256_hash_key_expansion,132243,52
2,4,rsa_sign_with_sha256,490906760,189321
2,5,get_ecdh_params_from_cert,7779,3
2,5,ecdh_make_public,69323855,26736
2,5,ecdh_calc_secret,68094773,26262
2,5,sha256_hash_master_secret,54453,20
2,5,sha256_hash_key_expansion,132243,51
2,5,rsa_sign_with_sha256,490896388,189317
2,6,get_ecdh_params_from_cert,7779,3
2,6,ecdh_make_public,69383494,26759
2,6,ecdh_calc_secret,68870080,26560
2,6,sha256_hash_master_secret,51860,21
2,6,sha256_hash_key_expansion,134836,52
2,6,rsa_sign_with_sha256,490979364,189350
2,7,get_ecdh_params_from_cert,7779,2
2,7,ecdh_make_public,69227914,26699
2,7,ecdh_calc_secret,68579664,26449
2,7,sha256_hash_master_secret,51860,20
2,7,sha256_hash_key_expansion,199661,78
2,7,rsa_sign_with_sha256,481281544,185608
2,8,get_ecdh_params_from_cert,5186,2
2,8,ecdh_make_public,69772444,26909
2,8,ecdh_calc_secret,70586646,27224
2,8,sha256_hash_master_secret,54453,21
2,8,sha256_hash_key_expansion,132243,51
2,8,rsa_sign_with_sha256,494586227,190741
2,9,get_ecdh_params_from_cert,5186,3
2,9,ecdh_make_public,61319264,23647
2,9,ecdh_calc_secret,76169375,29376
2,9,sha256_hash_master_secret,46674,19
2,9,sha256_hash_key_expansion,134836,51
2,9,rsa_sign_with_sha256,487455477,187988
2,10,get_ecdh_params_from_cert,5186,3
2,10,ecdh_make_public,70078418,27028
2,10,ecdh_calc_secret,68978986,26603
2,10,sha256_hash_master_secret,51860,21
2,10,sha256_hash_key_expansion,137429,53
2,10,rsa_sign_with_sha256,491599091,189588
2,11,get_ecdh_params_from_cert,5186,2
2,11,ecdh_make_public,71807949,27695
2,11,ecdh_calc_secret,68411119,26385
2,11,sha256_hash_master_secret,54453,20
2,11,sha256_hash_key_expansion,191882,75
2,11,rsa_sign_with_sha256,489524691,188787
2,12,get_ecdh_params_from_cert,7779,2
2,12,ecdh_make_public,70218440,27082
2,12,ecdh_calc_secret,68636710,26471
2,12,sha256_hash_master_secret,77790,31
2,12,sha256_hash_key_expansion,477112,185
2,12,rsa_sign_with_sha256,491663916,189612
2,13,get_ecdh_params_from_cert,5186,2
2,13,ecdh_make_public,70119906,27044
2,13,ecdh_calc_secret,69033439,26625
2,13,sha256_hash_master_secret,51860,20
2,13,sha256_hash_key_expansion,194475,75
2,13,rsa_sign_with_sha256,494985549,190895
2,14,get_ecdh_params_from_cert,7779,3
2,14,ecdh_make_public,69982477,26990
2,14,ecdh_calc_secret,69147531,26668
2,14,sha256_hash_master_secret,51860,21
2,14,sha256_hash_key_expansion,134836,52
2,14,rsa_sign_with_sha256,491586126,189583
2,15,get_ecdh_params_from_cert,7779,2
2,15,ecdh_make_public,69329041,26738
2,15,ecdh_calc_secret,68532990,26430
2,15,sha256_hash_master_secret,51860,20
2,15,sha256_hash_key_expansion,132243,51
2,15,rsa_sign_with_sha256,492211039,189823
2,16,get_ecdh_params_from_cert,5186,2
2,16,ecdh_make_public,70246963,27091
2,16,ecdh_calc_secret,68063657,26249
2,16,sha256_hash_master_secret,51860,20
2,16,sha256_hash_key_expansion,132243,52
2,16,rsa_sign_with_sha256,490725250,189251
2,17,get_ecdh_params_from_cert,5186,3
2,17,ecdh_make_public,73122600,28201
2,17,ecdh_calc_secret,69233100,26700
2,17,sha256_hash_master_secret,51860,20
2,17,sha256_hash_key_expansion,132243,52
2,17,rsa_sign_with_sha256,490655239,189224
