endpoint,keylen,test_id,operation,time
client,1,0,rsa_verify_with_sha256,580
client,1,0,get_ecdh_params_from_cert,19
server,1,0,rsa_verify_with_sha256,551
client,1,0,ecdh_make_public,10277
client,1,0,ecdh_calc_secret,9957
server,1,0,ecdh_read_public,3
server,1,0,ecdh_calc_secret,10080
client,1,0,rsa_sign_with_sha256,22044
server,1,0,rsa_verify_with_sha256,592
server,1,1,get_ecdh_params_from_cert,5
client,1,1,rsa_verify_with_sha256,449
client,1,1,get_ecdh_params_from_cert,6
server,1,1,rsa_verify_with_sha256,482
client,1,1,ecdh_make_public,10162
client,1,1,ecdh_calc_secret,9971
server,1,1,ecdh_read_public,4
server,1,1,ecdh_calc_secret,9848
client,1,1,rsa_sign_with_sha256,15743
server,1,1,rsa_verify_with_sha256,541
server,1,2,get_ecdh_params_from_cert,3
client,1,2,rsa_verify_with_sha256,481
client,1,2,get_ecdh_params_from_cert,5
server,1,2,rsa_verify_with_sha256,458
client,1,2,ecdh_make_public,10206
client,1,2,ecdh_calc_secret,9906
server,1,2,ecdh_read_public,4
server,1,2,ecdh_calc_secret,10136
client,1,2,rsa_sign_with_sha256,15998
server,1,2,rsa_verify_with_sha256,528
server,1,3,get_ecdh_params_from_cert,4
client,1,3,rsa_verify_with_sha256,498
client,1,3,get_ecdh_params_from_cert,5
server,1,3,rsa_verify_with_sha256,438
client,1,3,ecdh_make_public,10215
client,1,3,ecdh_calc_secret,9927
server,1,3,ecdh_read_public,4
server,1,3,ecdh_calc_secret,10028
client,1,3,rsa_sign_with_sha256,15686
server,1,3,rsa_verify_with_sha256,514
server,1,4,get_ecdh_params_from_cert,5
client,1,4,rsa_verify_with_sha256,470
client,1,4,get_ecdh_params_from_cert,5
server,1,4,rsa_verify_with_sha256,467
client,1,4,ecdh_make_public,10354
client,1,4,ecdh_calc_secret,9885
server,1,4,ecdh_read_public,3
server,1,4,ecdh_calc_secret,10086
client,1,4,rsa_sign_with_sha256,15893
server,1,4,rsa_verify_with_sha256,510
server,1,5,get_ecdh_params_from_cert,4
client,1,5,rsa_verify_with_sha256,477
client,1,5,get_ecdh_params_from_cert,6
server,1,5,rsa_verify_with_sha256,468
client,1,5,ecdh_make_public,10240
client,1,5,ecdh_calc_secret,9945
server,1,5,ecdh_read_public,4
server,1,5,ecdh_calc_secret,10087
client,1,5,rsa_sign_with_sha256,15628
server,1,5,rsa_verify_with_sha256,549
server,1,6,get_ecdh_params_from_cert,4
client,1,6,rsa_verify_with_sha256,435
client,1,6,get_ecdh_params_from_cert,6
server,1,6,rsa_verify_with_sha256,498
client,1,6,ecdh_make_public,10144
