msglen,time
1024,130237
1024,131028
1024,125074
1024,121783
1024,138021
1024,141695
1024,186686
1024,125943
1024,134363
1024,133074
1024,140276
1024,133813
1024,132887
1024,152611
1024,128398
1024,122116
1024,137398
1024,118256
1024,115737
1024,119598
1024,119776
1024,119249
1024,122070
1024,120696
1024,124425
