sec_lvl,test_id,operation,cycles,time
1,0,ecdh_setup,5188,3
1,0,ecdh_make_params,9488852,3658
1,0,ecdsa_sign_with_sha512,0,0
1,0,ecdh_read_public,12970,6
1,0,ecdh_calc_secret,50507774,19471
1,0,sha256_hash_master_secret,0,0
1,0,sha256_hash_key_expansion,0,0
1,0,ecdsa_verify_with_sha256,129814136,50048
1,1,ecdh_setup,7782,2
1,1,ecdh_make_params,57184730,22046
1,1,ecdsa_sign_with_sha512,56785254,21892
1,1,ecdh_read_public,15564,5
1,1,ecdh_calc_secret,56595892,21818
1,1,sha256_hash_master_secret,54474,21
1,1,sha256_hash_key_expansion,134888,51
1,1,ecdsa_verify_with_sha256,110958350,42777
1,2,ecdh_setup,5188,2
1,2,ecdh_make_params,56279424,21697
1,2,ecdsa_sign_with_sha512,55937016,21565
1,2,ecdh_read_public,10376,3
1,2,ecdh_calc_secret,54746370,21106
1,2,sha256_hash_master_secret,49286,19
1,2,sha256_hash_key_expansion,134888,51
1,2,ecdsa_verify_with_sha256,110883124,42747
1,3,ecdh_setup,5188,3
1,3,ecdh_make_params,55000582,21203
1,3,ecdsa_sign_with_sha512,57698342,22244
1,3,ecdh_read_public,7782,3
1,3,ecdh_calc_secret,56045964,21606
1,3,sha256_hash_master_secret,49286,19
1,3,sha256_hash_key_expansion,134888,52
1,3,ecdsa_verify_with_sha256,111713204,43067
1,4,ecdh_setup,5188,2
1,4,ecdh_make_params,55324832,21327
1,4,ecdsa_sign_with_sha512,58188608,22433
1,4,ecdh_read_public,7782,3
1,4,ecdh_calc_secret,55592014,21432
1,4,sha256_hash_master_secret,49286,19
1,4,sha256_hash_key_expansion,132294,51
1,4,ecdsa_verify_with_sha256,112182718,43248
1,5,ecdh_setup,5188,3
1,5,ecdh_make_params,56123784,21638
1,5,ecdsa_sign_with_sha512,56196416,21664
1,5,ecdh_read_public,15564,6
1,5,ecdh_calc_secret,55239230,21296
1,5,sha256_hash_master_secret,51880,21
1,5,sha256_hash_key_expansion,134888,52
1,5,ecdsa_verify_with_sha256,111728768,43074
1,6,ecdh_setup,5188,2
1,6,ecdh_make_params,56367620,21731
1,6,ecdsa_sign_with_sha512,56860480,21921
1,6,ecdh_read_public,12970,5
1,6,ecdh_calc_secret,55446750,21377
1,6,sha256_hash_master_secret,49286,19
1,6,sha256_hash_key_expansion,134888,52
1,6,ecdsa_verify_with_sha256,111767678,43087
1,7,ecdh_setup,5188,3
1,7,ecdh_make_params,55955174,21572
