endpoint,data_size,time
client,1048576,191350
server,1048576,191080
server,1048576,179349
client,1048576,183580
server,1048576,178901
client,1048576,179158
server,1048576,176802
client,1048576,177068
server,1048576,177758
client,1048576,178019
server,1048576,179615
client,1048576,179909
server,1048576,176432
client,1048576,176686
server,1048576,177494
client,1048576,177770
server,1048576,178676
client,1048576,178935
server,1048576,179413
client,1048576,179739
server,1048576,176210
client,1048576,176492
server,1048576,177684
client,1048576,177967
server,1048576,177072
client,1048576,177348
server,1048576,176684
client,1048576,177006
server,1048576,176698
client,1048576,176985
server,1048576,177480
client,1048576,177735
server,1048576,178354
client,1048576,178657
server,1048576,177462
client,1048576,177781
server,1048576,177146
client,1048576,177449
server,1048576,178946
client,1048576,179229
server,1048576,177630
client,1048576,177895
server,1048576,177053
client,1048576,177331
server,1048576,178420
client,1048576,178680
server,1048576,178966
client,1048576,179218
server,1048576,176965
client,1048576,177195
server,1048576,177296
client,1048576,177569
server,1048576,177796
client,1048576,178055
server,1048576,179995
client,1048576,180258
server,1048576,177781
client,1048576,178007
server,1048576,177408
client,1048576,177684
server,1048576,177638
client,1048576,177888
server,1048576,177621
client,1048576,177871
server,1048576,177058
client,1048576,177324
server,1048576,177996
client,1048576,178256
server,1048576,176791
client,1048576,177072
server,1048576,178695
client,1048576,178962
server,1048576,176655
client,1048576,176878
server,1048576,176604
client,1048576,176852
server,1048576,177360
client,1048576,177626
server,1048576,175898
client,1048576,176194
server,1048576,176404
client,1048576,176644
server,1048576,179445
client,1048576,179740
server,1048576,178288
client,1048576,178533
server,1048576,177993
client,1048576,178258
server,1048576,176143
client,1048576,176386
server,1048576,176938
client,1048576,177217
server,1048576,177396
client,1048576,177667
server,1048576,176576
client,1048576,176818
server,1048576,177979
client,1048576,178215
server,1048576,177893
client,1048576,178148
server,1048576,177287
client,1048576,177546
server,1048576,176969
client,1048576,177225
server,1048576,177689
client,1048576,177950
server,1048576,178120
client,1048576,178368
server,1048576,176163
client,1048576,176435
server,1048576,178439
client,1048576,178737
server,1048576,178257
client,1048576,178501
server,1048576,176553
client,1048576,176872
server,1048576,179179
client,1048576,179448
server,1048576,177715
client,1048576,178021
server,1048576,178345
client,1048576,178642
server,1048576,176901
client,1048576,177190
server,1048576,177172
client,1048576,177454
server,1048576,178281
client,1048576,178543
server,1048576,177376
client,1048576,177648
server,1048576,178605
client,1048576,178905
server,1048576,177706
client,1048576,177994
server,1048576,176704
client,1048576,176998
server,1048576,178305
client,1048576,178591
server,1048576,176901
client,1048576,177242
server,1048576,176407
client,1048576,176672
server,1048576,177180
client,1048576,177451
server,1048576,177259
client,1048576,177573
server,1048576,177494
client,1048576,177806
server,1048576,177032
client,1048576,177286
server,1048576,177644
client,1048576,177938
server,1048576,176902
client,1048576,177207
server,1048576,178193
client,1048576,178456
