endpoint,operation,msglen,time
client,hash,8192,73
server,verify,8192,78
server,hash,8192,70
client,verify,8192,83
client,hash,8192,69
server,verify,8192,123
server,hash,8192,70
client,verify,8192,71
client,hash,8192,70
server,verify,8192,72
server,hash,8192,69
client,verify,8192,72
client,hash,8192,70
server,verify,8192,71
server,hash,8192,69
client,verify,8192,72
client,hash,8192,70
server,verify,8192,71
server,hash,8192,73
client,verify,8192,71
client,hash,16384,135
server,verify,16384,141
server,hash,16384,165
client,verify,16384,135
client,hash,16384,210
server,verify,16384,134
server,hash,16384,139
client,verify,16384,134
client,hash,16384,155
server,verify,16384,135
server,hash,16384,147
client,verify,16384,134
client,hash,16384,133
server,verify,16384,134
server,hash,16384,151
client,verify,16384,134
client,hash,16384,132
server,verify,16384,197
server,hash,16384,132
client,verify,16384,137
