endpoint,data_size,time
server,1048576,87562
client,1048576,88542
server,1048576,88070
client,1048576,89012
server,1048576,88185
client,1048576,89133
server,1048576,87440
client,1048576,88389
server,1048576,89276
client,1048576,90221
server,1048576,88238
client,1048576,89257
server,1048576,88918
client,1048576,89849
server,1048576,87910
client,1048576,88873
server,1048576,88211
client,1048576,89162
server,1048576,87759
client,1048576,88701
server,1048576,87460
client,1048576,88404
server,1048576,88414
client,1048576,89335
server,1048576,87708
client,1048576,88655
server,1048576,88382
client,1048576,89322
server,1048576,88182
client,1048576,89107
server,1048576,88019
client,1048576,88972
server,1048576,88629
client,1048576,89573
server,1048576,88378
client,1048576,89339
server,1048576,88108
client,1048576,89092
server,1048576,88562
client,1048576,89549
server,1048576,87409
client,1048576,88347
server,1048576,87842
client,1048576,88793
server,1048576,87744
client,1048576,88730
server,1048576,87731
client,1048576,88691
server,1048576,88330
client,1048576,89313
server,1048576,88480
client,1048576,89457
server,1048576,87876
client,1048576,88840
server,1048576,88311
client,1048576,89279
server,1048576,87834
client,1048576,88835
server,1048576,87450
client,1048576,88396
server,1048576,87593
client,1048576,88553
server,1048576,87883
client,1048576,88869
server,1048576,88332
client,1048576,89302
server,1048576,88021
client,1048576,89023
server,1048576,88014
client,1048576,88975
server,1048576,88358
client,1048576,89334
server,1048576,88509
client,1048576,89473
server,1048576,88489
client,1048576,89472
server,1048576,88241
client,1048576,89217
server,1048576,87117
client,1048576,88062
server,1048576,87831
client,1048576,88794
server,1048576,88705
client,1048576,89668
server,1048576,88375
client,1048576,89346
server,1048576,87932
client,1048576,88908
server,1048576,88294
client,1048576,89288
server,1048576,88963
client,1048576,89975
server,1048576,88325
client,1048576,89287
server,1048576,88328
client,1048576,89261
server,1048576,87789
client,1048576,88740
server,1048576,88088
client,1048576,89038
server,1048576,87895
client,1048576,88829
server,1048576,87776
client,1048576,88701
server,1048576,87762
client,1048576,88694
server,1048576,87847
client,1048576,88786
server,1048576,87998
client,1048576,88942
server,1048576,87893
client,1048576,88834
server,1048576,88655
client,1048576,89612
server,1048576,88495
client,1048576,89455
server,1048576,89794
client,1048576,90773
server,1048576,87154
client,1048576,88127
server,1048576,87040
client,1048576,87976
server,1048576,87956
client,1048576,88909
server,1048576,88052
client,1048576,89003
server,1048576,88671
client,1048576,89593
server,1048576,89193
client,1048576,90138
server,1048576,88401
client,1048576,89356
server,1048576,87652
client,1048576,88580
server,1048576,88409
client,1048576,89388
server,1048576,87579
client,1048576,88512
server,1048576,88178
client,1048576,89101
server,1048576,88109
client,1048576,89066
server,1048576,88312
client,1048576,89243
server,1048576,87858
client,1048576,88793
server,1048576,88287
client,1048576,89219
server,1048576,88530
client,1048576,89511
server,1048576,89665
client,1048576,90635
server,1048576,88975
client,1048576,89971
server,1048576,88483
client,1048576,89502
server,1048576,87574
client,1048576,88549
server,1048576,87604
client,1048576,88592
server,1048576,88031
client,1048576,89003
server,1048576,88349
client,1048576,89324
server,1048576,87710
client,1048576,88676
server,1048576,88235
client,1048576,89216
server,1048576,87772
client,1048576,88746
server,1048576,87923
client,1048576,88897
server,1048576,88266
client,1048576,89237
server,1048576,88183
client,1048576,89170
server,1048576,89728
client,1048576,90687
server,1048576,87883
client,1048576,88856
server,1048576,88418
client,1048576,89425
server,1048576,88068
client,1048576,89032
server,1048576,345686
client,1048576,346673
server,1048576,87546
client,1048576,88489
server,1048576,88379
client,1048576,89362
server,1048576,87450
client,1048576,88407
server,1048576,88070
client,1048576,89069
server,1048576,87146
client,1048576,88107
server,1048576,87712
client,1048576,88692
server,1048576,87849
client,1048576,88853
server,1048576,87890
client,1048576,88891
server,1048576,88438
client,1048576,89431
server,1048576,87069
client,1048576,88090
server,1048576,87821
client,1048576,88776
server,1048576,87853
client,1048576,88834
server,1048576,87681
client,1048576,88676
server,1048576,88975
client,1048576,89930
server,1048576,88125
client,1048576,89086
server,1048576,87426
client,1048576,88385
server,1048576,88167
client,1048576,89087
server,1048576,88141
client,1048576,89088
server,1048576,88333
client,1048576,89275
server,1048576,88540
client,1048576,89485
server,1048576,87571
client,1048576,88539
server,1048576,88117
client,1048576,89065
server,1048576,87852
client,1048576,88792
server,1048576,88083
client,1048576,89066
server,1048576,89067
client,1048576,90000
server,1048576,87985
client,1048576,88974
server,1048576,88423
client,1048576,89363
server,1048576,87881
client,1048576,88827
server,1048576,88359
client,1048576,89310
server,1048576,88223
client,1048576,89218
server,1048576,88285
client,1048576,89270
server,1048576,87841
client,1048576,88809
server,1048576,90182
client,1048576,91117
server,1048576,88473
client,1048576,89439
server,1048576,88041
client,1048576,88990
server,1048576,87715
client,1048576,88665
server,1048576,88283
client,1048576,89257
server,1048576,88548
client,1048576,89490
server,1048576,88405
client,1048576,89401
server,1048576,88090
client,1048576,89035
server,1048576,87738
client,1048576,88721
server,1048576,88587
client,1048576,89529
server,1048576,88831
client,1048576,89787
server,1048576,88715
client,1048576,89671
server,1048576,87976
client,1048576,88931
server,1048576,88309
client,1048576,89277
server,1048576,87597
client,1048576,88622
server,1048576,87491
client,1048576,88492
server,1048576,87276
client,1048576,88279
server,1048576,87873
client,1048576,88828
server,1048576,88574
client,1048576,89526
server,1048576,88022
client,1048576,89049
server,1048576,88107
client,1048576,89098
server,1048576,88493
client,1048576,89461
server,1048576,87877
client,1048576,88866
server,1048576,88328
client,1048576,89319
server,1048576,87775
client,1048576,88776
server,1048576,87951
client,1048576,88925
server,1048576,87363
client,1048576,88345
server,1048576,87661
client,1048576,88677
server,1048576,88130
client,1048576,89120
server,1048576,87869
client,1048576,88881
server,1048576,88166
client,1048576,89182
server,1048576,87934
client,1048576,88922
server,1048576,347079
client,1048576,348065
server,1048576,88696
client,1048576,89686
server,1048576,88503
client,1048576,89482
server,1048576,88244
client,1048576,89223
server,1048576,88061
client,1048576,89024
server,1048576,88044
client,1048576,89035
server,1048576,88581
client,1048576,89538
server,1048576,89078
client,1048576,90086
server,1048576,88615
client,1048576,89602
server,1048576,88636
client,1048576,89643
server,1048576,87364
client,1048576,88331
server,1048576,87905
client,1048576,88864
server,1048576,87381
client,1048576,88369
server,1048576,87907
client,1048576,88859
server,1048576,88849
client,1048576,89825
server,1048576,88250
client,1048576,89213
server,1048576,87945
client,1048576,88951
server,1048576,342754
client,1048576,343743
server,1048576,86850
client,1048576,87772
server,1048576,88080
client,1048576,89018
server,1048576,88537
client,1048576,89489
server,1048576,88376
client,1048576,89321
