endpoint,min_input,max_input,cycles,time
server,32,8192,111454919,42983
client,32,8192,828585371,319547
server,32,8192,115748927,44639
client,32,8192,733681571,282947
server,32,8192,88413521,34098
client,32,8192,758823299,292643
server,32,8192,97123408,37457
client,32,8192,754306293,290902
server,32,8192,91908885,35446
client,32,8192,682716156,263292
server,32,8192,82249960,31721
client,32,8192,745653452,287565
server,32,8192,45828682,17674
client,32,8192,725850711,279927
server,32,8192,95497597,36831
client,32,8192,720732129,277954
server,32,8192,67609882,26074
client,32,8192,741120888,285817
server,32,8192,104223042,40195
client,32,8192,738133752,284665
server,32,8192,117724793,45402
client,32,8192,755740222,291454
server,32,8192,92258940,35580
client,32,8192,746343190,287841
server,32,8192,102942100,39701
client,32,8192,740190001,285458
server,32,8192,91652178,35346
client,32,8192,735494078,283647
server,32,8192,57704622,22255
client,32,8192,732068725,282325
server,32,8192,106774554,41178
client,32,8192,760389471,293247
server,32,8192,97452719,37583
client,32,8192,745344885,287445
server,32,8192,87723783,33832
client,32,8192,733458573,282862
server,32,8192,60883640,23481
client,32,8192,713863272,275306
server,32,8192,96814841,37337
client,32,8192,738017067,284619
server,32,8192,77471061,29877
client,32,8192,740547835,285595
server,32,8192,123341231,47566
client,32,8192,659080961,254177
server,32,8192,15379083,5931
client,32,8192,309575677,119389
client,32,8192,5585322,2154
server,32,8192,40383382,15574
server,32,8192,89621859,34564
client,32,8192,486228988,187517
server,32,8192,107793603,41571
client,32,8192,59312282,22874
server,32,8192,90529409,34913
client,32,8192,410746758,158405
server,32,8192,14256314,5497
client,32,8192,685158762,264235
server,32,8192,97766472,37705
client,32,8192,749550731,289068
server,32,8192,88561322,34154
client,32,8192,725511028,279796
server,32,8192,39317659,15164
client,32,8192,690308460,266221
server,32,8192,52173753,20121
client,32,8192,736775020,284141
server,32,8192,97175268,37478
client,32,8192,692089851,266907
server,32,8192,82514446,31823
client,32,8192,724826476,279533
server,32,8192,87420402,33715
client,32,8192,718395836,277053
server,32,8192,102244583,39432
client,32,8192,717791667,276820
server,32,8192,31204162,12037
client,32,8192,729952837,281510
server,32,8192,94099970,36290
client,32,8192,729335703,281271
server,32,8192,76872078,29647
client,32,8192,724131552,279265
server,32,8192,85343409,32913
client,32,8192,46972195,18115
server,32,8192,94600419,36484
client,32,8192,700086663,269991
server,32,8192,73752699,28444
client,32,8192,742697432,286424
server,32,8192,95904698,36987
client,32,8192,729792071,281447
server,32,8192,88701344,34208
client,32,8192,703143810,271170
server,32,8192,38132658,14706
client,32,8192,708054952,273064
server,32,8192,96477751,37207
client,32,8192,422830138,163066
