endpoint,min_input,max_input,cycles,time
server,32,8192,521032234,200937
client,32,8192,1184692433,456881
server,32,8192,522279467,201421
client,32,8192,1148276341,442838
server,32,8192,387497920,149442
client,32,8192,1116486161,430577
server,32,8192,217736803,83972
client,32,8192,1097085335,423095
server,32,8192,437851387,168860
client,32,8192,1103863437,425709
server,32,8192,464032908,178956
client,32,8192,1108032981,427317
server,32,8192,497430748,191838
client,32,8192,1105369970,426291
server,32,8192,468617332,180726
client,32,8192,1096201122,422754
server,32,8192,489739910,188870
client,32,8192,1105227355,426235
server,32,8192,313078820,120742
client,32,8192,1128600657,435249
server,32,8192,493375296,190272
client,32,8192,1033494603,398571
server,32,8192,472374589,182174
client,32,8192,1040003033,401082
server,32,8192,389012232,150024
client,32,8192,1100718128,424497
server,32,8192,504641881,194619
client,32,8192,1130708766,436063
server,32,8192,294453301,113558
client,32,8192,1092013427,421141
server,32,8192,234435723,90413
client,32,8192,1100798511,424527
server,32,8192,228111396,87972
client,32,8192,1125325698,433986
server,32,8192,331883256,127994
client,32,8192,1104260166,425862
server,32,8192,481693831,185768
client,32,8192,1120093024,431968
server,32,8192,491912844,189709
client,32,8192,1111704669,428734
server,32,8192,194016039,74823
client,32,8192,1091059203,420771
server,32,8192,341456612,131685
client,32,8192,1089298556,420093
server,32,8192,408324896,157472
client,32,8192,1108836811,427627
server,32,8192,333822820,128742
client,32,8192,1110402983,428231
server,32,8192,461530663,177991
client,32,8192,1093766295,421816
server,32,8192,460353441,177538
client,32,8192,1102388020,425140
server,32,8192,504551126,194582
client,32,8192,1125398302,434015
server,32,8192,450546715,173755
client,32,8192,1102945515,425355
server,32,8192,453821674,175019
client,32,8192,1099346431,423968
server,32,8192,464136628,178996
client,32,8192,1095742161,422578
server,32,8192,389829027,150341
client,32,8192,1087613106,419442
server,32,8192,499118791,192488
client,32,8192,1118379051,431307
server,32,8192,484413888,186818
client,32,8192,1106471995,426715
server,32,8192,487678475,188076
client,32,8192,1104063098,425787
server,32,8192,495760856,191192
client,32,8192,1114696991,429887
server,32,8192,474347862,182935
client,32,8192,1097279810,423170
server,32,8192,485987839,187425
client,32,8192,1099748346,424122
server,32,8192,479261597,184830
client,32,8192,1115669366,430262
server,32,8192,492488490,189930
client,32,8192,1110638946,428322
server,32,8192,495646764,191150
client,32,8192,1118946918,431526
server,32,8192,488440817,188369
client,32,8192,1096693792,422944
server,32,8192,487844427,188139
client,32,8192,1107519567,427119
server,32,8192,488173738,188267
client,32,8192,1105201425,426225
server,32,8192,465347559,179463
client,32,8192,1105229948,426236
server,32,8192,492900777,190090
client,32,8192,1109757326,427982
server,32,8192,510486503,196872
client,32,8192,1127298971,434747
server,32,8192,494957026,190882
client,32,8192,1128006860,435020
server,32,8192,469138525,180925
client,32,8192,1114512888,429817
server,32,8192,489573958,188806
client,32,8192,1098879691,423787
server,32,8192,490678576,189233
client,32,8192,1101470098,424787
server,32,8192,523524107,201899
client,32,8192,1119494041,431737
server,32,8192,469537847,181080
client,32,8192,1077018108,415357
server,32,8192,499686658,192707
client,32,8192,1114873315,429956
server,32,8192,478125863,184392
client,32,8192,1117424827,430940
server,32,8192,472859480,182361
client,32,8192,1099935042,424196
server,32,8192,480796653,185422
client,32,8192,1109829930,428010
server,32,8192,494967398,190887
client,32,8192,1102953294,425358
server,32,8192,489135741,188637
client,32,8192,1122737884,432988
server,32,8192,477078291,183989
client,32,8192,1108185968,427377
server,32,8192,481286730,185611
client,32,8192,1123533935,433295
server,32,8192,501698826,193483
client,32,8192,1082455629,417453
server,32,8192,461942950,178150
client,32,8192,1098656693,423701
server,32,8192,491103828,189396
client,32,8192,1124065500,433500
server,32,8192,471215518,181727
client,32,8192,1099945414,424199
server,32,8192,481224498,185586
client,32,8192,1108325990,427430
server,32,8192,490232580,189060
client,32,8192,1123546900,433301
server,32,8192,493956128,190496
client,32,8192,1096981615,423056
server,32,8192,487849613,188142
client,32,8192,1108761614,427598
server,32,8192,464458160,179121
client,32,8192,1112581103,429071
server,32,8192,491412395,189516
