msglen,time
1024,140862
1024,137945
1024,132212
1024,131676
1024,131895
1024,150234
1024,134862
1024,172405
1024,149482
1024,140888
1024,143395
1024,155461
1024,141476
1024,146312
1024,145521
1024,143936
1024,136231
1024,135670
1024,140314
1024,141601
1024,144363
1024,205604
1024,146506
1024,141243
1024,147425
