endpoint,time
client,1451
server,23305
client,2111
server,17746
client,1437
server,17046
client,1403
server,16510
server,16452
client,1425
client,1568
server,16560
client,1566
server,16662
client,1538
server,16549
client,1551
server,16841
client,1483
server,16411
client,1513
server,16653
client,1512
server,16467
client,1461
server,16424
server,16785
client,1532
client,1452
server,16397
client,1531
server,16503
server,16565
client,1573
client,1388
server,16249
client,1433
server,16384
client,1444
server,16678
client,1468
server,16770
client,1555
server,16827
client,1507
server,16697
server,16509
client,1370
client,1408
server,16686
server,16483
client,1500
client,1397
server,16633
client,1376
server,16721
client,1494
server,16684
client,1487
server,16521
client,1544
server,16577
client,1578
server,16732
client,1567
server,16592
client,1547
server,16538
client,1461
server,16372
client,1594
server,16628
client,1452
server,16539
client,1461
server,16477
client,1441
server,16454
client,1472
server,16911
client,2242
server,17283
client,1459
server,16413
client,1497
server,16476
client,1499
server,16379
client,1454
server,16450
client,1511
server,16511
client,1413
server,16415
client,1478
server,16402
client,1470
server,16579
client,1507
server,16487
client,1531
server,16466
client,1544
server,16440
client,1585
server,16624
client,1632
server,16894
client,1639
server,16671
client,1395
server,16479
client,1531
server,16713
server,16609
client,1561
client,1385
server,16812
client,1414
server,16709
client,1554
server,22908
client,1649
server,17535
client,1674
server,17910
client,1590
server,17369
server,17280
client,1738
client,1410
server,16538
client,1437
server,16456
client,1405
server,16835
client,1481
server,16529
server,16506
client,1540
client,1467
server,16393
client,1461
server,16386
client,1477
server,16539
client,1473
server,16483
server,16299
client,1469
client,1486
server,16682
client,1562
server,16767
client,1779
server,16671
client,1481
server,16735
client,1494
server,16469
client,1497
server,16494
client,1648
server,16707
client,1418
server,16480
client,1468
server,16397
client,1448
server,16335
client,1457
server,16418
client,1582
server,16537
client,1497
server,16468
client,1539
server,16580
client,1471
server,16725
client,1581
server,16510
client,1602
server,16838
client,1587
server,16950
client,1510
server,16503
client,1573
server,16799
client,1531
server,16596
client,1413
server,16462
client,1486
server,16600
client,1440
server,16424
client,1516
server,16479
client,1409
server,16375
client,1510
server,16446
client,1512
server,16414
client,1472
server,16422
server,16710
client,1505
client,1448
server,16638
client,1409
server,16704
client,1409
server,16585
client,1411
server,16641
client,1529
server,16699
client,1519
server,16637
client,1515
server,16391
client,1537
server,16828
client,1487
server,16428
client,1595
server,16612
client,1481
server,16484
client,1437
server,16569
client,1695
server,18423
client,1524
server,16725
client,1417
server,16345
client,1528
server,16460
client,1451
server,16601
server,17023
client,1530
client,1385
server,16652
client,1413
server,17321
client,1457
server,16520
client,1395
server,16558
client,1457
server,16265
client,1574
server,16507
client,1549
server,16887
server,17444
client,1602
client,1463
server,16672
client,1594
server,16894
client,1580
server,16780
client,1475
server,16865
client,1377
server,16273
client,1575
server,16980
client,1598
server,16794
client,1441
server,16796
client,1496
server,16555
client,1510
server,16550
client,1566
server,16512
server,16454
client,1500
client,1458
server,16927
server,22190
client,1421
client,1402
server,16329
client,1709
server,19996
client,1435
server,18208
client,1535
server,17310
client,1544
server,21364
client,1547
server,17477
server,19798
client,1727
client,1543
server,17217
client,1413
server,16884
client,1459
server,17274
client,1442
server,16696
client,1516
server,16890
client,1431
server,16616
client,1535
server,16572
client,1390
server,16482
client,1538
server,16681
client,1516
server,16726
client,1489
server,16660
client,1557
server,16515
server,17123
client,1485
client,1540
server,16788
client,1460
server,17253
client,1471
server,16420
client,1783
server,17228
client,1407
server,16386
client,1474
server,16617
client,1395
server,16694
client,1524
server,16901
client,1472
server,16370
client,1524
server,16707
client,1592
server,16752
client,1546
server,16862
client,1495
server,16472
client,1587
server,16702
client,1526
server,16402
client,1505
server,16919
client,1554
server,16773
client,1512
server,16982
client,1415
server,16526
client,1523
server,17097
client,1502
server,16484
client,1542
server,16681
client,1433
server,16493
client,1488
server,16853
client,1386
server,16402
client,1528
server,16708
client,1547
server,16475
client,1538
server,16705
client,1549
server,16776
client,1532
server,16911
client,1578
server,16419
client,1557
server,16982
client,1571
server,16715
client,1593
server,17144
client,1559
server,16912
client,1553
server,16984
client,1531
server,16450
client,1475
server,16596
client,1536
server,16722
client,1546
server,17059
client,1473
server,16721
server,16844
client,1442
client,1478
server,16676
client,1528
server,17059
client,1481
server,16597
client,1624
server,17150
client,1495
server,16596
client,1545
server,17049
client,1565
server,16417
client,1574
server,16758
client,1587
server,16444
client,1629
server,17004
client,1555
server,16406
client,1608
server,17120
client,1553
server,17848
client,1494
server,17217
client,1586
server,16667
client,1453
server,16638
client,1466
server,16642
server,16829
client,1393
client,1587
server,16560
client,1583
server,16983
client,1371
server,16450
server,16868
client,1586
client,1436
server,16485
client,1602
server,16947
client,1399
server,17222
client,1477
server,17328
client,1509
server,16619
client,1592
server,16734
client,1446
server,16863
client,1641
server,17367
client,1518
server,16376
client,1485
server,16830
client,1579
server,16562
client,1445
server,16816
client,1587
server,16509
client,1430
server,16414
client,1579
server,16539
client,1420
server,16784
server,16911
client,1490
client,1431
server,16689
client,1515
server,16495
client,1534
server,16859
client,1509
server,16564
server,16860
client,1530
client,1442
server,16472
client,1609
server,16971
client,1530
server,16619
client,1499
server,16916
server,16474
client,1486
client,1433
server,16507
client,1425
server,16914
client,1944
server,18056
server,17111
client,1549
client,1632
server,17118
client,1487
server,16840
server,16703
client,1484
client,1517
server,16505
client,1493
server,16750
client,1490
server,16442
client,1452
server,16492
client,1434
server,16223
client,1584
server,16595
client,1427
server,16360
server,17104
client,1572
client,1563
server,16452
client,1604
server,16971
client,1576
server,16689
client,1450
server,16513
client,1701
server,16693
client,1470
server,16401
client,1546
server,16435
client,1569
server,16887
client,1514
server,16744
client,1547
server,17031
client,1585
server,16506
client,1477
server,16825
server,17015
client,1445
server,17047
client,1445
client,1474
server,16530
server,17163
client,1543
client,1510
server,16306
server,17158
client,1520
client,1501
server,16427
server,17040
client,1570
client,1567
server,16536
client,1429
server,16742
client,1453
server,16637
client,1576
server,16848
server,16635
client,1535
client,300912
server,315557
client,1562
server,16519
client,1524
server,16835
client,1525
server,16497
client,1500
server,16839
client,1508
server,16496
client,1551
server,16955
client,1575
server,16603
server,17039
client,1560
client,1432
server,16455
client,1582
server,16869
client,1502
server,16503
client,1814
server,17340
client,1398
server,16443
client,1573
server,16877
client,1541
server,16702
client,1560
server,17240
client,1523
server,16748
client,1540
server,17364
client,1533
server,16473
client,1616
server,17012
client,1421
server,16889
client,1617
server,16816
client,1520
