endpoint,data_size,time
client,1048576,89817
server,1048576,89210
server,1048576,89223
client,1048576,96344
server,1048576,89953
client,1048576,90444
server,1048576,89315
client,1048576,89795
server,1048576,89261
client,1048576,89731
server,1048576,89249
client,1048576,89679
server,1048576,93888
client,1048576,94373
server,1048576,89708
client,1048576,90159
server,1048576,90918
client,1048576,91419
server,1048576,92253
client,1048576,92722
server,1048576,89396
client,1048576,89831
server,1048576,90147
client,1048576,90635
server,1048576,91981
client,1048576,92489
server,1048576,89478
client,1048576,89958
server,1048576,89798
client,1048576,90395
server,1048576,92639
client,1048576,93436
server,1048576,91210
client,1048576,91674
server,1048576,92015
client,1048576,92475
server,1048576,89464
client,1048576,89903
server,1048576,90762
client,1048576,91210
server,1048576,91509
client,1048576,91972
server,1048576,90781
client,1048576,91271
server,1048576,91783
client,1048576,92242
server,1048576,92798
client,1048576,93262
server,1048576,89715
client,1048576,90154
server,1048576,89904
client,1048576,90347
server,1048576,92381
client,1048576,92827
server,1048576,91272
client,1048576,91763
server,1048576,94271
client,1048576,94837
server,1048576,90177
client,1048576,90621
server,1048576,89434
client,1048576,89905
server,1048576,89398
client,1048576,89859
server,1048576,91133
client,1048576,91610
server,1048576,90779
client,1048576,91232
server,1048576,90077
client,1048576,90498
server,1048576,91068
client,1048576,91506
server,1048576,91813
client,1048576,92268
server,1048576,90494
client,1048576,90951
server,1048576,91900
client,1048576,92331
server,1048576,89631
client,1048576,90063
server,1048576,90998
client,1048576,91434
server,1048576,88966
client,1048576,89393
server,1048576,92908
client,1048576,93343
server,1048576,89088
client,1048576,89542
server,1048576,89441
client,1048576,89890
server,1048576,92065
client,1048576,92492
server,1048576,89910
client,1048576,90334
server,1048576,91321
client,1048576,91779
server,1048576,90912
client,1048576,91486
server,1048576,90795
client,1048576,91223
server,1048576,90294
client,1048576,90827
server,1048576,89964
client,1048576,90527
server,1048576,91899
client,1048576,92339
server,1048576,89319
client,1048576,89763
server,1048576,90104
client,1048576,90533
server,1048576,89473
client,1048576,90059
server,1048576,90233
client,1048576,90645
server,1048576,90174
client,1048576,90617
server,1048576,89729
client,1048576,90183
server,1048576,92211
client,1048576,92659
server,1048576,89939
client,1048576,90396
server,1048576,90599
client,1048576,91146
server,1048576,89222
client,1048576,89669
server,1048576,91043
client,1048576,91474
server,1048576,91381
client,1048576,91851
server,1048576,90945
client,1048576,91436
server,1048576,90810
client,1048576,91418
server,1048576,91662
client,1048576,92171
server,1048576,89715
client,1048576,90187
server,1048576,89783
client,1048576,90252
server,1048576,89192
client,1048576,89635
server,1048576,89937
client,1048576,90422
server,1048576,89691
client,1048576,90123
server,1048576,92273
client,1048576,92831
server,1048576,92354
client,1048576,92862
server,1048576,90782
client,1048576,91251
server,1048576,89188
client,1048576,89614
server,1048576,90592
client,1048576,91059
server,1048576,89929
client,1048576,90394
server,1048576,90589
client,1048576,91038
server,1048576,342919
client,1048576,343383
server,1048576,88912
client,1048576,89348
server,1048576,89784
client,1048576,90230
server,1048576,90605
client,1048576,91132
server,1048576,90638
client,1048576,91137
server,1048576,89684
client,1048576,90238
server,1048576,89794
client,1048576,90328
server,1048576,91596
client,1048576,92069
server,1048576,88041
client,1048576,88486
server,1048576,335240
client,1048576,335746
server,1048576,89941
client,1048576,90388
server,1048576,90546
client,1048576,91072
server,1048576,89232
client,1048576,89659
server,1048576,91494
client,1048576,91988
server,1048576,89427
client,1048576,89939
server,1048576,93431
client,1048576,93921
server,1048576,89085
client,1048576,89544
server,1048576,89873
client,1048576,90357
server,1048576,90814
client,1048576,91257
server,1048576,90755
client,1048576,91354
server,1048576,90491
client,1048576,90923
server,1048576,91127
client,1048576,91590
server,1048576,89847
client,1048576,90321
server,1048576,91779
client,1048576,92212
server,1048576,89619
client,1048576,90085
server,1048576,89412
client,1048576,89842
server,1048576,89438
client,1048576,89915
server,1048576,91151
client,1048576,91589
server,1048576,89696
client,1048576,90134
server,1048576,89357
client,1048576,89774
server,1048576,90515
client,1048576,90974
server,1048576,89978
client,1048576,90437
server,1048576,89591
client,1048576,90004
server,1048576,90657
client,1048576,91150
server,1048576,91830
client,1048576,92246
server,1048576,90934
client,1048576,91696
server,1048576,88783
client,1048576,89201
server,1048576,90150
client,1048576,90682
server,1048576,89933
client,1048576,90375
server,1048576,91719
client,1048576,92135
server,1048576,89982
client,1048576,90454
server,1048576,89397
client,1048576,89831
server,1048576,89972
client,1048576,90431
server,1048576,89491
client,1048576,89951
server,1048576,89447
client,1048576,89887
server,1048576,89901
client,1048576,90329
server,1048576,89439
client,1048576,89900
server,1048576,91752
client,1048576,92194
server,1048576,90772
client,1048576,91248
server,1048576,90131
client,1048576,90600
server,1048576,91060
client,1048576,91553
server,1048576,89046
client,1048576,89523
server,1048576,90087
client,1048576,90625
server,1048576,89608
client,1048576,90076
server,1048576,91470
client,1048576,91962
server,1048576,91851
client,1048576,92319
server,1048576,90601
client,1048576,91066
server,1048576,90954
client,1048576,91458
server,1048576,91025
client,1048576,91485
server,1048576,92353
client,1048576,92832
server,1048576,91066
client,1048576,91576
server,1048576,90336
client,1048576,90872
server,1048576,89499
client,1048576,89974
server,1048576,90748
client,1048576,91269
server,1048576,90418
client,1048576,90905
server,1048576,89127
client,1048576,89594
server,1048576,89750
client,1048576,90195
server,1048576,91684
client,1048576,92167
server,1048576,92182
client,1048576,92727
server,1048576,90166
client,1048576,90648
server,1048576,344526
client,1048576,345242
server,1048576,89055
client,1048576,89525
server,1048576,91053
client,1048576,91602
server,1048576,89133
client,1048576,89881
server,1048576,90138
client,1048576,90637
server,1048576,93789
client,1048576,94213
server,1048576,90296
client,1048576,90779
server,1048576,90253
client,1048576,90736
server,1048576,90940
client,1048576,91543
server,1048576,91762
client,1048576,92232
server,1048576,89022
client,1048576,89482
server,1048576,91725
client,1048576,92215
server,1048576,90697
client,1048576,91180
server,1048576,92162
client,1048576,92607
server,1048576,89629
client,1048576,90090
